map EGL-G2-C
fac 5 10 {0,153,181,101,203}
hosp 2 {0,13}
n_ALS 6 1 {2:153,4:101}
n_BLS 25 1 {5:0,5:153,5:181,5:101,5:203}
n_CLS 6 0 {3:153,1:181,2:203}
      c_m  head  tail      c_af      c_d  c_tau  c_h
25     27     9    34  0.303955  {0,3,0}     38    1
19     73   170   174  0.303061  {0,2,0}     36    0
23    126    48    49  0.308802  {1,1,0}     33    1
86    183    15    17  0.502592  {0,2,0}     35    1
2     209    72    73  0.925942  {0,2,0}     34    1
60    219   143   145  0.681357  {1,1,0}     34    1
87    225    56    57  0.822513  {0,2,0}     33    1
121   228   249   250  0.339740  {0,2,0}     25    1
10    246   193   246  0.594593  {0,2,0}     30    1
48    280   109   110  0.873408  {0,1,0}     31    0
50    283   166   178  0.889841  {0,1,1}     26    1
78    309   131   132  0.529228  {0,1,1}     25    0
29    337    10    41  0.492940  {1,3,0}     37    1
79    340    53    55  0.586936  {1,0,0}     34    1
6     342   216   218  0.745914  {0,2,0}     35    1
3     344   240   242  0.428814  {0,3,0}     40    1
120   363   161   165  0.336440  {1,0,0}     37    1
97    406     4     5  0.305841  {1,1,0}     30    0
98    427   105   106  0.771695  {0,1,0}     34    1
91    428    39    40  0.583815  {0,1,0}     37    0
35    431     3    23  0.571929  {0,3,0}     38    1
94    433   111   114  0.410500  {1,0,0}     35    1
109   454     3    23  0.738994  {0,0,1}     22    1
65    462   239   243  0.522259  {1,0,0}     40    0
68    468   239   240  0.482695  {0,2,0}     31    1
30    528    53    55  0.529462  {1,0,0}     36    1
108   531   153   154  0.856462  {0,1,0}     21    0
52    547   205   208  0.842557  {0,1,0}     27    1
21    558   175   177  0.586394  {0,3,0}     24    1
115   562    48    49  0.553322  {0,3,0}     28    1
66    565   251   254  0.667685  {0,2,0}     40    0
62    568   113   115  0.347169  {0,3,0}     40    0
26    598   242   243  0.009166  {0,2,0}     38    1
100   605    12    13  0.470685  {0,2,0}     36    1
122   618   217   218  0.073793  {0,1,0}     35    1
54    619    23    87  0.508302  {0,1,0}     22    0
106   622    19    25  0.036160  {0,2,0}     40    1
16    634    97   115  0.196400  {1,1,0}     31    1
72    644   107   109  0.178099  {1,1,0}     38    1
40    652    27    30  0.246735  {0,1,0}     35    1
82    668    74    75  0.518290  {0,0,1}     38    1
11    671   244   245  0.660867  {0,2,0}     40    1
39    679    20    21  0.637546  {0,1,1}     37    0
45    686   228   229  0.162106  {0,1,0}     31    1
102   716   175   176  0.101656  {0,2,0}     39    1
4     719    39    73  0.257975  {0,0,1}     34    1
71    724    99   132  0.859790  {0,2,0}     30    0
74    735    76    77  0.183543  {0,3,0}     34    0
67    748    36    38  0.397228  {0,2,0}     39    0
55    760   184   188  0.882723  {1,1,0}     23    1
13    766    70    79  0.143654  {0,1,1}     27    1
64    772    18    20  0.267012  {0,2,0}     36    0
5     781   120   162  0.675835  {0,1,0}     28    1
41    787   117   118  0.068425  {0,3,0}     23    0
90    795   161   165  0.003151  {1,0,0}     33    0
0     804     2     3  0.430719  {0,2,0}     26    1
57    808   249   252  0.346742  {0,2,0}     24    1
9     822   166   167  0.989402  {0,3,0}     28    0
81    822    27    28  0.110482  {1,0,0}     38    1
33    846   192   193  0.377296  {1,1,0}     38    1
44    848   219   220  0.765659  {0,1,0}     34    0
93    851    94    95  0.786174  {1,0,0}     21    1
84    857    85   101  0.679476  {0,1,0}     24    1
77    870   184   188  0.503916  {1,1,0}     30    1
7     873   219   220  0.355454  {1,1,0}     33    1
56    880   221   222  0.530701  {1,0,0}     40    1
127   891   178   185  0.833291  {0,1,0}     21    1
59    915   253   254  0.299099  {0,1,0}     20    1
8     918   218   250  0.148867  {1,1,0}     22    1
17    928   125   150  0.138984  {0,1,0}     40    0
85    961   122   124  0.292915  {0,2,0}     25    0
119   967   128   139  0.765795  {0,3,0}     23    0
69    975   193   194  0.381893  {1,1,0}     40    1
12    975   234   239  0.912819  {0,2,0}     33    0
49    975   130   137  0.764159  {0,1,0}     22    0
61    977    17    19  0.169618  {1,0,0}     26    1
18    980    82    85  0.034081  {1,0,0}     39    1
32    981   101   112  0.885249  {0,1,0}     35    1
73    983     6    27  0.103807  {0,3,0}     26    0
89    989   131   132  0.848860  {0,1,0}     39    0
76    994   184   188  0.292958  {1,0,0}     32    1
107   996   120   170  0.961991  {1,1,0}     20    1
31    997     1    12  0.281502  {0,2,0}     35    1
99   1016   240   242  0.043546  {0,2,0}     33    1
117  1028    32    33  0.905568  {1,1,0}     40    1
