map EGL-G2-B
fac 5 10 {0,61,176,67,158}
hosp 3 {0,220,115}
n_ALS 9 1 {1:61,2:176,3:67,3:158}
n_BLS 19 1 {2:0,5:61,5:176,5:67,2:158}
n_CLS 6 0 {1:61,5:158}
      c_m  head  tail      c_af      c_d  c_tau  c_h
72      1    20    21  0.706265  {0,2,0}     20    0
58     31    73    74  0.347633  {0,1,1}     26    0
120    53   209   216  0.164169  {0,2,0}     38    1
62     61   192   194  0.373046  {0,3,0}     39    1
87    107   130   137  0.579154  {0,3,0}     30    0
49    114   105   106  0.395838  {0,1,0}     35    1
46    116   226   251  0.443238  {1,1,0}     36    1
53    120   116   117  0.880034  {0,1,1}     31    0
75    150   165   166  0.494995  {0,1,1}     28    1
63    167   117   121  0.856746  {0,2,0}     27    0
76    207   130   137  0.066989  {0,3,0}     25    0
95    231   192   194  0.994381  {0,1,0}     37    1
23    359   135   147  0.322008  {0,1,0}     32    0
42    386   126   150  0.654312  {0,3,0}     39    1
60    387    66    93  0.412691  {0,1,0}     25    0
20    391   239   240  0.748719  {0,1,0}     21    1
44    396   103   111  0.917523  {0,2,0}     36    1
81    415   178   185  0.386727  {0,3,0}     34    1
2     423   170   171  0.738372  {1,1,0}     27    1
12    432    69    80  0.870218  {0,3,0}     39    0
89    453   166   178  0.475927  {0,0,1}     21    0
116   453    49    50  0.209850  {0,1,0}     24    1
9     477   234   239  0.144800  {0,2,0}     40    1
35    486    47    48  0.615120  {1,0,0}     29    1
122   506   191   195  0.334221  {1,1,0}     20    1
111   511   247   248  0.934809  {0,3,0}     24    1
104   536    87    88  0.578893  {1,1,0}     31    1
109   537   158   159  0.787588  {1,1,0}     35    1
108   555    65    66  0.124331  {1,1,0}     24    1
67    567    78    82  0.825434  {0,2,0}     21    1
0     568    19    20  0.501425  {0,1,1}     27    1
25    568   228   229  0.132518  {0,1,1}     35    1
14    578    86    87  0.782800  {0,2,0}     25    0
52    581    54    55  0.032367  {0,2,0}     37    0
92    582    65    66  0.717919  {0,0,1}     36    1
10    604   175   177  0.447918  {1,1,0}     34    1
57    605   196   197  0.615142  {0,3,0}     29    1
51    612   227   233  0.103916  {1,1,0}     36    1
69    613   177   180  0.784302  {1,1,0}     37    1
74    616    66    93  0.447504  {0,2,0}     22    0
77    618   157   163  0.899325  {0,3,0}     26    0
32    623   131   132  0.478177  {1,1,0}     28    1
123   630   166   167  0.178949  {1,1,0}     35    1
