map EGL-G1-C
fac 5 10 {0,190,122,41,27}
hosp 1 {0}
n_ALS 6 1 {3:0,1:190,2:27}
n_BLS 16 1 {4:0,2:190,2:122,4:41,4:27}
n_CLS 6 0 {1:190,2:122,1:41,2:27}
      c_m  head  tail      c_af      c_d  c_tau  c_h
5       6    62    63  0.008869  {0,1,0}     31    0
68     16   121   122  0.027931  {0,1,0}     26    0
110    21   165   177  0.059546  {1,0,0}     39    1
74     34   211   213  0.544324  {1,2,0}     33    1
89     38   225   227  0.756529  {1,1,0}     35    1
4     100   186   187  0.606054  {1,1,0}     21    1
124   117   199   201  0.327709  {0,1,0}     25    1
46    214    17    22  0.063014  {0,1,0}     29    0
50    221    46    47  0.397317  {1,0,0}     40    1
90    228   121   123  0.526516  {0,1,0}     22    1
37    314    92    93  0.958155  {0,1,0}     33    1
65    316    12    16  0.422788  {0,1,0}     31    1
40    321   139   141  0.667344  {0,2,0}     28    1
71    324   136   137  0.967969  {1,0,0}     23    1
18    342   138   139  0.768008  {1,1,0}     31    1
62    356   189   190  0.683188  {0,1,0}     21    0
101   384   111   112  0.174083  {0,1,0}     39    1
49    388   152   153  0.124640  {0,2,0}     40    0
28    401   167   175  0.099239  {0,1,0}     37    1
0     414   170   171  0.769939  {0,2,0}     23    1
87    416   116   117  0.065304  {1,1,0}     32    1
44    426   178   182  0.693108  {0,3,0}     28    1
127   431   124   149  0.473722  {0,1,0}     32    1
25    435   102   110  0.210226  {0,0,1}     27    0
117   439   212   218  0.174188  {0,2,0}     24    0
29    447   163   164  0.203605  {0,2,0}     35    1
41    494   119   169  0.602310  {0,3,0}     30    1
57    495   213   216  0.230563  {0,3,0}     28    0
99    504   132   134  0.658865  {1,1,0}     20    1
8     508   192   193  0.380565  {0,1,0}     32    1
52    512   226   231  0.916442  {1,1,0}     32    1
2     536    11    42  0.119450  {0,1,0}     34    1
102   537    24    25  0.273839  {0,1,0}     20    1
86    539   123   124  0.403361  {1,0,0}     26    1
23    540   114   115  0.730224  {0,3,0}     35    1
69    548   118   119  0.906792  {0,2,0}     37    1
51    554    11    42  0.121285  {0,1,1}     30    0
3     555   118   119  0.872473  {1,1,0}     20    1
109   556   225   227  0.256607  {0,2,0}     26    0
38    562   178   179  0.948991  {0,2,0}     27    0
98    573   151   154  0.537568  {0,1,0}     20    0
20    599   153   156  0.862669  {0,1,1}     34    1
21    606   173   181  0.441082  {0,2,0}     40    1
113   622   132   134  0.524424  {1,1,0}     24    1
60    622    50    51  0.322872  {0,2,0}     23    0
14    626    96   111  0.741868  {0,2,0}     35    1
106   652   241   242  0.308523  {1,0,0}     32    1
66    688   220   222  0.314032  {0,2,0}     36    0
7     690    80    81  0.108982  {0,2,0}     38    0
120   701   237   240  0.399785  {0,2,0}     32    1
108   705   126   127  0.257153  {0,1,0}     33    0
1     709    83    84  0.183687  {0,1,0}     32    0
39    725   115   116  0.057312  {0,2,0}     23    1
116   735   212   243  0.137717  {0,3,0}     22    1
31    772    17    22  0.271057  {1,1,0}     39    1
47    778    29    31  0.433934  {0,1,0}     22    0
26    783    84   100  0.773409  {0,0,1}     27    0
114   801    66    68  0.157541  {0,2,0}     27    0
72    804     3    15  0.945656  {0,1,0}     34    1
