map EGL-G2-B
fac 5 10 {0,57,11,69,176}
hosp 2 {0,184}
n_ALS 7 1 {1:57,3:11,3:176}
n_BLS 17 1 {3:0,4:57,4:11,4:69,2:176}
n_CLS 8 0 {2:0,2:57,3:69,1:176}
      c_m  head  tail      c_af      c_d  c_tau  c_h
35      9    96    98  0.965029  {0,3,0}     38    0
73     15   156   157  0.464573  {0,2,0}     24    1
121    21   227   233  0.910880  {0,2,0}     23    1
1      37    21    35  0.148146  {0,1,0}     38    1
31     61    36    37  0.669419  {0,0,1}     40    1
24     71   199   200  0.157679  {0,1,0}     39    0
25    109   123   124  0.105773  {0,0,1}     25    0
69    123   161   164  0.099378  {0,1,0}     23    1
66    168   226   227  0.492075  {0,2,0}     34    1
13    203    23    87  0.961851  {1,3,0}     22    1
106   222   153   154  0.471009  {0,2,0}     24    1
34    246   244   253  0.186444  {1,0,0}     25    1
15    262    86    87  0.299241  {0,1,1}     27    0
43    340    91    96  0.599312  {0,0,1}     36    1
56    405    34    41  0.694980  {0,0,1}     33    0
44    422   121   155  0.547605  {0,1,0}     34    0
127   426    40    41  0.805571  {0,0,1}     31    1
22    447     6    27  0.154959  {0,2,0}     26    0
32    460    27    28  0.837715  {1,1,0}     33    1
6     485    36    39  0.507037  {1,0,0}     40    1
74    487   246   247  0.569148  {0,2,0}     26    1
120   501   135   147  0.079625  {0,2,0}     37    1
113   509   141   142  0.416462  {0,3,0}     25    0
18    523    97   115  0.578640  {0,2,0}     34    0
63    531   213   215  0.160428  {1,0,0}     33    1
36    545   222   223  0.991971  {0,1,0}     31    0
54    572   190   191  0.436723  {0,2,0}     22    1
17    578   190   192  0.461091  {0,1,0}     21    1
86    583   143   145  0.072790  {0,0,1}     39    0
107   589    99   131  0.962977  {0,1,0}     39    1
39    593    19    25  0.351077  {0,1,0}     38    0
101   600   251   254  0.899636  {0,1,0}     37    0
48    608   174   189  0.581756  {1,1,0}     28    1
108   611   105   106  0.495543  {0,1,0}     21    1
112   650   193   246  0.593620  {0,2,0}     20    1
83    651   240   242  0.895163  {1,1,0}     32    1
52    657    67    69  0.194859  {0,1,0}     33    1
94    662   125   126  0.137245  {1,0,0}     26    1
65    663    46    47  0.338493  {0,2,0}     39    1
122   663    90    92  0.308685  {0,2,0}     33    1
126   689    30    33  0.054844  {0,1,0}     37    1
109   704   251   254  0.843320  {0,1,1}     40    1
72    706   120   162  0.776756  {1,1,0}     33    1
46    711   133   134  0.078182  {1,0,0}     28    1
124   719   176   177  0.293807  {1,0,0}     40    1
97    723    97   112  0.125612  {0,3,0}     36    1
96    731   242   243  0.296126  {1,0,0}     35    1
58    732   104   114  0.763974  {0,2,0}     37    1
29    733     9    34  0.244232  {1,1,0}     40    1
71    735   248   249  0.525146  {0,1,0}     39    0
92    736   193   246  0.416070  {0,2,0}     30    1
64    744   116   117  0.927440  {1,1,0}     28    1
80    751   233   235  0.266873  {0,3,0}     28    0
53    752   139   140  0.792528  {0,3,0}     25    1
98    760    35    36  0.332754  {0,1,1}     37    1
125   769   163   168  0.425505  {1,0,0}     34    1
99    774    95    96  0.024389  {1,1,0}     29    1
9     774   240   242  0.223256  {0,1,0}     32    1
91    785   247   249  0.937611  {1,1,0}     39    1
40    796   190   191  0.507622  {0,1,0}     40    1
93    802    45    64  0.249524  {1,1,0}     36    1
23    807   193   194  0.789143  {1,0,0}     23    1
14    814     2    14  0.498247  {1,0,0}     25    1
110   814   228   230  0.440032  {1,0,0}     31    1
21    821    45    64  0.510241  {0,3,0}     27    0
38    822   190   192  0.168157  {0,1,0}     20    1
59    834   178   179  0.059619  {1,1,0}     24    1
62    843   179   180  0.161636  {0,0,1}     24    1
12    856   166   178  0.078871  {0,2,0}     22    1
57    863   217   218  0.206878  {0,1,0}     22    1
88    868   213   214  0.104485  {0,1,1}     23    0
41    869   108   109  0.639272  {0,3,0}     28    0
0     873     8     9  0.639078  {0,2,0}     26    0
27    878   135   136  0.935719  {0,2,0}     33    1
89    880   234   239  0.076480  {0,3,0}     21    1
2     896    39    73  0.730128  {0,1,0}     34    0
84    902   217   218  0.155768  {0,3,0}     30    1
117   914    97    98  0.630368  {1,1,0}     24    1
114   917   202   203  0.492479  {1,3,0}     30    1
37    921   252   253  0.704669  {0,2,0}     20    0
20    926    48    57  0.212972  {0,1,0}     23    0
33    935    40    41  0.770736  {0,2,0}     21    0
30    937    63    64  0.772236  {0,0,1}     27    0
104   949   186   188  0.988961  {0,1,0}     21    1
5     951   120   162  0.406006  {0,3,0}     37    1
10    956   131   132  0.175448  {1,1,0}     26    1
