map EGL-G2-E
fac 5 10 {0,208,145,40,67}
hosp 3 {0,230,14}
n_ALS 6 1 {3:0,1:145,2:40}
n_BLS 20 1 {5:0,2:208,3:145,6:40,4:67}
n_CLS 7 0 {1:0,2:208,2:145,1:40,1:67}
      c_m  head  tail      c_af      c_d  c_tau  c_h
56      7   191   195  0.082348  {0,3,0}     31    1
70     10   253   254  0.269534  {0,2,0}     25    0
42     16   126   150  0.927319  {0,1,1}     27    1
57     22     1     2  0.974902  {0,1,0}     24    1
21     46   148   149  0.931506  {1,0,0}     36    1
108    50    21    35  0.995473  {0,2,0}     21    1
64     65   136   146  0.827918  {0,1,0}     23    1
44     70   117   118  0.823779  {1,3,0}     24    1
6     107   153   154  0.299775  {1,1,0}     25    0
47    111    47    64  0.223460  {0,3,0}     26    1
9     173   106   118  0.994982  {0,3,0}     38    0
23    196   104   105  0.574640  {1,1,0}     34    1
51    205   130   137  0.130644  {0,0,1}     35    1
10    264   118   119  0.195317  {1,0,0}     25    1
71    279    66    92  0.256661  {1,1,0}     27    1
106   326   121   122  0.193215  {0,1,0}     27    1
114   361   162   163  0.658076  {1,1,0}     28    1
117   386    16    18  0.294037  {0,3,0}     35    1
46    410   178   185  0.582136  {1,1,0}     40    1
126   413   104   105  0.698988  {0,0,1}     37    1
104   426    90    92  0.360548  {0,1,1}     32    1
68    438   135   136  0.903880  {0,1,0}     29    1
39    445   170   171  0.162550  {0,3,0}     34    0
12    451   150   151  0.912063  {0,2,0}     21    1
0     485   196   197  0.753053  {0,1,1}     38    0
19    503   172   173  0.421172  {0,2,0}     23    1
82    514    81    89  0.930183  {1,0,0}     35    1
62    521   234   235  0.179692  {1,1,0}     31    0
50    550   193   246  0.564623  {0,2,0}     21    1
5     555   249   250  0.014788  {0,0,1}     29    1
35    563    18    19  0.372372  {1,1,0}     27    1
118   564     1     2  0.366091  {0,2,0}     32    0
89    597   228   229  0.404537  {0,1,0}     36    0
80    600   202   203  0.512005  {0,1,1}     35    1
122   611   191   195  0.522560  {1,1,0}     32    1
77    616   227   233  0.725614  {0,1,1}     27    1
124   633   109   110  0.653141  {0,2,0}     40    0
55    634    39    52  0.159664  {0,3,0}     31    1
81    653   219   223  0.075304  {1,0,0}     33    1
113   683   126   127  0.856948  {1,1,0}     29    1
86    686    15    17  0.607441  {0,2,0}     20    1
65    700   186   198  0.269482  {0,1,0}     24    0
29    715    32    34  0.560572  {0,3,0}     35    0
76    718     3    15  0.176156  {1,1,0}     32    1
103   739   218   225  0.377141  {1,0,0}     26    1
3     742    36    38  0.002197  {0,1,0}     20    1
24    759   118   119  0.333127  {0,2,0}     21    0
17    762   153   154  0.898267  {1,0,0}     24    1
18    765    39    40  0.873432  {1,1,0}     21    1
72    766    18    20  0.741011  {0,2,0}     27    1
54    774    32    33  0.275371  {0,3,0}     23    1
69    784   126   127  0.774405  {0,3,0}     39    0
75    791    31    38  0.201454  {1,0,0}     25    1
111   796   188   189  0.514136  {0,3,0}     37    1
