map EGL-G1-E
fac 5 10 {0,18,199,110,78}
hosp 1 {0}
n_ALS 7 1 {4:0,1:18,2:78}
n_BLS 18 1 {3:0,4:18,4:199,4:110,3:78}
n_CLS 7 0 {2:0,2:18,1:110,2:78}
      c_m  head  tail      c_af      c_d  c_tau  c_h
8      11   244   249  0.671966  {0,1,0}     22    1
123    41   135   145  0.846529  {0,3,0}     29    1
52     41   237   238  0.718571  {0,2,0}     28    0
0      99   197   198  0.555368  {1,0,0}     29    1
83    150   206   207  0.857700  {0,1,0}     34    0
54    167   119   169  0.029461  {0,0,1}     39    1
89    201   174   175  0.607105  {0,1,0}     21    1
80    211    32    33  0.088253  {0,0,1}     32    1
118   247   222   225  0.961298  {1,0,0}     30    1
72    291     7     8  0.571919  {0,3,0}     39    1
81    367   124   149  0.148389  {0,0,1}     31    1
14    368    22    24  0.703539  {1,0,0}     27    1
96    389   160   163  0.281389  {0,3,0}     31    0
82    420   112   114  0.243288  {1,0,0}     23    1
19    425   215   216  0.958950  {1,1,0}     29    1
6     435    69    70  0.086720  {0,2,0}     35    0
27    449   101   102  0.549754  {0,2,0}     32    0
69    468   185   186  0.624494  {0,3,0}     23    1
119   485     5     6  0.517636  {0,3,0}     32    1
67    501   178   182  0.192906  {0,1,0}     31    1
98    508   125   149  0.567764  {0,3,0}     40    0
45    526   119   161  0.560549  {0,1,0}     20    1
91    529   185   192  0.247747  {0,1,0}     36    1
86    555    84   100  0.224661  {1,0,0}     26    1
28    555   111   112  0.301379  {0,1,1}     38    1
74    561    93    94  0.367784  {1,2,0}     36    1
93    565    26    28  0.013414  {1,0,0}     35    0
95    570   120   121  0.242689  {0,1,1}     27    0
104   573   194   195  0.470910  {1,1,0}     36    1
92    582   118   119  0.104327  {1,1,0}     35    1
31    587    57    61  0.310975  {0,1,0}     34    1
88    594     8    33  0.630330  {0,1,0}     29    0
18    604   191   193  0.056402  {1,0,0}     24    1
102   605   245   246  0.265310  {0,2,0}     36    0
90    608   139   141  0.420899  {0,1,0}     20    0
109   615   149   150  0.798143  {1,0,0}     32    1
38    631    39    72  0.168420  {1,0,0}     31    1
5     639    88    96  0.621900  {0,2,0}     35    0
34    654    78    79  0.777632  {0,3,0}     32    1
114   655   165   166  0.108041  {1,0,0}     33    1
71    659   199   201  0.002313  {1,0,0}     24    1
23    689    43    46  0.881998  {0,3,0}     36    1
35    695    83    84  0.174284  {0,2,0}     20    1
49    699   125   149  0.544656  {1,1,0}     38    1
59    721   163   164  0.100597  {0,3,0}     35    1
16    721   243   244  0.731254  {0,3,0}     23    0
103   723   104   105  0.003724  {0,2,0}     39    0
63    749    83    84  0.536714  {1,1,0}     25    1
117   755    39    52  0.012387  {1,1,0}     27    1
85    759   216   217  0.544957  {0,2,0}     34    0
62    770   191   194  0.831390  {1,0,0}     28    1
20    774   185   192  0.767440  {0,0,1}     22    0
50    782    19    20  0.976725  {1,1,0}     30    1
25    785   240   241  0.537882  {0,2,0}     23    0
68    794    88    96  0.552225  {1,1,0}     21    1
42    813   185   192  0.462909  {0,3,0}     24    1
36    815    50    53  0.764768  {0,3,0}     27    0
37    842    53    54  0.770675  {0,1,0}     40    1
108   847   103   113  0.243461  {1,0,0}     38    1
17    850   145   146  0.283934  {0,2,0}     27    0
29    857    97   126  0.993749  {0,0,1}     29    0
84    867    67    68  0.533932  {1,0,0}     25    1
51    869    10    41  0.219840  {0,1,0}     36    0
120   871    91    92  0.583762  {0,1,0}     27    1
124   871   144   145  0.265259  {0,3,0}     35    0
79    871   202   204  0.299504  {0,1,0}     32    1
105   874   122   123  0.611008  {0,2,0}     34    0
1     874    24    25  0.204824  {0,1,0}     27    1
7     892    68    69  0.063724  {0,1,0}     36    1
115   895    56    57  0.910452  {0,1,0}     30    0
113   906     1    12  0.218466  {0,1,1}     20    1
127   919    24    25  0.298457  {0,1,0}     35    1
12    926    43    45  0.843005  {0,1,1}     38    1
2     947    94    95  0.265932  {0,3,0}     38    1
