map EGL-G2-A
fac 5 10 {0,52,178,81,246}
hosp 2 {0,190}
n_ALS 9 1 {1:0,1:52,2:178,2:81,3:246}
n_BLS 16 1 {5:52,2:178,6:81,3:246}
n_CLS 5 0 {2:52,2:81,1:246}
      c_m  head  tail      c_af      c_d  c_tau  c_h
76     26    78    79  0.507524  {0,1,1}     30    0
50     94   186   198  0.156087  {1,0,0}     28    1
39    131     3    15  0.289451  {0,2,0}     33    1
92    148   181   182  0.128615  {1,1,0}     37    1
95    152    38    40  0.632013  {1,1,0}     39    1
127   165    84    85  0.783233  {0,2,0}     37    1
16    165   216   218  0.576811  {1,1,0}     27    1
117   181    42    43  0.514399  {0,3,0}     22    1
65    189   125   126  0.916176  {0,2,0}     34    1
119   197    48    49  0.087348  {1,1,0}     31    1
75    223    99   132  0.363920  {1,1,0}     33    1
49    293     2     3  0.076331  {0,1,0}     38    0
27    298    19    20  0.266306  {1,1,0}     29    1
62    313    50    53  0.805389  {0,0,1}     24    1
85    329   159   161  0.805036  {0,3,0}     26    1
64    345    70    71  0.706489  {1,0,0}     31    1
118   346    30    33  0.863612  {1,0,0}     21    1
105   353    67    68  0.478043  {1,1,0}     21    1
21    353   174   182  0.555787  {0,2,0}     38    0
45    366    80    81  0.685387  {1,1,0}     23    0
69    376   159   160  0.955912  {0,1,0}     39    0
40    389   161   165  0.015519  {1,1,0}     28    1
100   398   195   248  0.887728  {1,1,0}     28    1
90    407   143   144  0.670389  {0,1,0}     27    0
89    424   176   177  0.618154  {0,0,1}     31    1
72    440   244   245  0.992810  {0,2,0}     24    1
36    462   179   184  0.120076  {0,2,0}     40    1
2     471   136   146  0.773773  {0,1,1}     25    1
32    481   150   151  0.783199  {0,1,0}     34    1
108   493   222   223  0.081071  {0,2,0}     22    0
0     528   158   160  0.246076  {0,1,0}     30    0
46    538   247   248  0.505490  {0,1,0}     34    1
78    539   103   111  0.082453  {0,1,0}     39    1
48    540   103   104  0.078102  {0,3,0}     32    0
126   549   151   153  0.216589  {0,1,1}     40    1
18    556    45    64  0.882024  {0,1,1}     29    1
35    556   196   198  0.512809  {0,0,1}     31    1
