map EGL-G2-B
fac 5 10 {0,157,197,245,54}
hosp 1 {0}
n_ALS 5 1 {1:0,1:157,3:197}
n_BLS 17 1 {3:0,3:157,2:197,6:245,3:54}
n_CLS 6 0 {2:0,1:197,1:245,2:54}
      c_m  head  tail      c_af      c_d  c_tau  c_h
63     13    68    69  0.405344  {1,0,0}     31    1
52     16   251   252  0.044670  {0,1,0}     22    0
120    39   116   123  0.110981  {0,2,0}     35    1
33     40    82    83  0.198144  {1,1,0}     29    1
27     48    19    25  0.206010  {1,1,0}     23    1
94     84   138   139  0.111282  {0,0,1}     24    1
106   215     3    23  0.490906  {0,2,0}     21    0
95    224   235   236  0.357392  {1,1,0}     26    0
8     279   165   166  0.538278  {0,1,0}     20    1
13    294   151   153  0.352842  {1,1,0}     21    1
91    361   166   175  0.001210  {1,3,0}     40    0
118   379   213   214  0.728946  {1,0,0}     35    1
78    380    59    60  0.115927  {0,2,0}     31    0
35    391   225   228  0.263405  {1,1,0}     22    0
127   391   188   189  0.175216  {1,1,0}     33    1
97    409   116   123  0.009398  {0,1,0}     38    0
125   434   141   142  0.928044  {1,1,0}     35    1
70    443   196   198  0.871629  {0,3,0}     23    1
17    447     5    23  0.417929  {1,1,0}     24    1
72    466   154   157  0.291396  {0,2,0}     20    1
7     471   120   170  0.358994  {0,2,0}     30    0
24    496   226   229  0.590268  {0,2,0}     23    1
82    525   174   189  0.310723  {1,0,0}     30    1
68    529    54    58  0.811983  {1,1,0}     24    1
101   539    80    81  0.874982  {0,1,1}     34    0
119   565   164   165  0.888020  {1,2,0}     39    1
115   568   204   206  0.924035  {0,2,0}     28    1
9     571     7    30  0.673859  {1,1,0}     35    1
45    585    68    69  0.062320  {1,0,0}     35    1
108   602   223   224  0.369770  {1,0,0}     33    1
31    609   122   124  0.826890  {0,1,0}     37    0
1     611   181   182  0.126595  {1,0,0}     35    1
85    627    35    36  0.812321  {0,3,0}     35    0
123   627   185   187  0.290089  {0,3,0}     23    0
2     628   174   182  0.615990  {1,1,0}     27    1
3     629    16    17  0.047557  {1,1,0}     22    1
103   643   240   242  0.897127  {1,1,0}     20    1
92    649    97   112  0.463119  {0,1,0}     38    1
121   656    38    40  0.510892  {0,1,0}     21    0
53    657    12    16  0.662439  {1,1,0}     35    1
47    660   216   217  0.572934  {0,2,0}     28    1
40    667     9    34  0.166204  {1,0,0}     39    1
49    672   103   104  0.351374  {0,1,0}     26    1
75    676   216   217  0.737576  {0,3,0}     22    0
90    707   141   142  0.709936  {0,3,0}     24    1
61    720   145   146  0.152351  {0,0,1}     37    0
57    734   215   221  0.260864  {0,2,0}     33    1
15    735   154   157  0.924414  {0,2,0}     38    1
22    751    16    17  0.024602  {0,2,0}     38    1
81    770   233   235  0.820801  {0,1,0}     35    1
55    780   163   167  0.325443  {0,3,0}     30    1
76    781    53    54  0.818420  {0,3,0}     28    1
54    792   209   216  0.980941  {0,1,0}     24    0
122   795    99   132  0.631281  {1,1,0}     36    1
41    810   208   210  0.755684  {1,1,0}     31    1
109   828   225   228  0.633240  {0,1,0}     35    1
83    838   248   249  0.441414  {0,1,0}     25    0
51    843   243   245  0.780047  {1,0,0}     35    1
73    855    56    57  0.313948  {1,0,0}     22    1
60    861     6    27  0.699263  {1,1,0}     35    1
39    864   128   139  0.295830  {0,1,0}     25    0
14    866    12    16  0.107594  {0,2,0}     32    1
46    873    30    33  0.895070  {1,1,0}     30    1
87    874    84    86  0.852027  {0,1,1}     32    1
48    881   106   118  0.405639  {1,1,0}     20    1
18    889    93    94  0.661600  {0,1,0}     31    1
38    896    32    33  0.083434  {0,1,1}     30    1
0     909   123   124  0.685069  {0,1,1}     23    1
29    909   177   180  0.674140  {1,2,0}     32    1
80    911   163   167  0.661974  {0,1,0}     30    0
96    928    16    17  0.814282  {0,1,0}     25    1
16    935   174   182  0.358498  {0,2,0}     34    1
64    940   159   160  0.344108  {0,1,0}     27    1
116   942   239   240  0.174291  {1,0,0}     37    1
62    960   226   227  0.183064  {0,0,1}     35    0
86    964   176   177  0.567457  {0,2,0}     25    0
5     973   247   249  0.425694  {0,2,0}     25    1
36    975   148   149  0.488179  {0,2,0}     36    1
111   977    89    90  0.243468  {0,3,0}     31    1
19    980   128   129  0.009567  {0,0,1}     33    0
104   984    40    41  0.854505  {0,2,0}     37    1
32    992   156   157  0.933781  {1,1,0}     20    1
4    1012    15    17  0.131892  {0,0,1}     34    0
56   1024    24    26  0.597101  {0,2,0}     29    1
77   1026    35    36  0.208073  {0,1,1}     21    1
100  1026   233   235  0.608344  {0,1,0}     32    1
98   1028    12    16  0.584721  {0,2,0}     32    0
107  1046    39    73  0.094163  {1,0,0}     27    1
124  1046    45    64  0.483792  {0,1,0}     29    0
58   1049    95    96  0.289010  {1,0,0}     27    1
12   1054    57    61  0.838423  {0,2,0}     31    1
10   1058     6    27  0.654836  {0,1,0}     23    1
67   1058   247   248  0.430194  {0,1,1}     29    0
84   1064     7    30  0.559685  {0,2,0}     34    0
37   1081    27    28  0.867080  {1,1,0}     34    1
28   1084    82    83  0.965508  {0,3,0}     21    1
42   1090   185   187  0.253133  {1,1,0}     22    1
44   1104   188   189  0.083705  {1,0,0}     30    1
79   1115     8     9  0.790496  {1,0,0}     35    1
25   1128    19    25  0.978145  {0,3,0}     30    1
71   1129   226   229  0.495327  {0,3,0}     37    1
105  1130   161   164  0.273505  {0,1,1}     24    0
65   1133   129   130  0.582666  {0,2,0}     20    0
117  1136   215   221  0.296812  {0,3,0}     20    1
34   1144    50    53  0.677592  {0,2,0}     31    1
74   1150   106   118  0.772296  {0,2,0}     28    0
30   1162    69    80  0.050467  {1,1,0}     25    1
23   1173     8     9  0.662191  {0,1,0}     24    0
113  1174   220   221  0.949941  {0,3,0}     33    0
99   1197   155   156  0.331958  {1,1,0}     26    1
66   1221   128   139  0.921724  {0,1,1}     32    1
110  1223   140   141  0.106305  {1,0,0}     21    1
88   1227   194   242  0.190627  {0,2,0}     33    0
102  1227   212   213  0.919598  {0,2,0}     28    1
114  1235     2    14  0.741744  {0,2,0}     32    0
26   1247    76    77  0.117937  {0,2,0}     29    0
93   1262   158   160  0.101423  {0,2,0}     28    1
6    1295   226   227  0.428724  {0,1,0}     24    1
20   1299    32    33  0.427751  {0,1,0}     32    0
89   1341     1     2  0.089937  {0,2,0}     21    1
59   1341   102   111  0.835157  {1,0,0}     23    1
50   1345   178   185  0.127964  {1,1,0}     34    1
21   1347   103   104  0.651883  {0,1,0}     31    0
43   1363   195   196  0.518570  {0,3,0}     30    1
112  1378   122   124  0.287001  {0,1,0}     36    1
69   1390    54    58  0.623678  {1,1,0}     38    0
11   1424   145   148  0.227610  {1,0,0}     40    1
126  1425   231   232  0.698004  {1,1,0}     20    1
