map EGL-G1-A
fac 5 10 {0,132,139,53,185}
hosp 1 {0}
n_ALS 6 1 {3:132,2:139,1:185}
n_BLS 17 1 {4:0,1:132,5:139,2:53,5:185}
n_CLS 7 0 {4:0,2:53,1:185}
      c_m  head  tail      c_af      c_d  c_tau  c_h
77     10    77    78  0.213321  {1,0,0}     30    1
116    46   125   126  0.434844  {1,0,0}     40    1
10     54   106   107  0.323579  {0,0,1}     27    0
61     72   103   104  0.930075  {0,0,1}     26    0
68     75   134   135  0.741615  {1,0,0}     33    1
112    80    34    41  0.183580  {0,0,1}     22    1
31    137   169   173  0.709946  {0,3,0}     23    1
50    159   199   202  0.733980  {0,3,0}     37    1
22    163   127   128  0.293358  {0,1,0}     24    1
123   177     1    12  0.784514  {1,1,0}     34    1
78    188   128   129  0.537105  {1,3,0}     21    1
98    243   115   122  0.409021  {1,3,0}     20    1
73    262    84   100  0.328483  {0,1,0}     29    1
89    326   155   156  0.830567  {0,3,0}     36    1
92    348     7     8  0.610419  {0,2,0}     31    0
40    369    15    17  0.953591  {0,1,0}     35    1
93    372    12    13  0.648464  {1,3,0}     28    1
114   383    80    88  0.982212  {0,3,0}     33    0
36    384    54    55  0.226672  {1,0,0}     34    1
17    392     2    14  0.403069  {0,1,0}     28    1
32    412   112   114  0.533933  {0,3,0}     23    0
111   416    66    68  0.051734  {1,1,0}     37    0
70    440   220   222  0.135736  {0,2,0}     29    1
14    456   106   107  0.428368  {0,1,0}     30    1
44    459    88    96  0.097030  {0,1,0}     24    1
33    463   156   162  0.907058  {0,2,0}     37    0
26    470   106   108  0.737077  {0,3,0}     30    1
91    479   166   167  0.876448  {0,3,0}     33    1
42    488    70    71  0.248616  {0,0,1}     36    1
107   496     3    15  0.130772  {0,1,1}     30    1
54    502    50    53  0.939114  {1,0,0}     23    1
67    512   142   143  0.457802  {1,1,0}     33    1
8     542   117   118  0.010818  {0,2,0}     34    0
84    543    73    74  0.500113  {1,1,0}     27    1
57    548   150   152  0.895407  {0,2,0}     30    0
28    561   207   208  0.079402  {1,0,0}     29    1
59    573    43    46  0.449658  {0,1,1}     40    1
23    586    12    16  0.927936  {0,0,1}     34    0
1     596    93    94  0.873706  {0,1,0}     31    1
48    601   100   101  0.311101  {1,0,0}     27    1
43    622   212   218  0.614298  {0,1,0}     31    0
4     626    58    59  0.893124  {0,1,0}     40    1
74    644   153   157  0.717643  {1,0,0}     40    1
51    649    37    74  0.002088  {0,1,0}     28    0
75    654     1     2  0.107559  {0,1,0}     32    1
