map EGL-G2-B
fac 5 10 {0,34,189,3,243}
hosp 1 {0}
n_ALS 6 1 {2:34,1:189,3:243}
n_BLS 15 1 {3:0,3:34,6:189,1:3,2:243}
n_CLS 8 0 {3:0,1:34,1:189,3:3}
      c_m  head  tail      c_af      c_d  c_tau  c_h
26     18   196   198  0.270757  {0,0,1}     39    1
57     41   202   209  0.742005  {0,1,0}     39    1
16     42     9    10  0.166647  {0,2,0}     35    0
2      51   131   132  0.662143  {0,1,1}     26    1
0      70   161   165  0.309021  {1,0,0}     35    1
51     92    18    19  0.547339  {0,2,0}     30    1
93    148    34    41  0.733602  {0,3,0}     21    1
12    170   189   190  0.078156  {0,1,0}     31    1
71    208   226   227  0.552056  {1,1,0}     38    1
6     289   143   145  0.229812  {0,2,0}     22    0
62    314    76    77  0.809888  {1,0,0}     25    1
125   319   251   252  0.963690  {0,3,0}     24    1
118   349   221   222  0.853757  {0,1,0}     31    1
15    371     5    23  0.201314  {0,2,0}     28    0
67    379    87    88  0.328105  {0,3,0}     21    0
48    384    38    40  0.599011  {1,0,0}     32    1
68    389   239   240  0.748788  {0,3,0}     24    1
42    431   115   116  0.169428  {0,0,1}     35    1
87    435    78    79  0.510195  {0,1,0}     29    0
111   447   239   243  0.197657  {1,0,0}     35    0
23    463    46    47  0.645768  {1,1,0}     32    1
8     479   174   182  0.569309  {0,0,1}     35    1
97    488   175   177  0.195579  {0,2,0}     20    1
91    492   102   111  0.269555  {0,1,0}     34    0
82    522    37    75  0.064861  {1,1,0}     31    1
88    534   193   194  0.833062  {1,1,0}     27    1
121   536   143   145  0.331095  {1,1,0}     23    1
75    536    45    64  0.197399  {0,1,0}     40    1
96    540   177   181  0.332246  {1,1,0}     24    1
59    545   157   163  0.844028  {0,1,0}     39    0
27    550   168   176  0.356767  {1,0,0}     35    1
10    566   199   200  0.382503  {1,1,0}     35    1
34    578    25    26  0.240213  {0,1,0}     39    1
100   583   217   218  0.885725  {1,1,0}     40    1
46    587   135   147  0.495809  {0,3,0}     21    1
18    599   166   178  0.807736  {1,1,0}     35    1
14    605   227   233  0.190310  {0,2,0}     32    0
39    610   154   158  0.241221  {0,1,0}     35    1
13    624    90    91  0.956543  {0,3,0}     20    1
43    628   227   229  0.122376  {1,0,0}     27    1
5     630   139   140  0.121130  {0,2,0}     36    0
92    639   204   205  0.577731  {1,1,0}     34    1
52    645    71    72  0.087931  {1,0,0}     35    1
49    647   164   165  0.350607  {0,2,0}     20    0
60    661   177   180  0.354268  {0,1,0}     39    1
28    668    10    41  0.101854  {1,1,0}     37    1
114   682   116   123  0.302033  {1,1,0}     21    1
126   696   249   252  0.679532  {0,2,0}     20    1
119   701    66    92  0.296753  {0,2,0}     26    0
109   736   153   154  0.403425  {0,1,0}     21    0
110   746   120   162  0.962841  {0,2,0}     30    1
98    757   129   138  0.344001  {1,1,0}     37    1
112   771   176   177  0.961213  {0,0,1}     27    0
89    776    36    38  0.498545  {0,1,1}     29    0
69    786    84    85  0.600689  {1,0,0}     22    1
84    794   179   180  0.625602  {0,0,1}     35    1
127   806    79    80  0.822358  {1,2,0}     27    1
31    812    27    30  0.248155  {0,0,1}     29    1
50    823   245   247  0.739057  {1,1,0}     39    1
107   842    47    64  0.962334  {0,1,0}     34    0
65    854     7     8  0.416114  {1,1,0}     22    1
81    855   186   188  0.050471  {1,0,0}     20    1
116   855    22    24  0.503471  {0,3,0}     28    1
78    856   145   148  0.768200  {0,2,0}     35    1
53    858   150   151  0.116409  {1,1,0}     24    1
1     868   218   250  0.797966  {0,1,0}     31    1
64    880   140   142  0.108171  {0,3,0}     23    1
33    885   195   248  0.517878  {0,3,0}     39    1
54    889     6    27  0.108527  {0,1,0}     39    1
56    891    27    30  0.421513  {0,1,0}     22    1
19    900    40    41  0.800866  {0,1,1}     40    1
117   902    10    11  0.721335  {0,2,0}     20    1
94    903   242   243  0.880540  {0,2,0}     22    1
86    936   101   102  0.969544  {0,1,0}     35    1
115   936   151   153  0.441920  {0,3,0}     29    0
66    936    63    65  0.264305  {0,2,0}     34    1
30    951   239   244  0.989028  {0,2,0}     30    1
20    960   166   178  0.056661  {0,1,0}     32    1
24    963   201   203  0.165650  {1,0,0}     21    1
55    974    10    11  0.590223  {0,1,0}     33    1
73    977   220   221  0.526538  {0,2,0}     32    1
58    985    31    32  0.446770  {0,2,0}     28    0
83    991    81    82  0.778793  {0,0,1}     20    1
4    1002   130   131  0.965308  {1,0,0}     36    1
32   1008   128   139  0.423127  {0,2,0}     29    1
40   1023    24    25  0.360059  {0,2,0}     36    0
22   1027    36    37  0.137600  {0,2,0}     30    1
41   1040   151   152  0.811174  {0,2,0}     36    0
7    1047   125   126  0.362593  {0,2,0}     24    0
47   1058   221   222  0.608942  {1,1,0}     27    0
101  1058    50    51  0.597577  {0,1,1}     34    1
17   1071   120   162  0.697698  {0,3,0}     35    0
29   1071     5    26  0.639094  {0,3,0}     38    1
38   1091   249   250  0.475108  {0,1,1}     36    0
102  1099   186   188  0.196315  {0,0,1}     36    0
63   1103     4     5  0.811622  {1,2,0}     30    1
36   1111    27    30  0.269381  {0,3,0}     39    0
72   1116   195   196  0.326421  {0,3,0}     31    0
45   1121    27    28  0.164450  {0,2,0}     33    1
99   1133   148   149  0.686757  {0,2,0}     24    0
122  1137   118   119  0.778798  {0,1,0}     28    0
104  1138   113   114  0.179247  {1,0,0}     29    1
44   1139    39    73  0.607092  {0,3,0}     21    0
103  1140    91    92  0.468078  {0,3,0}     20    0
74   1152    40    41  0.673918  {0,3,0}     37    1
21   1153   120   162  0.540827  {0,2,0}     39    0
77   1181   244   253  0.038415  {0,1,0}     29    1
95   1192    82    83  0.219657  {1,0,0}     21    1
85   1208   153   154  0.142200  {0,3,0}     36    1
105  1214   150   151  0.603580  {1,1,0}     29    1
9    1214    59    72  0.183172  {1,1,0}     30    0
106  1215   239   243  0.798049  {0,0,1}     39    0
25   1229   227   229  0.072467  {0,2,0}     30    1
3    1245     1     2  0.118830  {0,1,0}     31    1
108  1249   130   131  0.403456  {1,0,0}     23    0
120  1250   199   200  0.600826  {1,0,0}     37    1
90   1274    93    94  0.763633  {0,2,0}     27    1
37   1287   102   111  0.618632  {0,1,1}     39    1
35   1287   190   191  0.920506  {0,3,0}     20    1
80   1287   240   241  0.724317  {1,1,0}     40    1
79   1309    57    61  0.398251  {0,2,0}     22    0
123  1320   202   203  0.344092  {1,3,0}     26    1
113  1334   239   243  0.583398  {0,2,0}     34    1
70   1334   150   151  0.736330  {0,1,0}     30    1
11   1349   198   199  0.293134  {0,3,0}     22    1
61   1378   225   226  0.938193  {0,2,0}     26    0
124  1404    42    43  0.245897  {1,0,0}     24    1
76   1427   193   194  0.805927  {0,2,0}     24    0
