map EGL-G2-B
fac 5 10 {0,243,46,113,219}
hosp 2 {0,93}
n_ALS 5 1 {1:0,1:243,1:113,2:219}
n_BLS 15 1 {2:0,3:243,1:46,7:113,2:219}
n_CLS 6 0 {4:243,1:46,1:113}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51     25   140   141  0.379052  {0,0,1}     20    1
96     50   227   231  0.652831  {0,3,0}     39    1
115    78   185   186  0.435213  {1,1,0}     39    1
93     88    59    72  0.558645  {0,0,1}     30    1
86    103   204   206  0.920984  {1,0,0}     40    1
107   129   215   221  0.844107  {1,2,0}     25    1
87    133    37    75  0.780502  {0,1,0}     27    1
124   162    31    38  0.208625  {1,0,0}     32    1
90    181    66    93  0.143065  {0,3,0}     31    0
108   208    10    41  0.781612  {0,1,1}     34    1
39    250    23   150  0.934974  {1,1,0}     37    1
112   257   219   223  0.146091  {0,3,0}     40    1
122   271    39    40  0.519519  {0,2,0}     23    1
101   361    31    32  0.625023  {0,2,0}     39    1
55    369   188   189  0.522439  {1,1,0}     40    1
82    381     2     3  0.849711  {1,1,0}     25    1
120   403    97   112  0.873736  {0,2,0}     31    1
105   410   140   142  0.636046  {0,0,1}     36    1
11    478   122   124  0.404593  {1,3,0}     22    0
91    494   177   181  0.536660  {0,2,0}     40    0
85    514   218   250  0.416546  {0,2,0}     39    1
37    531   122   123  0.861920  {0,2,0}     40    1
58    542    48    57  0.055508  {0,2,0}     27    1
123   548    23   171  0.044277  {1,1,0}     36    1
43    555   152   155  0.346252  {1,0,0}     24    1
19    558    36    37  0.016572  {1,0,0}     30    1
18    562   133   134  0.903271  {1,1,0}     24    1
22    563   101   112  0.329535  {0,1,1}     33    0
4     563     9    10  0.667059  {0,1,0}     29    0
20    563   120   162  0.319380  {0,0,1}     32    0
9     567   136   137  0.958958  {0,1,0}     36    1
15    583   188   189  0.126043  {1,0,0}     35    1
127   608    65    66  0.607030  {0,2,0}     34    0
1     626   180   181  0.189702  {0,2,0}     20    0
53    635    25    26  0.266222  {0,1,1}     40    1
80    638    84    85  0.785612  {1,0,0}     25    1
44    646   129   138  0.974306  {0,3,0}     36    1
35    651    32    33  0.101386  {0,3,0}     35    0
38    658   244   253  0.744244  {0,1,1}     26    1
60    661    74    76  0.801708  {0,2,0}     25    1
126   663   218   225  0.029310  {0,2,0}     37    1
49    667   174   189  0.084240  {0,1,0}     26    1
94    673   213   214  0.688245  {0,2,0}     23    1
72    675   234   235  0.795998  {0,2,0}     30    1
69    736    96    98  0.023499  {0,3,0}     26    0
111   738    24    26  0.350388  {1,3,0}     37    1
68    752   177   181  0.177612  {0,2,0}     27    1
34    760   239   243  0.398013  {0,3,0}     33    1
46    800    69    70  0.921900  {0,1,0}     24    1
32    810    27    28  0.476167  {1,1,0}     33    1
125   810     3    23  0.242308  {0,3,0}     28    1
27    823    14    15  0.755695  {0,1,0}     38    0
118   827    50    53  0.659903  {0,2,0}     23    1
59    832   228   229  0.083616  {0,3,0}     30    1
56    836     3    23  0.125452  {1,1,0}     24    1
100   852   226   251  0.419432  {0,2,0}     25    1
116   852    55    56  0.688527  {0,2,0}     22    0
66    854     5    26  0.075243  {1,0,0}     26    1
71    858   200   201  0.918685  {0,1,0}     23    1
97    866    12    13  0.198204  {0,2,0}     32    0
42    867   168   176  0.731845  {0,2,0}     36    0
81    869   227   229  0.433395  {0,2,0}     38    1
102   870   109   110  0.643460  {0,2,0}     28    0
13    885   212   213  0.020598  {0,2,0}     33    0
10    887    95    96  0.587044  {0,2,0}     34    1
17    888   105   106  0.796941  {0,3,0}     25    0
36    890   118   119  0.392338  {0,1,1}     26    0
67    898    43    44  0.678892  {1,0,0}     34    1
16    900   163   168  0.433284  {0,1,1}     28    1
45    907   185   186  0.975152  {0,1,0}     33    1
29    909    80    81  0.482300  {1,1,0}     39    1
47    915    67    68  0.767870  {0,1,1}     35    1
99    924    99   132  0.411431  {1,1,0}     23    1
30    931   245   246  0.716731  {0,0,1}     22    0
63    937   202   209  0.396842  {0,1,0}     31    0
8     951   143   145  0.979400  {1,0,0}     25    1
28    957   148   149  0.995230  {1,1,0}     33    1
95    958   143   145  0.607453  {0,0,1}     36    1
12    967    81    89  0.732290  {0,2,0}     26    0
103   991   126   150  0.594562  {0,0,1}     33    0
41    997   137   138  0.757382  {0,1,0}     35    1
65    998    81    89  0.575516  {1,2,0}     33    1
70   1004    46    47  0.784530  {0,2,0}     39    1
14   1019   148   149  0.267682  {1,1,0}     22    1
3    1026    79    80  0.798288  {1,1,0}     25    1
113  1028   105   106  0.919516  {0,3,0}     25    0
88   1028    27    30  0.582336  {0,2,0}     37    1
79   1029   102   103  0.741786  {1,3,0}     34    1
92   1029   242   243  0.736156  {0,1,0}     32    1
