map EGL-G1-D
fac 5 10 {0,197,41,92,191}
hosp 1 {0}
n_ALS 6 1 {2:0,3:197,1:191}
n_BLS 17 1 {2:0,5:197,4:41,3:92,3:191}
n_CLS 10 0 {5:0,2:197,2:92,1:191}
      c_m  head  tail      c_af      c_d  c_tau  c_h
39      2   139   140  0.247370  {0,2,0}     25    1
79     12   246   248  0.926556  {1,0,0}     40    1
3      29    23   170  0.917395  {0,1,1}     22    0
96     36   212   218  0.781162  {0,1,0}     28    1
6      53    80    88  0.320618  {1,0,0}     36    1
62     69    20    21  0.709848  {0,3,0}     37    1
9      78    54    58  0.375385  {0,1,0}     29    1
103    92    80    88  0.561141  {0,1,1}     21    1
44    127    19    25  0.230573  {0,0,1}     37    1
124   137   100   111  0.649087  {1,1,0}     21    1
60    144   176   180  0.794195  {1,0,0}     30    1
75    163     8    33  0.417414  {1,1,0}     33    1
17    175   240   241  0.940675  {0,3,0}     20    0
97    256   165   177  0.935168  {0,1,1}     28    1
66    346    60    67  0.613072  {1,0,0}     22    1
125   390    51    52  0.715534  {0,2,0}     38    0
13    396    69    70  0.304171  {0,3,0}     33    1
5     424   199   201  0.426035  {0,2,0}     31    0
88    427   142   143  0.346525  {0,1,0}     21    1
0     447   101   110  0.719061  {0,1,0}     32    1
116   451    27    30  0.132990  {1,1,0}     29    1
12    500    49    56  0.739696  {1,0,0}     29    1
92    501   237   238  0.363211  {0,1,1}     32    1
94    504    39    40  0.569680  {1,0,0}     36    1
68    508   199   202  0.545374  {0,2,0}     36    1
46    531   238   239  0.846862  {1,0,0}     28    1
24    538   207   209  0.539472  {0,0,1}     22    0
82    551   162   167  0.068540  {1,0,0}     38    0
33    555   104   105  0.604070  {0,2,0}     32    0
117   556    79    80  0.906585  {1,1,0}     39    1
121   559   171   172  0.438654  {1,3,0}     30    1
76    566   160   163  0.915530  {0,2,0}     38    1
16    571    32    34  0.010370  {0,1,0}     29    1
102   574    71    72  0.132956  {0,1,0}     25    1
64    582   162   167  0.855394  {0,1,0}     37    0
41    587    18    19  0.473996  {0,2,0}     31    0
29    591   198   200  0.998313  {0,1,0}     32    1
45    605   192   193  0.718321  {1,1,0}     34    1
110   614   134   146  0.585268  {0,2,0}     38    0
126   620   119   161  0.207794  {0,3,0}     25    1
101   621   176   180  0.751505  {0,1,0}     35    1
1     637   124   149  0.341277  {0,3,0}     29    1
57    640    20    21  0.443175  {0,1,0}     28    0
51    658    69    70  0.902998  {1,0,0}     20    1
10    663   226   231  0.130675  {1,0,0}     31    1
67    667    71    72  0.313235  {0,2,0}     35    1
73    684   146   147  0.653091  {0,3,0}     21    1
20    686   178   179  0.039964  {0,3,0}     29    0
55    691   160   163  0.435758  {1,0,0}     34    1
4     703   156   162  0.960096  {0,3,0}     20    0
109   705   142   144  0.263217  {0,1,0}     26    0
106   710   228   230  0.797669  {1,1,0}     25    1
99    712   244   245  0.078586  {0,2,0}     40    1
56    713   150   152  0.340810  {0,2,0}     33    0
77    732   100   101  0.588175  {1,1,0}     25    1
105   752   153   157  0.531407  {1,0,0}     40    1
19    752   102   110  0.866458  {0,0,1}     39    1
72    762    23    86  0.256476  {0,2,0}     25    1
28    765   131   132  0.699312  {0,2,0}     21    0
21    782   157   158  0.575014  {1,0,0}     21    1
11    783   244   245  0.596525  {0,2,0}     30    1
7     791    47    48  0.364756  {0,1,0}     37    1
61    808     8     9  0.577159  {0,1,0}     34    1
50    815    47    64  0.074986  {0,1,0}     36    1
53    828   178   179  0.752374  {0,3,0}     25    0
112   836   124   125  0.052573  {0,1,0}     37    0
85    859   194   195  0.641027  {1,1,0}     29    1
98    859   124   149  0.069804  {0,3,0}     37    0
108   877   190   192  0.939671  {0,0,1}     22    1
119   910   106   107  0.195557  {0,3,0}     38    0
23    916   232   234  0.368857  {0,3,0}     32    1
100   928    12    16  0.285617  {0,2,0}     26    0
18    930   174   175  0.738371  {0,1,0}     25    0
27    931   124   151  0.031766  {0,3,0}     35    1
81    932   156   160  0.582396  {1,0,0}     21    1
37    937   111   112  0.006941  {0,2,0}     40    1
35    964    19    20  0.731042  {0,3,0}     27    0
65    964   186   187  0.425074  {0,2,0}     21    1
40    986    69    70  0.528261  {0,0,1}     36    1
54    986     8    33  0.687167  {1,0,0}     32    1
2     987    23   229  0.574596  {0,1,1}     29    1
49   1011    83    84  0.159857  {0,1,0}     27    0
26   1013    83    85  0.997459  {0,1,0}     23    1
47   1014   146   147  0.625202  {0,3,0}     24    0
80   1015   167   175  0.825474  {0,3,0}     20    1
43   1019    57    61  0.711842  {0,3,0}     39    1
83   1021    42    43  0.655270  {1,0,0}     39    1
114  1021   185   192  0.962989  {1,1,0}     35    1
91   1044   161   162  0.138002  {1,1,0}     31    1
74   1049   160   164  0.011248  {0,0,1}     27    0
95   1051    50    51  0.932941  {0,1,0}     24    1
120  1061   105   117  0.203433  {0,1,0}     22    0
48   1077    68    79  0.772342  {0,2,0}     36    1
89   1087    16    18  0.358643  {1,1,0}     35    1
8    1103   186   187  0.919952  {1,0,0}     28    1
123  1115    98   130  0.343594  {1,0,0}     23    1
36   1122    98   130  0.293119  {0,2,0}     31    1
93   1123   106   108  0.645678  {0,3,0}     37    0
118  1139    68    69  0.377326  {1,1,0}     40    1
69   1139   123   124  0.712109  {1,1,0}     40    1
30   1140   238   240  0.286526  {0,2,0}     23    1
107  1146    65    66  0.389979  {0,2,0}     35    0
32   1152   132   133  0.926989  {1,1,0}     34    1
15   1162     3    15  0.615473  {1,0,0}     33    1
34   1170    77    78  0.134202  {0,1,0}     38    0
78   1170   150   151  0.367517  {0,1,0}     28    0
104  1172    93    94  0.711671  {1,2,0}     35    0
127  1185   185   192  0.520864  {1,2,0}     34    1
90   1193    15    17  0.462308  {0,2,0}     39    0
38   1196    77    81  0.980805  {0,1,0}     37    1
71   1201    93    94  0.160149  {0,3,0}     32    1
25   1208   190   192  0.928190  {0,1,0}     35    1
63   1217   195   197  0.930858  {1,0,0}     34    1
122  1242   149   150  0.025889  {1,0,0}     23    0
