map EGL-G1-E
fac 5 10 {0,59,78,98,155}
hosp 1 {0}
n_ALS 5 1 {1:59,2:78,1:98,1:155}
n_BLS 21 1 {7:0,5:59,3:78,2:98,4:155}
n_CLS 7 0 {4:78,1:98,2:155}
      c_m  head  tail      c_af      c_d  c_tau  c_h
3       1   196   203  0.608046  {0,3,0}     39    1
117    19   176   179  0.196878  {0,1,0}     22    1
101    44   140   141  0.564854  {1,0,0}     23    1
51     45    73    75  0.322644  {1,0,0}     38    1
38     52   136   137  0.717059  {0,2,0}     22    1
90     68   237   238  0.442641  {1,1,0}     31    1
110    73    78    79  0.278020  {0,2,0}     37    1
61     89    73    74  0.097991  {0,3,0}     25    0
42    134    65    91  0.528397  {0,2,0}     25    0
85    199    63    64  0.120058  {1,0,0}     34    1
65    205    68    69  0.996246  {0,2,0}     36    0
102   264     9    10  0.084859  {1,3,0}     36    1
37    284    73    75  0.808495  {0,1,0}     32    0
11    313   207   208  0.139874  {1,1,0}     29    1
69    331   196   203  0.225346  {0,1,0}     20    0
109   343    61    62  0.886295  {0,2,0}     21    1
2     359   152   153  0.423135  {0,3,0}     38    1
54    425    16    18  0.889843  {0,1,1}     38    1
127   426    94    95  0.840669  {1,1,0}     21    1
111   437   101   110  0.305957  {0,1,0}     24    1
73    461    98   130  0.498574  {1,1,0}     28    1
26    463    54    55  0.042945  {0,1,0}     28    0
0     508   111   112  0.120180  {1,0,0}     21    1
76    527    24    26  0.781146  {0,1,0}     32    1
5     536    66    68  0.438295  {0,3,0}     40    0
59    538    57    61  0.730536  {0,2,0}     33    0
56    540   213   216  0.428407  {0,1,0}     33    1
89    550   157   158  0.049330  {1,1,0}     35    1
14    552     5     6  0.636691  {0,1,0}     21    1
58    560   189   190  0.224200  {0,2,0}     24    0
22    565   142   143  0.411436  {0,0,1}     28    1
9     576   163   168  0.457405  {1,1,0}     32    1
105   578   176   180  0.836423  {0,3,0}     21    1
93    581   118   119  0.484197  {0,1,0}     32    1
63    604    15    17  0.576912  {1,1,0}     34    1
44    606   234   236  0.006919  {0,3,0}     21    0
86    610   202   204  0.014828  {0,2,0}     31    0
82    618   105   117  0.551198  {0,0,1}     38    1
81    627    90    91  0.294587  {0,1,0}     28    0
47    634    59    71  0.896756  {0,2,0}     31    0
23    651    54    58  0.425621  {0,3,0}     38    1
21    655    46    47  0.828019  {0,0,1}     26    1
75    666   177   178  0.044655  {0,3,0}     35    1
95    685   195   197  0.295389  {0,2,0}     34    1
39    689   146   147  0.262857  {1,0,0}     20    1
24    705   165   166  0.527203  {0,2,0}     28    1
31    712    37    74  0.938314  {0,1,0}     40    1
99    713    27    28  0.632728  {0,1,0}     26    1
48    716    89    91  0.000956  {0,2,0}     26    1
106   718    80    81  0.997532  {1,1,0}     30    1
52    727   210   211  0.135711  {0,1,0}     40    0
30    730   178   179  0.317858  {0,3,0}     24    1
35    735   178   182  0.140880  {0,2,0}     33    1
13    736   202   204  0.819284  {1,1,0}     32    1
36    747    43    44  0.122840  {0,2,0}     28    1
112   752   246   247  0.468699  {0,1,0}     21    1
124   755   125   149  0.353894  {0,2,0}     37    1
57    761   101   110  0.659787  {0,3,0}     30    1
19    766     5     6  0.525675  {1,0,0}     27    1
33    779     9    34  0.253873  {0,2,0}     40    0
25    780    38    40  0.425266  {0,2,0}     32    1
123   805    46    47  0.092870  {1,1,0}     38    1
53    805   110   113  0.610366  {0,0,1}     29    1
29    815     7    30  0.372262  {1,0,0}     24    1
120   836   104   105  0.424742  {1,1,0}     37    1
17    838     7     8  0.583187  {0,3,0}     23    1
77    848   104   105  0.049053  {1,0,0}     37    1
20    873   176   180  0.402129  {1,0,0}     26    1
6     892    60    67  0.053515  {1,0,0}     25    1
64    907   115   122  0.428210  {0,1,1}     28    0
72    907   122   123  0.060264  {0,1,0}     39    0
8     908    79    80  0.227283  {0,2,0}     27    1
114   915    68    69  0.892965  {0,1,0}     37    0
62    916   234   235  0.675909  {0,2,0}     27    1
87    942   115   122  0.418891  {0,1,0}     37    0
79    948   142   143  0.763660  {1,1,0}     23    1
118   958   204   209  0.010646  {0,0,1}     34    0
28    962   128   129  0.614819  {1,1,0}     24    1
97    971   142   143  0.140089  {1,1,0}     21    1
92    973   246   248  0.854931  {0,2,0}     27    1
80    975   119   161  0.643783  {0,1,0}     20    0
32    977   114   115  0.644705  {0,1,0}     24    0
91    982    50    51  0.763869  {1,1,0}     28    1
18    983   165   166  0.382485  {0,3,0}     27    0
104   991   144   147  0.129554  {0,1,0}     38    1
66    993    23   229  0.887713  {0,2,0}     26    1
88    997   170   171  0.803341  {0,0,1}     27    1
71    999   155   161  0.373735  {0,3,0}     37    0
83   1000    10    11  0.730438  {1,1,0}     33    1
4    1001   106   108  0.096107  {1,1,0}     27    0
7    1012   215   216  0.064622  {1,0,0}     20    1
10   1013   121   123  0.805066  {0,2,0}     35    1
94   1018   153   156  0.075131  {0,1,0}     24    1
15   1019    66    67  0.520136  {0,1,0}     30    0
125  1024   140   149  0.562075  {0,1,0}     32    1
126  1041   186   187  0.480207  {0,2,0}     29    1
103  1043    63    64  0.450084  {0,1,0}     24    1
78   1050    23   229  0.311327  {0,3,0}     24    1
68   1052   124   149  0.875418  {1,0,0}     26    1
45   1062   210   212  0.676668  {1,0,0}     37    0
43   1069   165   174  0.916250  {1,0,0}     22    1
98   1087     8     9  0.522581  {0,1,0}     32    0
40   1091     2     3  0.187850  {0,2,0}     26    0
27   1093   100   101  0.724413  {1,0,0}     31    1
1    1098   171   172  0.483447  {1,0,0}     20    1
49   1108    24    26  0.495386  {0,3,0}     38    1
113  1112   117   118  0.930044  {0,1,0}     23    0
67   1125   132   133  0.399152  {1,1,0}     24    1
34   1127   155   161  0.138881  {0,1,0}     33    0
16   1134    32    33  0.998759  {0,1,0}     30    1
60   1169   185   192  0.985087  {0,1,1}     21    1
122  1193   112   113  0.062328  {0,1,0}     29    1
96   1194    92    93  0.694059  {0,0,1}     29    0
41   1215    43    46  0.110540  {0,3,0}     34    1
115  1222   107   108  0.151346  {0,1,0}     22    1
121  1223   204   205  0.271969  {0,1,1}     22    1
116  1237   151   152  0.159149  {1,0,0}     35    1
100  1255   237   238  0.304523  {0,3,0}     34    1
74   1259   226   231  0.197866  {1,1,0}     38    1
12   1261    36    38  0.151978  {0,3,0}     29    1
119  1271   163   168  0.798222  {0,2,0}     37    0
50   1279    32    33  0.721430  {1,0,0}     32    1
107  1280   192   193  0.456740  {1,0,0}     25    1
46   1323   121   122  0.729549  {0,1,0}     32    1
84   1325   157   159  0.025471  {1,1,0}     31    1
70   1327    54    55  0.076960  {0,2,0}     21    1
108  1329   102   103  0.742421  {1,0,0}     40    1
55   1351    36    38  0.240790  {0,3,0}     24    1
