map EGL-G2-B
fac 5 10 {0,141,193,43,189}
hosp 1 {0}
n_ALS 6 1 {1:0,2:141,3:43}
n_BLS 16 1 {4:0,7:141,2:193,1:43,2:189}
n_CLS 6 0 {2:0,1:141,1:193,1:43,1:189}
      c_m  head  tail      c_af      c_d  c_tau  c_h
18     14    59    72  0.638600  {1,0,0}     38    1
105    18   249   252  0.729269  {0,1,1}     26    1
119    40   168   176  0.765271  {0,1,0}     40    0
95     48    87    88  0.695126  {0,2,0}     30    0
2      49   130   137  0.655884  {0,1,1}     23    1
52     51    71    73  0.569997  {0,0,1}     38    1
75     80    46    47  0.645859  {0,2,0}     37    1
47     83   166   175  0.010682  {0,2,0}     24    0
69     95    32    33  0.573138  {1,1,0}     38    1
117   103   211   212  0.859722  {0,3,0}     27    1
85    150   225   228  0.250986  {1,0,0}     24    1
17    192     3     4  0.099294  {1,1,0}     21    0
109   220   193   194  0.075073  {0,1,0}     32    1
11    241   236   238  0.953527  {0,1,1}     34    0
36    266   227   231  0.400098  {0,2,0}     26    1
107   268   143   145  0.048631  {1,0,0}     39    1
72    360   234   235  0.879603  {0,2,0}     27    0
19    366    17    19  0.594414  {1,1,0}     26    1
115   388   104   105  0.926464  {0,1,0}     21    1
76    432   208   209  0.110678  {0,2,0}     28    1
48    471    82    83  0.844332  {1,0,0}     20    1
103   471   140   141  0.876223  {0,2,0}     32    0
35    491   128   139  0.589624  {0,1,1}     33    1
24    496   246   247  0.880788  {0,1,0}     34    0
40    498    36    37  0.612832  {1,0,0}     25    1
12    539     3    15  0.642276  {0,2,0}     21    1
99    551   219   220  0.464442  {0,0,1}     31    1
114   553   239   243  0.495795  {1,1,0}     20    1
58    563    38    40  0.885075  {1,1,0}     22    1
62    563     0     1  0.418857  {0,1,0}     40    1
116   581    28    29  0.076789  {0,1,0}     27    1
23    584   194   242  0.810720  {0,3,0}     35    1
63    586    89    97  0.103799  {0,2,0}     35    0
71    591   213   215  0.389536  {0,2,0}     35    1
126   598    37    75  0.899721  {1,1,0}     29    1
61    649    87    88  0.125388  {0,3,0}     37    1
66    653   154   157  0.641485  {0,2,0}     22    1
108   655   249   252  0.575940  {0,1,0}     40    1
22    655    35    36  0.853848  {1,0,0}     24    1
26    664   172   173  0.220467  {0,1,0}     35    0
16    665    67    69  0.555783  {0,1,0}     33    1
21    667    28    29  0.727798  {1,0,0}     27    1
46    676   239   240  0.907974  {0,1,0}     30    0
64    680     7     8  0.962039  {1,0,0}     36    1
104   683    23   150  0.665464  {0,2,0}     21    1
65    685   227   233  0.473241  {0,2,0}     27    1
74    696   166   178  0.842690  {0,2,0}     38    1
45    699   135   147  0.505173  {0,1,0}     23    1
90    700   164   169  0.630091  {0,2,0}     23    1
97    709   157   161  0.572299  {1,0,0}     39    1
43    714    11    42  0.477044  {1,1,0}     20    1
51    723    36    39  0.109237  {1,0,0}     25    1
79    729   198   199  0.639911  {1,0,0}     40    1
30    732   194   242  0.562808  {0,2,0}     25    1
37    735     9    10  0.367091  {0,3,0}     22    0
42    740   174   182  0.895608  {0,1,0}     29    0
113   747     3    23  0.597371  {0,3,0}     23    1
121   749   140   142  0.567170  {1,1,0}     36    1
4     760   105   107  0.646513  {0,1,1}     37    1
54    798    48    49  0.345588  {0,1,0}     40    1
73    800   213   214  0.757769  {1,1,0}     37    1
53    804   217   219  0.209177  {0,1,0}     30    0
1     807    50    51  0.175295  {1,0,0}     21    1
122   809    50    52  0.264798  {1,1,0}     30    1
67    811   250   251  0.491057  {1,1,0}     37    1
29    825   125   150  0.567487  {0,1,0}     28    1
78    847   168   176  0.504922  {1,0,0}     24    0
