map EGL-G2-A
fac 5 10 {0,166,171,5,235}
hosp 3 {0,23,117}
n_ALS 8 1 {2:0,3:166,1:171,1:5,1:235}
n_BLS 24 1 {8:0,4:166,2:171,3:5,7:235}
n_CLS 8 0 {3:166,4:171,1:5}
      c_m  head  tail      c_af      c_d  c_tau  c_h
34     16   186   188  0.749308  {0,2,0}     40    1
42     47   106   108  0.614016  {0,1,0}     24    0
58     78    31    32  0.393460  {0,2,0}     30    1
7      79   200   201  0.067034  {0,1,1}     27    1
18    109   163   168  0.465009  {0,1,0}     37    0
6     152    27    28  0.908161  {0,0,1}     32    1
122   161   132   133  0.540127  {0,2,0}     24    1
109   202    31    38  0.054819  {0,2,0}     22    0
106   213   163   167  0.801430  {0,1,0}     26    1
86    247   247   249  0.642657  {0,0,1}     25    1
98    269   154   157  0.762882  {0,1,0}     21    1
46    300   186   188  0.568724  {0,1,0}     29    0
48    353    45    46  0.555494  {0,0,1}     22    1
123   374   240   241  0.296141  {0,1,0}     37    0
112   383   135   147  0.631617  {1,0,0}     28    1
72    396    38    40  0.086494  {0,3,0}     40    1
39    399    63    64  0.661105  {0,1,0}     29    0
11    410    31    32  0.769043  {1,0,0}     31    1
113   430    63    65  0.318855  {0,2,0}     30    1
92    446   103   104  0.251500  {1,0,0}     40    1
38    483    12    16  0.385215  {0,3,0}     23    1
91    488    66    93  0.852380  {0,2,0}     26    1
25    490   249   250  0.073929  {0,0,1}     25    0
115   494   117   119  0.326309  {1,1,0}     22    1
50    494    92    93  0.782763  {0,1,0}     28    1
40    507   152   155  0.730447  {1,0,0}     29    1
47    532    84    86  0.012279  {0,3,0}     39    1
119   553   196   198  0.084568  {0,2,0}     20    1
90    558    24    25  0.058318  {0,3,0}     38    1
114   569   217   218  0.067998  {0,2,0}     40    0
19    595    91    92  0.498228  {0,1,0}     29    1
53    599   225   228  0.730117  {1,0,0}     37    1
28    602     3    23  0.654061  {1,0,0}     20    1
3     602    67    68  0.177407  {0,3,0}     38    1
13    616   151   152  0.967804  {0,2,0}     37    1
22    622   154   157  0.794712  {0,1,0}     28    0
102   625    89    97  0.915338  {1,1,0}     23    1
