map EGL-G1-D
fac 5 10 {0,85,34,197,155}
hosp 2 {0,19}
n_ALS 8 1 {1:85,6:197,1:155}
n_BLS 22 1 {5:0,5:85,4:34,4:197,4:155}
n_CLS 5 0 {2:0,2:85,1:34}
      c_m  head  tail      c_af      c_d  c_tau  c_h
94      9   105   117  0.129156  {0,3,0}     36    1
67     23    31    38  0.400329  {0,1,1}     27    1
80     26    43    45  0.607580  {0,2,0}     36    0
103    31   191   194  0.687737  {0,2,0}     24    0
29     49   237   238  0.541370  {1,1,0}     40    1
109    60    39    52  0.069761  {0,3,0}     26    1
72     65   116   118  0.672639  {1,0,0}     28    1
2      68   199   201  0.081692  {0,2,0}     39    1
31     89   125   149  0.316596  {0,1,0}     26    0
11    159    46    47  0.590813  {1,0,0}     24    1
6     188   202   203  0.078756  {0,3,0}     24    0
93    194   197   198  0.099008  {0,1,0}     22    0
42    206   104   106  0.309527  {0,1,1}     23    0
49    246     6    27  0.437826  {0,3,0}     25    0
88    310   225   227  0.844241  {1,0,0}     26    1
20    312   141   142  0.199708  {0,1,0}     29    1
17    314    68    69  0.833075  {0,2,0}     36    1
59    316   216   217  0.315182  {1,1,0}     40    1
98    368   111   112  0.297469  {0,2,0}     35    1
56    397   126   127  0.580399  {0,1,0}     28    1
125   398   186   187  0.735775  {1,1,0}     33    1
119   467    18    20  0.622071  {0,1,1}     28    0
47    487    62    63  0.207100  {0,1,0}     36    1
61    491    38    40  0.192579  {0,2,0}     37    1
43    496    75    76  0.663723  {0,3,0}     20    1
34    497    93    94  0.036075  {0,1,1}     40    0
64    504   107   108  0.871190  {1,0,0}     26    1
21    519    89    90  0.181790  {0,0,1}     28    1
90    521    11    42  0.090582  {0,2,0}     23    0
104   527   150   152  0.763527  {0,2,0}     35    1
77    532   246   247  0.417834  {0,2,0}     31    0
81    552   119   169  0.493671  {0,1,0}     32    1
86    553   176   180  0.527617  {1,0,0}     25    1
39    563   125   126  0.318676  {0,1,0}     33    1
27    573   151   154  0.134150  {0,2,0}     34    1
38    580     6     7  0.177870  {0,1,0}     35    0
87    581   124   151  0.162571  {0,0,1}     36    0
14    591    49    56  0.715601  {0,2,0}     36    0
1     596     5     6  0.384882  {0,2,0}     31    1
110   600   158   159  0.120842  {0,3,0}     22    0
30    613   191   194  0.440097  {0,3,0}     37    1
113   615   120   154  0.535194  {0,2,0}     40    0
89    622   212   218  0.537767  {0,2,0}     36    1
120   633   206   207  0.630889  {0,2,0}     40    1
3     635   215   216  0.975174  {1,0,0}     27    1
117   641    84   100  0.004951  {0,3,0}     38    1
40    643   124   149  0.220414  {0,1,0}     31    1
127   645   155   161  0.645213  {1,1,0}     37    1
7     648   129   136  0.309965  {0,2,0}     31    1
74    650   174   176  0.958344  {0,3,0}     31    0
25    656   211   213  0.239717  {0,1,0}     25    0
55    658    70    72  0.758850  {1,0,0}     23    1
41    664   102   103  0.463474  {1,0,0}     22    1
24    666   150   151  0.432579  {0,1,0}     37    1
5     667   207   209  0.186471  {0,1,1}     33    0
121   674    13    14  0.059430  {1,1,0}     37    1
58    676   231   236  0.678274  {0,3,0}     32    1
28    685   116   120  0.418718  {1,1,0}     26    1
45    709   180   181  0.881949  {0,3,0}     30    0
108   712   223   224  0.189838  {1,1,0}     21    1
123   716   244   245  0.623055  {0,1,0}     21    0
124   720   191   194  0.072967  {0,3,0}     26    1
99    752   100   101  0.012555  {1,0,0}     22    0
107   758    41    51  0.014599  {0,2,0}     32    1
15    764    89    91  0.240856  {0,1,1}     22    0
75    785    65    92  0.071992  {0,2,0}     21    1
126   788   225   226  0.602017  {0,1,0}     27    1
19    789    98   130  0.930781  {0,3,0}     34    1
35    796     6     7  0.024995  {0,1,0}     30    0
85    803   177   178  0.839405  {0,0,1}     29    1
92    805   202   204  0.305342  {1,1,0}     32    1
71    809   163   168  0.797446  {0,2,0}     40    1
66    811    68    69  0.189410  {0,1,0}     21    1
69    818   195   197  0.714138  {0,3,0}     20    1
106   825   127   138  0.595525  {0,2,0}     32    1
37    830    48    57  0.974166  {0,3,0}     34    0
23    834    22    24  0.387872  {0,0,1}     28    1
101   837   197   198  0.198957  {0,1,1}     38    1
83    839   123   124  0.479177  {0,2,0}     28    1
57    841    32    34  0.331595  {0,1,0}     24    1
51    841    50    53  0.927066  {0,2,0}     36    1
70    842    79    80  0.337208  {0,2,0}     25    0
50    856   234   236  0.635407  {0,2,0}     23    1
122   878   104   106  0.286852  {1,1,0}     22    1
63    891   196   197  0.965433  {1,1,0}     30    1
76    892    50    53  0.671555  {1,1,0}     23    1
44    907    77    78  0.429375  {0,1,0}     24    1
4     909     8     9  0.194366  {0,2,0}     30    1
26    915     6     7  0.148100  {1,0,0}     20    1
102   919   225   248  0.778353  {1,0,0}     29    1
9     935   103   104  0.234762  {0,1,0}     25    1
105   941    65    91  0.396771  {0,1,1}     28    0
116   947     9    10  0.422355  {1,1,0}     37    1
18    964   196   197  0.499791  {1,1,0}     23    1
65    964   162   166  0.266787  {0,2,0}     36    1
48    988    31    38  0.645036  {0,3,0}     31    1
10    992    11    42  0.211039  {1,1,0}     25    0
78    998     9    10  0.537311  {0,1,0}     28    0
68   1005   167   175  0.426870  {1,3,0}     33    1
53   1012   139   141  0.723158  {0,2,0}     39    1
73   1021   134   146  0.858705  {0,2,0}     33    1
60   1031   135   136  0.840254  {0,1,0}     33    1
91   1036     4     5  0.418497  {0,2,0}     34    1
33   1059   102   110  0.119592  {0,1,0}     28    1
0    1065   112   113  0.489400  {0,0,1}     36    0
8    1085     7     8  0.959832  {0,2,0}     35    1
22   1091     8     9  0.224742  {0,1,0}     32    1
12   1103    97   126  0.200550  {0,2,0}     29    1
79   1107    10    41  0.165306  {1,1,0}     32    1
115  1145    83    84  0.439842  {1,1,0}     32    1
32   1157   237   240  0.350368  {0,2,0}     33    0
13   1160    75    77  0.558126  {0,3,0}     31    0
84   1206   207   208  0.102373  {0,3,0}     37    1
95   1224    78    79  0.727591  {0,1,0}     39    1
112  1239    69    70  0.827155  {1,0,0}     25    1
118  1242    36    38  0.658099  {0,3,0}     34    1
16   1270    58    59  0.708116  {1,1,0}     34    0
100  1277    54    58  0.943193  {1,1,0}     40    1
97   1300   129   136  0.701744  {1,1,0}     31    1
114  1327     7     8  0.915769  {1,1,0}     23    1
82   1343   107   108  0.208596  {0,2,0}     36    0
36   1353   111   112  0.186440  {1,1,0}     22    1
54   1354    22    24  0.483877  {0,1,0}     28    1
96   1361   177   178  0.298856  {0,2,0}     40    1
62   1363    41    51  0.227540  {0,1,0}     23    1
46   1381   121   122  0.671598  {0,3,0}     23    1
52   1392     6     7  0.625355  {0,1,0}     23    1
111  1436   103   113  0.930712  {0,2,0}     33    1
