map EGL-G2-D
fac 5 10 {0,254,206,10,14}
hosp 1 {0}
n_ALS 5 1 {1:0,2:254,1:206,1:14}
n_BLS 20 1 {8:0,1:254,6:206,3:10,2:14}
n_CLS 5 0 {3:254,1:206,1:14}
      c_m  head  tail      c_af      c_d  c_tau  c_h
88     32   136   137  0.418224  {0,3,0}     22    1
22     51   153   154  0.040401  {0,2,0}     25    0
49     60   228   229  0.942905  {1,0,0}     30    1
54     70   201   202  0.586538  {0,2,0}     40    0
84     80    66    92  0.904395  {0,1,0}     29    0
100   136    80    81  0.093138  {0,2,0}     39    0
32    176   197   200  0.016102  {0,2,0}     38    0
20    184    76    78  0.130867  {0,3,0}     25    1
41    200   164   165  0.240399  {1,1,0}     34    1
58    220   104   105  0.867433  {0,1,0}     23    0
71    251   121   122  0.830768  {0,1,1}     36    1
115   269    34    41  0.436062  {0,3,0}     33    1
95    288    85   101  0.628583  {1,1,0}     20    1
69    329   213   215  0.744460  {0,2,0}     22    0
94    342   213   214  0.730453  {0,3,0}     38    0
78    344   186   198  0.387131  {1,1,0}     34    1
37    378    53    55  0.156137  {0,1,0}     28    0
123   389   161   164  0.725131  {0,2,0}     21    1
16    400     4     5  0.743122  {0,3,0}     32    0
126   406    42    43  0.928745  {0,2,0}     31    1
125   423   129   130  0.227219  {0,3,0}     24    1
55    433    27    30  0.088501  {0,1,0}     34    1
109   466    82    83  0.742972  {0,3,0}     37    0
44    474   167   168  0.714534  {1,1,0}     30    1
8     491   166   167  0.388138  {0,3,0}     28    1
42    502    69    70  0.099101  {1,1,0}     28    1
87    502   122   123  0.591441  {0,2,0}     29    1
97    531    62    63  0.378660  {0,2,0}     23    1
4     537   235   236  0.859352  {0,3,0}     23    0
21    541   210   215  0.484213  {0,2,0}     26    1
26    547    82    83  0.166574  {0,1,0}     21    0
73    571    22    24  0.701863  {0,1,0}     32    1
107   571    10    11  0.728990  {0,2,0}     26    0
52    572     7    30  0.350485  {0,2,0}     27    1
102   582   234   235  0.393335  {0,0,1}     36    1
64    589    90    92  0.439931  {0,2,0}     27    1
70    605   164   169  0.392806  {1,0,0}     33    1
62    613   123   124  0.085876  {0,1,0}     20    1
83    621   222   223  0.175280  {0,3,0}     31    1
99    633     6    27  0.104100  {1,0,0}     30    1
30    635   118   119  0.636306  {1,1,0}     29    1
86    643   196   197  0.911403  {1,0,0}     20    1
31    654   185   187  0.916705  {0,1,0}     24    1
82    657    53    55  0.954979  {0,1,0}     34    0
7     672    63    65  0.116368  {0,3,0}     33    1
15    688   195   248  0.632249  {1,1,0}     25    1
117   691   215   221  0.358241  {0,2,0}     30    1
28    695   129   130  0.529846  {0,1,0}     33    1
36    707   167   168  0.618919  {0,2,0}     40    0
112   743   136   146  0.470758  {0,1,0}     25    1
