map EGL-G1-D
fac 5 10 {0,198,245,14,113}
hosp 1 {0}
n_ALS 6 1 {1:0,3:245,2:14}
n_BLS 19 1 {3:0,4:198,3:245,4:14,5:113}
n_CLS 6 0 {1:0,1:198,2:245,1:14,1:113}
      c_m  head  tail      c_af      c_d  c_tau  c_h
79      1    16    17  0.761154  {0,3,0}     28    0
33    101    50    52  0.419109  {0,1,1}     22    0
114   113    29    31  0.409420  {1,2,0}     37    1
45    133    81    82  0.740450  {0,2,0}     36    0
122   136   185   192  0.606084  {1,1,0}     21    1
85    165   211   212  0.819919  {0,1,0}     20    1
125   173   220   222  0.583580  {0,1,0}     36    1
48    180    79    80  0.617414  {0,0,1}     39    1
107   185   177   178  0.940093  {1,1,0}     34    1
91    260    65    66  0.744458  {1,3,0}     32    1
105   260    83    85  0.191029  {0,2,0}     32    1
49    378   207   209  0.081508  {0,1,0}     39    1
61    409   206   207  0.963755  {1,0,0}     40    1
39    424    36    37  0.279966  {1,1,0}     22    1
87    434   125   149  0.079890  {0,1,1}     40    0
120   444   128   137  0.591319  {0,3,0}     24    0
94    485    30    33  0.787209  {1,1,0}     25    0
88    492   103   104  0.398806  {1,1,0}     36    1
15    516    55    56  0.578544  {1,0,0}     40    1
13    532     6     7  0.767504  {1,2,0}     24    1
112   533   198   199  0.881751  {0,2,0}     31    1
68    535    84   100  0.844246  {0,2,0}     23    1
55    536    31    38  0.969778  {1,0,0}     33    1
63    551    46    47  0.425683  {1,1,0}     32    1
21    559   241   242  0.806890  {1,0,0}     32    1
102   576     0     1  0.319342  {0,1,0}     21    0
9     580   106   107  0.197386  {0,2,0}     26    0
92    591    29    31  0.505963  {1,3,0}     23    1
17    595   131   132  0.972887  {0,1,0}     20    1
47    596   135   145  0.942573  {0,1,0}     22    1
37    613   223   224  0.246391  {0,2,0}     35    1
109   619   135   145  0.339310  {0,2,0}     34    0
53    620   237   240  0.640635  {1,0,0}     27    1
97    643   121   123  0.038091  {1,1,0}     37    1
36    644   245   246  0.702759  {1,1,0}     25    1
111   653    22    24  0.109130  {0,2,0}     40    1
57    673    18    19  0.046457  {0,0,1}     30    1
54    689    26    28  0.767614  {0,3,0}     36    0
93    698   127   128  0.279244  {0,3,0}     22    1
104   699    66    68  0.317694  {1,0,0}     32    1
12    700    43    45  0.195794  {0,3,0}     38    1
51    723   116   120  0.408606  {0,2,0}     39    1
20    729   155   161  0.039689  {1,0,0}     32    1
58    730   119   161  0.216181  {1,1,0}     20    1
