map EGL-G2-B
fac 5 10 {0,168,52,159,204}
hosp 2 {0,35}
n_ALS 5 1 {1:168,1:159,3:204}
n_BLS 25 1 {8:0,5:168,3:52,8:159,1:204}
n_CLS 5 0 {1:0,3:52,1:159}
      c_m  head  tail      c_af      c_d  c_tau  c_h
98     13   233   234  0.643205  {0,1,1}     33    1
42     15   109   110  0.556972  {0,1,0}     26    1
117    39   171   172  0.484206  {0,0,1}     25    1
49     41   128   129  0.772067  {0,1,0}     31    1
32     67    73    74  0.001186  {0,1,0}     38    1
53    133   227   231  0.778658  {0,1,1}     36    1
112   150    38    40  0.073730  {1,1,0}     28    1
108   155   175   176  0.278595  {0,1,0}     37    0
47    162   172   173  0.022690  {0,2,0}     27    1
60    208   233   235  0.519331  {0,2,0}     32    1
127   226   226   229  0.536906  {1,0,0}     23    1
72    243    76    77  0.003073  {0,1,0}     31    0
3     275   237   238  0.700920  {1,0,0}     35    1
38    291   192   193  0.540984  {1,0,0}     32    0
31    320   196   198  0.683636  {1,1,0}     28    1
75    351     8     9  0.263853  {1,0,0}     29    1
19    362   138   139  0.584597  {0,2,0}     24    0
124   368    47    48  0.851127  {0,0,1}     26    1
77    429   194   242  0.442799  {0,2,0}     38    1
123   429   133   135  0.660830  {0,2,0}     38    1
13    447   247   248  0.172761  {0,1,0}     24    0
28    449    99   100  0.280330  {0,2,0}     39    1
82    486    41    51  0.467426  {0,2,0}     24    0
7     509    83    84  0.862338  {0,1,1}     22    0
91    512   247   248  0.905897  {0,1,0}     35    0
57    512   168   176  0.506744  {0,1,0}     28    1
30    514   159   160  0.043920  {0,2,0}     30    1
93    518   198   199  0.461946  {0,1,0}     40    0
107   525     1    12  0.366091  {1,2,0}     34    1
83    531    48    57  0.656686  {0,1,0}     24    1
96    548    54    55  0.275051  {1,3,0}     22    1
71    554   225   226  0.768710  {0,3,0}     28    0
84    574    32    34  0.520817  {0,3,0}     39    1
119   575   239   244  0.433680  {0,0,1}     35    1
125   587   193   194  0.070650  {1,1,0}     36    1
78    588     5    26  0.781432  {0,2,0}     24    1
50    617    39    52  0.105205  {0,2,0}     25    1
85    630   233   254  0.895322  {0,2,0}     26    1
81    651   222   223  0.603053  {1,1,0}     21    1
14    670   157   163  0.491931  {1,0,0}     21    1
5     676   165   166  0.267364  {0,0,1}     29    1
94    678   156   162  0.735392  {0,2,0}     37    1
121   678     0     1  0.628835  {0,3,0}     38    1
104   696   251   254  0.823230  {1,1,0}     24    1
73    698   233   235  0.025913  {0,3,0}     29    1
21    704    20    21  0.378347  {0,3,0}     22    0
110   707   179   184  0.513293  {0,2,0}     40    1
46    712   239   243  0.852501  {0,2,0}     22    0
51    719    10    41  0.761503  {0,3,0}     38    0
10    729   234   235  0.110946  {0,1,0}     24    1
95    730   145   148  0.199479  {0,1,1}     36    1
33    730    89    97  0.731657  {1,0,0}     32    1
65    734   148   149  0.749733  {0,1,0}     26    1
111   749    11    42  0.990823  {0,2,0}     38    1
70    756   148   149  0.750894  {0,1,0}     21    1
18    756    10    41  0.732453  {1,1,0}     21    1
56    756   195   248  0.825605  {1,1,0}     26    1
45    761   221   222  0.633732  {0,2,0}     25    0
62    777   150   151  0.755153  {0,3,0}     34    1
74    787    97    98  0.238736  {1,1,0}     39    1
92    793   219   223  0.691402  {0,2,0}     39    1
101   811    61    65  0.846813  {1,0,0}     29    1
54    825   198   199  0.365102  {1,1,0}     34    1
97    833   143   145  0.176695  {0,1,0}     31    1
102   839   197   200  0.721612  {0,2,0}     28    0
100   845    23   237  0.248259  {1,0,0}     32    1
23    855    23   171  0.104246  {0,1,0}     37    1
44    856   184   188  0.840592  {0,2,0}     31    0
87    856   168   176  0.581542  {1,0,0}     32    1
37    865   185   186  0.037713  {0,1,0}     32    1
64    875    23   171  0.557302  {0,1,0}     21    1
24    899   205   207  0.624963  {0,2,0}     35    1
17    914    59    72  0.171827  {0,1,0}     39    1
109   915   218   250  0.372654  {1,1,0}     33    1
58    935   217   219  0.750558  {1,0,0}     35    1
55    936    12    16  0.949763  {1,1,0}     39    1
66    938   117   119  0.597556  {0,2,0}     21    0
35    941    96    98  0.221086  {0,1,0}     22    0
39    944   177   180  0.928252  {1,0,0}     21    1
40    951   102   111  0.093090  {0,1,0}     20    1
29    952   167   168  0.032525  {0,1,0}     26    1
36    954   113   114  0.498986  {0,2,0}     20    1
99    964   250   251  0.913621  {1,0,0}     23    1
52    978   172   173  0.465286  {1,0,0}     35    1
88    985   212   213  0.976508  {0,1,0}     29    1
59    990    93    94  0.771201  {0,0,1}     40    0
48    993   151   153  0.189831  {0,2,0}     27    1
69    997   106   118  0.072210  {1,1,0}     29    1
86   1012   135   147  0.687418  {0,2,0}     33    0
8    1016   177   181  0.493784  {1,0,0}     29    0
67   1022   227   233  0.727961  {0,1,0}     21    1
126  1025   211   212  0.686088  {0,1,0}     36    1
11   1027   253   254  0.519979  {1,1,0}     26    1
34   1032   236   238  0.990845  {1,3,0}     36    1
118  1032   203   204  0.761121  {1,1,0}     28    1
76   1037    53    54  0.790644  {0,3,0}     27    0
0    1044    37    75  0.143818  {0,0,1}     26    1
4    1050   236   237  0.241233  {0,3,0}     27    1
25   1066   219   220  0.494309  {0,2,0}     27    0
113  1074   107   108  0.673550  {0,3,0}     26    0
89   1078   113   115  0.874918  {1,1,0}     21    1
43   1079    32    33  0.304035  {0,3,0}     37    1
12   1083   212   213  0.281337  {0,2,0}     34    0
120  1087   155   156  0.729618  {0,3,0}     32    1
103  1091   227   231  0.847568  {1,0,0}     33    1
9    1109   177   181  0.472237  {0,1,1}     37    1
2    1115   166   175  0.165411  {0,0,1}     28    1
20   1122     2    14  0.267194  {0,3,0}     38    0
6    1129   204   206  0.495604  {0,1,0}     24    1
105  1147   226   229  0.083377  {0,2,0}     25    1
80   1153   196   198  0.608662  {1,0,0}     26    1
115  1159    84    85  0.182459  {0,3,0}     32    1
122  1214   146   147  0.396946  {0,1,1}     27    0
15   1221    61    62  0.014159  {0,2,0}     27    1
1    1224   208   209  0.497865  {0,0,1}     27    1
26   1230   103   104  0.703452  {1,0,0}     37    0
116  1234    67    69  0.753302  {1,1,0}     24    1
79   1249   121   155  0.370681  {1,0,0}     23    1
41   1260   179   184  0.360106  {1,0,0}     21    1
16   1298    54    55  0.539521  {1,1,0}     36    1
63   1298    71    73  0.058544  {1,1,0}     36    1
22   1303    73    74  0.741536  {0,1,0}     34    1
90   1313   195   196  0.136152  {0,2,0}     36    1
114  1325   191   195  0.911862  {0,1,0}     34    1
27   1334   248   249  0.150660  {0,3,0}     38    0
106  1344   172   173  0.833584  {1,0,0}     35    1
68   1427   250   251  0.361994  {0,0,1}     30    0
61   1439   251   252  0.016127  {0,0,1}     20    1
