map EGL-G2-E
fac 5 10 {0,241,17,99,38}
hosp 3 {0,99,228}
n_ALS 8 1 {1:0,2:241,3:17,1:99,1:38}
n_BLS 19 1 {4:0,4:241,4:17,5:99,2:38}
n_CLS 6 0 {3:241,1:17,2:38}
      c_m  head  tail      c_af      c_d  c_tau  c_h
103     4   163   168  0.857310  {1,3,0}     27    1
27     37   150   151  0.949994  {0,3,0}     20    1
62     68   143   145  0.340156  {0,2,0}     23    0
71     70    50    53  0.291605  {0,2,0}     21    1
55     92   107   109  0.532904  {0,3,0}     31    1
13     94    81    82  0.861578  {0,3,0}     27    1
72    103   243   245  0.606791  {0,3,0}     33    1
59    109   155   156  0.712473  {0,3,0}     34    1
14    134    69    80  0.383529  {0,2,0}     21    1
41    140     6    27  0.647681  {1,1,0}     25    1
8     143    46    47  0.357115  {1,2,0}     27    1
6     175    29    31  0.638291  {0,1,0}     28    1
118   181    30    33  0.244273  {0,3,0}     35    1
100   238   177   180  0.961419  {0,1,1}     37    1
86    269    11    42  0.765336  {0,1,0}     25    0
106   284   251   252  0.925008  {0,2,0}     38    1
57    315   249   250  0.727130  {0,2,0}     33    1
61    347   147   148  0.033858  {1,0,0}     26    1
38    365   194   242  0.708904  {0,2,0}     34    1
90    373   212   213  0.966631  {0,3,0}     39    0
24    378   102   103  0.407859  {0,2,0}     22    1
107   382   163   167  0.939819  {0,1,0}     34    1
109   394   135   147  0.367402  {0,1,1}     36    0
65    412   142   143  0.883753  {0,1,0}     36    0
116   440    50    51  0.145232  {1,0,0}     27    1
95    473   216   217  0.740483  {0,1,0}     22    1
42    474   124   125  0.965775  {0,1,0}     29    1
58    476     3    15  0.773298  {0,3,0}     21    0
11    515    39    40  0.754920  {0,3,0}     26    1
85    525   247   249  0.739109  {1,1,0}     37    1
115   537    11    42  0.033033  {0,0,1}     21    1
83    542   177   180  0.088234  {0,1,0}     21    1
123   549   239   240  0.175717  {0,2,0}     35    1
114   556   185   186  0.767928  {0,1,0}     36    1
5     557   193   246  0.000218  {0,3,0}     28    1
18    561    45    64  0.102252  {0,3,0}     40    0
29    561   154   158  0.198161  {0,3,0}     22    0
66    575    24    26  0.499568  {1,1,0}     26    0
91    587    29    31  0.830244  {0,3,0}     26    1
102   588   181   182  0.851541  {0,0,1}     23    0
23    591    12    13  0.788269  {1,1,0}     20    1
76    596    39    73  0.566204  {1,0,0}     20    1
39    601     5    26  0.324064  {0,2,0}     25    1
10    607   156   162  0.157002  {0,3,0}     32    1
9     607   157   161  0.452288  {1,0,0}     26    1
113   617    97   115  0.934892  {0,1,0}     24    1
74    627   226   227  0.810611  {0,1,0}     37    0
32    644   104   114  0.588187  {1,1,0}     34    1
34    653    97   112  0.645067  {1,0,0}     31    1
105   659   213   214  0.750212  {0,1,0}     29    1
99    665   121   155  0.959523  {0,3,0}     37    1
93    676    22    24  0.732665  {0,2,0}     25    1
104   677    60    68  0.896300  {0,3,0}     37    0
68    688    51    52  0.386843  {0,1,1}     24    1
127   696   151   152  0.075189  {0,1,0}     24    1
84    710    92    93  0.714657  {0,1,0}     25    1
79    730   247   249  0.926560  {0,3,0}     20    1
77    746   237   238  0.298883  {1,0,0}     27    1
47    749   233   235  0.711275  {0,1,0}     26    0
2     769   174   189  0.889960  {0,2,0}     35    1
69    776   185   186  0.108820  {0,1,0}     35    1
108   780    31    38  0.246348  {0,1,1}     30    1
73    787   101   102  0.676700  {0,3,0}     25    0
44    794   125   152  0.962932  {0,2,0}     29    1
15    838    67    69  0.223761  {0,3,0}     34    1
110   846   126   127  0.561166  {0,2,0}     28    1
1     857    22    24  0.284255  {1,1,0}     20    1
46    880    89    90  0.390057  {0,2,0}     30    1
16    882    54    55  0.722064  {0,1,0}     35    1
48    884    87    88  0.415176  {0,2,0}     25    1
112   885   155   156  0.920031  {0,2,0}     29    1
75    885    19    20  0.140166  {0,1,1}     30    0
101   890    19    20  0.784838  {1,1,0}     36    1
35    901     5     6  0.342432  {0,2,0}     30    0
70    902   201   202  0.469324  {0,2,0}     31    1
81    931   251   254  0.218702  {0,1,1}     36    0
51    939     8    33  0.611036  {1,0,0}     24    1
117   944   171   172  0.978341  {1,1,0}     31    1
119   945   186   188  0.622845  {0,1,0}     39    0
82    955   141   142  0.337056  {0,3,0}     25    1
56    956   152   155  0.007864  {0,3,0}     40    1
31    964   121   155  0.908138  {0,1,0}     21    1
98    972   188   189  0.227369  {0,1,0}     24    1
97    973   179   184  0.433020  {0,1,0}     22    0
37    981    23   237  0.893431  {0,1,0}     27    1
78    989   245   246  0.006890  {0,1,0}     20    1
43    996    28    29  0.140749  {0,2,0}     26    1
92   1007    79    80  0.511056  {0,3,0}     34    0
124  1013   198   199  0.758683  {1,1,0}     31    1
21   1021   143   144  0.348275  {0,1,0}     40    0
52   1022   195   248  0.686035  {0,3,0}     39    0
89   1041   133   134  0.177263  {0,2,0}     38    1
63   1043    59    72  0.764410  {0,1,0}     32    1
20   1052    48    49  0.549918  {1,1,0}     27    1
50   1056   188   189  0.224461  {1,1,0}     39    1
28   1059   222   223  0.148004  {0,2,0}     31    0
0    1059    73    74  0.337856  {0,2,0}     34    1
80   1067   166   178  0.644930  {0,2,0}     39    1
30   1073    95    99  0.250250  {1,1,0}     28    1
96   1122   161   164  0.219766  {0,2,0}     33    1
40   1132   120   170  0.660338  {1,0,0}     27    1
22   1135   140   142  0.289962  {1,2,0}     31    1
94   1142   164   165  0.348793  {0,1,0}     21    1
49   1148    34    41  0.814349  {1,0,0}     20    1
3    1152   107   108  0.701816  {0,1,0}     33    0
88   1156   228   230  0.803371  {1,1,0}     25    1
126  1165    39    52  0.966593  {0,3,0}     22    0
7    1175    98   127  0.744761  {0,3,0}     40    0
60   1188    31    32  0.518819  {0,2,0}     27    0
120  1192   143   144  0.244296  {1,1,0}     33    1
17   1204   248   249  0.288037  {1,0,0}     21    1
121  1206    30    33  0.870469  {0,3,0}     23    0
33   1206   161   165  0.157297  {0,0,1}     36    0
53   1217    15    17  0.380352  {0,2,0}     38    1
64   1240   218   225  0.690971  {0,1,0}     32    1
26   1251     2     3  0.040647  {0,1,0}     35    0
4    1263   140   141  0.469679  {0,2,0}     40    1
87   1269    99   100  0.856430  {0,2,0}     29    0
12   1314     5    26  0.050961  {1,0,0}     28    1
111  1322    58    59  0.978961  {0,2,0}     31    1
54   1337   154   157  0.129309  {0,1,0}     23    1
67   1344   164   165  0.981805  {0,3,0}     22    0
45   1356   145   146  0.095891  {0,1,0}     34    0
36   1359   235   236  0.153717  {1,1,0}     36    1
122  1369   206   207  0.426417  {0,1,0}     37    1
19   1374   226   251  0.365098  {0,1,0}     22    1
125  1375   136   146  0.430356  {0,2,0}     31    1
25   1412   143   144  0.573409  {1,1,0}     34    1
