map EGL-G2-D
fac 5 10 {0,27,188,122,65}
hosp 1 {0}
n_ALS 6 1 {2:0,1:27,1:188,1:122,1:65}
n_BLS 23 1 {5:0,6:27,3:188,5:122,4:65}
n_CLS 5 0 {3:27,1:122,1:65}
      c_m  head  tail      c_af      c_d  c_tau  c_h
49     10   178   179  0.352548  {0,3,0}     39    1
27     12    61    62  0.656131  {1,0,0}     21    1
38     29   226   229  0.899894  {0,1,0}     23    0
11     30     0    21  0.390733  {0,2,0}     38    0
102    43   128   139  0.038334  {0,0,1}     27    1
65     68    66    67  0.825539  {0,2,0}     40    0
100    76   136   137  0.088038  {0,1,0}     22    1
95    114   192   193  0.723164  {1,0,0}     35    0
25    132   195   196  0.005731  {0,2,0}     40    1
124   135   179   184  0.177685  {0,2,0}     31    0
57    150   227   231  0.890168  {0,2,0}     31    1
17    160    98   127  0.111866  {0,1,0}     32    1
21    170    48    57  0.543096  {0,2,0}     23    0
66    202    92    93  0.792732  {0,2,0}     29    1
42    338   121   122  0.938787  {1,0,0}     25    1
19    341     2    14  0.656114  {0,1,0}     40    0
18    357    41    51  0.976757  {1,1,0}     35    1
45    364    32    34  0.664324  {1,0,0}     32    1
114   396    61    65  0.596751  {0,2,0}     25    0
34    399    31    32  0.876081  {1,0,0}     34    1
6     408    90    92  0.656152  {0,2,0}     40    1
32    415    50    52  0.973135  {0,1,0}     40    0
79    419   101   102  0.326585  {1,1,0}     24    1
119   429    94    95  0.063959  {1,0,0}     23    1
29    433    38    40  0.963350  {0,1,1}     26    0
2     441   153   154  0.456831  {0,1,0}     21    0
92    476    85   101  0.953448  {1,0,0}     40    1
105   479   203   204  0.608042  {1,0,0}     24    1
16    492   146   147  0.626321  {0,2,0}     30    1
84    507   242   243  0.493560  {0,3,0}     25    0
36    508   156   162  0.713520  {0,2,0}     21    1
120   524   135   147  0.682609  {0,1,1}     33    0
76    539    16    17  0.735234  {1,0,0}     22    1
82    550   131   132  0.291430  {0,2,0}     28    0
126   558    66    92  0.752053  {0,2,0}     38    0
46    562    16    18  0.991678  {0,2,0}     34    0
39    564   194   242  0.904382  {0,2,0}     26    0
33    565    60    68  0.629025  {0,3,0}     25    0
75    596   243   245  0.102198  {0,2,0}     27    1
22    602    74    76  0.817285  {0,2,0}     28    0
118   613   175   176  0.399953  {1,1,0}     30    1
109   614   235   236  0.866578  {1,0,0}     38    1
80    626   181   182  0.968526  {1,1,0}     25    1
71    630    17    22  0.641288  {0,1,1}     38    0
91    665   166   178  0.374984  {0,1,0}     32    1
107   670   208   209  0.064687  {0,1,0}     31    1
70    673    37    75  0.292754  {0,1,0}     30    0
121   700   145   148  0.945686  {0,2,0}     33    1
94    701    61    62  0.493878  {0,2,0}     40    1
110   709   218   250  0.830675  {0,1,0}     36    1
0     713     5     6  0.865800  {0,2,0}     22    1
