map EGL-G2-D
fac 5 10 {0,24,119,169,170}
hosp 1 {0}
n_ALS 5 1 {3:24,1:119,1:169}
n_BLS 15 1 {1:0,2:24,6:119,1:169,5:170}
n_CLS 8 0 {2:0,1:119,3:169,2:170}
      c_m  head  tail      c_af      c_d  c_tau  c_h
58      4   106   118  0.941599  {0,1,0}     32    1
127    20   249   252  0.782885  {1,1,0}     33    1
119    54    74    76  0.573877  {0,3,0}     26    1
62     85    25    26  0.442926  {1,0,0}     40    1
35     87    59    72  0.073843  {0,1,1}     29    1
27    124   132   133  0.455273  {0,2,0}     31    0
113   155   165   166  0.859536  {0,1,0}     30    1
112   235   197   199  0.259188  {0,0,1}     29    1
107   244    38    40  0.717191  {0,1,0}     32    1
5     247    67    69  0.841084  {0,1,0}     31    1
124   277    63    64  0.407266  {0,1,0}     23    0
64    290   157   163  0.913379  {0,1,0}     30    1
73    310    16    18  0.932222  {0,2,0}     30    0
97    322    70    71  0.404619  {0,3,0}     32    1
21    324    43    46  0.329292  {0,1,0}     24    1
7     339    16    17  0.955812  {0,2,0}     27    1
126   364    76    78  0.093902  {0,1,0}     37    1
48    368    95    99  0.690047  {0,0,1}     37    0
80    427     3    23  0.875353  {0,1,0}     34    0
12    429    19    25  0.909867  {0,1,1}     27    0
75    491    26    28  0.024967  {0,3,0}     32    0
3     500     6     7  0.311000  {0,1,0}     39    1
18    507    22    24  0.751370  {1,1,0}     29    1
106   531   132   133  0.613133  {1,1,0}     28    1
95    534   236   238  0.923925  {0,1,1}     25    0
122   554    61    62  0.892188  {1,1,0}     37    1
53    557   235   236  0.914067  {1,1,0}     33    1
116   563   164   165  0.672889  {0,1,0}     21    0
94    574   148   149  0.251393  {1,0,0}     25    0
17    579   107   108  0.548866  {0,1,0}     29    1
70    580    54    58  0.360760  {0,2,0}     20    1
84    597   154   158  0.310728  {1,0,0}     37    0
67    599   248   249  0.832313  {0,2,0}     33    1
8     617   218   225  0.839600  {1,1,0}     37    1
59    619    78    79  0.939951  {0,0,1}     35    1
66    626   246   247  0.112319  {1,0,0}     33    1
54    647    85   101  0.473656  {0,1,0}     36    0
14    647    45    64  0.871684  {0,2,0}     34    1
41    654   247   249  0.975706  {0,3,0}     40    1
104   660   147   148  0.976401  {1,0,0}     36    1
91    661    72    73  0.751716  {0,2,0}     33    0
81    687   120   162  0.735784  {0,3,0}     28    0
4     713   101   102  0.649506  {0,1,0}     26    0
61    715   253   254  0.338371  {0,0,1}     31    1
69    743    39    52  0.863199  {0,2,0}     29    1
50    744   200   201  0.763260  {0,3,0}     33    1
44    746    54    55  0.893045  {0,1,0}     20    1
89    761   133   134  0.839722  {1,0,0}     39    1
86    766   202   209  0.584984  {1,1,0}     38    1
37    777    45    64  0.783583  {0,2,0}     39    0
90    787   148   149  0.674306  {0,3,0}     20    0
120   791   208   210  0.913489  {1,0,0}     34    1
96    800   151   153  0.207618  {1,0,0}     24    1
49    813   178   185  0.759944  {1,0,0}     21    1
24    822    46    47  0.671200  {0,0,1}     40    1
39    822   139   140  0.620920  {1,1,0}     37    1
42    844   171   172  0.935320  {1,1,0}     23    1
87    846   234   235  0.844573  {0,1,0}     28    0
100   850   185   187  0.842220  {0,1,0}     35    1
55    850   117   121  0.879818  {0,1,0}     25    1
111   856   210   215  0.197538  {1,1,0}     26    1
76    862   176   177  0.968097  {0,1,1}     20    0
6     892    94    95  0.045122  {0,3,0}     28    0
88    901   142   143  0.185480  {0,2,0}     20    1
36    917   204   205  0.870756  {0,1,0}     38    1
26    917   239   240  0.001370  {1,0,0}     39    1
121   921   111   114  0.166085  {0,0,1}     25    0
43    922    71    73  0.686507  {0,3,0}     26    1
2     926   244   245  0.206606  {0,3,0}     39    1
92    930   130   137  0.633384  {0,2,0}     35    1
31    944   154   157  0.705232  {0,1,0}     25    0
23    948    13    14  0.671509  {0,1,0}     25    0
51    952   172   173  0.222900  {1,0,0}     28    1
65    954    23   171  0.248899  {0,0,1}     32    1
105   961   190   191  0.612728  {0,0,1}     31    0
45    965    32    34  0.583441  {0,3,0}     38    1
114   968   217   218  0.437638  {1,2,0}     20    1
98    977   186   188  0.926992  {0,2,0}     24    1
32    995   115   116  0.314315  {0,3,0}     26    1
102   998   244   245  0.425334  {1,1,0}     31    1
110   998   167   168  0.701435  {0,3,0}     25    1
16    998    39    73  0.548285  {0,2,0}     30    0
15   1006   204   205  0.714352  {0,1,1}     30    1
115  1010   177   180  0.682139  {1,0,0}     31    1
109  1021   154   158  0.150555  {1,1,0}     38    1
79   1035   199   200  0.838275  {0,1,0}     34    1
108  1038   116   123  0.727067  {1,1,0}     20    1
11   1041   157   161  0.717708  {0,1,1}     37    1
29   1046    96    98  0.285855  {0,3,0}     39    0
60   1050   103   111  0.038622  {0,2,0}     31    1
19   1056    70    71  0.996701  {0,0,1}     25    0
68   1067   159   160  0.598047  {1,1,0}     24    1
101  1070    54    58  0.197449  {0,3,0}     39    1
47   1077   184   188  0.980300  {1,0,0}     30    1
52   1079    60    68  0.614928  {0,1,0}     30    1
9    1080    30    33  0.168664  {0,1,0}     28    1
20   1106    50    52  0.232675  {0,2,0}     30    1
56   1109   116   117  0.336013  {1,2,0}     35    1
25   1115   106   118  0.803773  {0,1,0}     33    0
93   1116   135   136  0.609119  {0,0,1}     22    1
22   1123    36    39  0.081103  {0,2,0}     35    0
30   1124    87    88  0.963585  {0,3,0}     40    0
125  1130    24    25  0.194013  {0,2,0}     30    1
63   1132    41    51  0.760514  {0,1,0}     26    1
83   1150    43    45  0.145239  {0,1,0}     40    1
46   1157   239   244  0.715054  {0,3,0}     28    0
99   1175   206   207  0.759276  {1,1,0}     22    1
85   1176   179   180  0.770358  {0,2,0}     31    1
103  1176    81    82  0.110074  {1,0,0}     27    1
10   1179   125   150  0.937185  {0,1,0}     35    0
40   1189   156   162  0.692930  {1,0,0}     29    1
57   1209   157   161  0.976948  {0,1,1}     20    0
77   1218   250   251  0.817276  {0,3,0}     28    1
74   1234   125   126  0.850852  {0,1,0}     36    1
1    1236   131   132  0.053210  {0,2,0}     24    1
71   1242   247   248  0.677344  {1,1,0}     34    0
38   1251    67    68  0.259683  {0,3,0}     38    1
82   1258   117   119  0.157699  {0,2,0}     21    0
72   1263    24    25  0.668740  {0,1,0}     37    0
34   1271   128   129  0.898998  {0,3,0}     40    0
117  1316   107   108  0.268338  {0,2,0}     25    0
123  1343   103   111  0.082129  {1,0,0}     39    1
78   1353   175   177  0.967073  {0,2,0}     37    1
33   1359    90    92  0.255041  {0,3,0}     21    1
118  1359    54    55  0.687011  {1,0,0}     40    1
28   1361    39    40  0.771855  {0,3,0}     37    0
13   1394   199   200  0.841982  {0,2,0}     40    1
0    1394   157   161  0.315546  {0,1,0}     39    1
