map EGL-G1-A
fac 5 10 {0,59,146,215,77}
hosp 1 {0}
n_ALS 6 1 {1:59,3:146,2:77}
n_BLS 18 1 {6:0,2:59,4:146,5:215,1:77}
n_CLS 7 0 {1:0,1:59,2:146,1:215,2:77}
      c_m  head  tail      c_af      c_d  c_tau  c_h
21      8   106   108  0.047579  {0,1,0}     36    1
117    49   122   123  0.569181  {0,0,1}     21    1
110    51   210   211  0.509892  {1,0,0}     33    1
93     66   222   223  0.167857  {0,1,1}     27    0
37     91   240   242  0.985094  {0,0,1}     38    1
15     98    53    55  0.460116  {0,2,0}     33    1
41    123    20    21  0.370449  {0,1,0}     31    0
71    124    86    87  0.912549  {0,1,1}     37    1
51    126   184   185  0.554808  {1,1,0}     40    1
29    170   223   224  0.363476  {1,1,0}     35    1
97    244   166   167  0.463413  {0,2,0}     20    1
16    279   192   193  0.870967  {0,1,0}     25    0
40    320   106   108  0.935029  {1,0,0}     37    1
108   355   165   174  0.596697  {0,1,0}     26    1
94    369   112   113  0.719413  {0,1,0}     20    1
104   382   142   143  0.468231  {1,1,0}     36    1
102   387    23    86  0.483969  {0,1,0}     23    1
90    434   195   196  0.931027  {0,0,1}     34    1
24    456   128   137  0.652915  {1,0,0}     21    1
53    467   207   209  0.880373  {1,1,0}     20    1
95    490   213   214  0.501531  {0,0,1}     34    1
1     493    67    68  0.022643  {0,1,0}     20    1
20    509   185   186  0.014715  {1,0,0}     24    1
4     537    49    50  0.107754  {0,2,0}     39    0
112   539    82    83  0.821860  {0,1,1}     37    1
59    542    90    91  0.500714  {0,1,0}     39    0
76    545   135   136  0.517932  {0,0,1}     35    0
52    558   191   194  0.559331  {0,2,0}     38    1
125   566    31    32  0.011141  {0,2,0}     27    1
99    601   118   119  0.859139  {1,1,0}     38    0
74    630    96   111  0.482208  {0,1,0}     39    1
54    636   123   124  0.277366  {0,3,0}     26    0
0     641    32    34  0.013935  {1,2,0}     35    1
36    646   231   232  0.642892  {1,3,0}     28    1
65    666    47    64  0.845374  {1,0,0}     28    0
38    677     0     1  0.836592  {0,1,0}     25    1
98    684    88    89  0.214654  {1,0,0}     24    1
26    685   131   132  0.610318  {0,1,1}     21    0
55    698     8    33  0.518617  {0,0,1}     33    1
34    699    24    25  0.924313  {1,1,0}     22    1
39    711   219   220  0.844139  {1,1,0}     38    1
126   721    35    36  0.419598  {0,2,0}     31    1
62    736    43    44  0.704089  {0,2,0}     38    1
10    745    10    41  0.932198  {0,3,0}     34    1
49    769   176   180  0.597627  {0,1,1}     35    0
92    770   156   162  0.093214  {1,0,0}     21    1
32    777   127   128  0.583864  {1,1,0}     34    1
56    784   198   199  0.063333  {0,2,0}     29    0
25    792    83    84  0.688984  {0,2,0}     23    0
100   800    31    38  0.956092  {1,0,0}     20    1
60    801   238   239  0.705168  {1,0,0}     30    1
72    804    73    75  0.444152  {0,3,0}     26    0
111   806   176   180  0.063347  {0,3,0}     28    1
23    811   185   192  0.505747  {0,2,0}     39    1
46    815    88    89  0.300899  {1,1,0}     38    1
6     829   238   239  0.762225  {0,2,0}     35    1
61    855   207   208  0.417123  {0,3,0}     31    0
105   856    78    79  0.919829  {0,1,1}     38    1
45    862    75    76  0.858905  {1,1,0}     35    1
68    863    75    77  0.446500  {0,1,0}     37    0
109   865    94    98  0.461377  {0,3,0}     38    1
69    865   197   198  0.595092  {0,2,0}     37    1
63    867    63    64  0.931496  {0,3,0}     35    1
77    869   155   156  0.347548  {1,0,0}     21    1
127   870    68    79  0.944061  {1,1,0}     27    1
119   871    83    84  0.696992  {1,1,0}     24    1
91    893    94    95  0.235387  {1,0,0}     21    1
17    901   210   212  0.394740  {0,3,0}     27    1
79    906    96   114  0.211679  {1,0,0}     31    1
118   906    50    53  0.480928  {0,2,0}     25    1
116   910    97   126  0.553461  {0,1,1}     26    0
8     911   106   108  0.913904  {0,1,0}     23    1
86    928   163   168  0.840163  {1,1,0}     34    1
5     950   232   234  0.007039  {1,0,0}     27    1
43    953   106   107  0.211048  {0,3,0}     32    0
103   961     3    23  0.685978  {0,1,0}     38    1
107   980   176   180  0.166751  {0,3,0}     26    0
9     983   185   192  0.891606  {0,3,0}     20    1
101   986    30    33  0.657807  {0,2,0}     30    1
89    993    48    49  0.149439  {0,1,0}     21    0
58   1010    97   126  0.017361  {0,3,0}     33    0
13   1017    23   170  0.789835  {1,0,0}     29    1
81   1017    45    46  0.530024  {0,1,1}     29    1
106  1025   149   150  0.550574  {1,1,0}     23    1
66   1028   166   167  0.576951  {0,1,0}     23    0
42   1044     4     5  0.119882  {0,1,0}     32    1
114  1051   231   236  0.673697  {0,3,0}     33    1
83   1054   151   152  0.568899  {0,2,0}     38    1
67   1056    24    26  0.387687  {1,1,0}     33    1
28   1065   102   110  0.714280  {0,2,0}     36    1
78   1067   176   179  0.906987  {1,0,0}     29    1
121  1071   246   247  0.280365  {0,2,0}     37    1
70   1077    18    20  0.162928  {1,1,0}     39    1
48   1085   240   241  0.518666  {0,2,0}     22    1
115  1104   127   138  0.077506  {0,1,1}     37    1
87   1113   242   245  0.100555  {0,1,0}     37    0
14   1131    98   131  0.473895  {1,1,0}     39    1
18   1137    14    15  0.007589  {0,1,0}     25    0
