map EGL-G1-D
fac 5 10 {0,136,248,64,118}
hosp 1 {0}
n_ALS 5 1 {2:0,2:64,1:118}
n_BLS 21 1 {6:0,1:136,4:248,7:64,3:118}
n_CLS 7 0 {2:0,1:136,1:248,3:118}
      c_m  head  tail      c_af      c_d  c_tau  c_h
10     47    18    19  0.565383  {0,1,0}     36    1
92     68    60    67  0.608026  {0,3,0}     33    1
118   110   245   246  0.697174  {0,2,0}     38    1
68    148    24    25  0.011099  {0,3,0}     24    0
58    194    50    51  0.966620  {0,2,0}     32    1
117   195   228   229  0.532600  {0,1,0}     21    1
67    206    85    86  0.243344  {0,1,0}     32    0
22    234     6    27  0.370904  {0,2,0}     34    0
24    251   127   128  0.455241  {0,1,1}     25    1
5     319   147   148  0.749360  {0,1,0}     23    0
79    353   212   243  0.195998  {0,3,0}     32    1
38    361   191   193  0.671760  {0,3,0}     36    0
26    383    22    24  0.279230  {0,1,0}     32    1
78    409   119   161  0.968271  {0,2,0}     36    0
107   441   178   179  0.545485  {1,1,0}     27    1
3     500   169   170  0.894219  {0,3,0}     20    1
16    502   242   243  0.945322  {0,2,0}     38    1
123   514     5    26  0.259790  {0,1,0}     26    0
9     517    71    72  0.836439  {0,0,1}     35    1
7     537    45    64  0.362582  {0,3,0}     28    0
73    550    30    33  0.399631  {0,1,0}     25    1
45    551    55    56  0.626152  {0,1,0}     25    1
50    567    31    32  0.428375  {1,0,0}     24    1
8     574    53    54  0.222252  {1,1,0}     21    1
30    577   145   146  0.103642  {0,3,0}     22    0
49    578   202   204  0.714762  {0,0,1}     25    0
43    605   100   111  0.871652  {1,1,0}     31    1
97    613    71    72  0.025176  {1,1,0}     31    1
27    625   178   182  0.489623  {1,1,0}     38    1
56    626     1     2  0.837501  {0,2,0}     33    0
80    627    69    78  0.870401  {0,2,0}     32    1
31    654    29    30  0.597270  {0,1,0}     23    0
105   662   103   104  0.961279  {0,1,0}     39    0
106   667   157   159  0.128700  {0,2,0}     32    1
28    670   129   136  0.828449  {0,1,0}     33    1
72    670    51    52  0.772782  {0,1,1}     39    0
57    673   223   224  0.003824  {0,2,0}     20    0
42    677    94    95  0.385809  {1,0,0}     24    1
41    687    79    80  0.160457  {1,1,0}     39    1
99    700    59    60  0.420619  {0,1,0}     28    1
46    705     8    33  0.909725  {0,2,0}     32    1
23    709    66    67  0.503210  {0,1,1}     22    0
101   715     7    30  0.358117  {0,1,0}     35    1
37    716    23   170  0.816110  {0,3,0}     30    1
70    731   212   218  0.369662  {0,0,1}     24    0
62    747   169   170  0.510181  {0,3,0}     35    1
19    755   185   192  0.253714  {0,1,0}     32    1
64    767    75    77  0.695616  {0,2,0}     35    1
25    769    82    83  0.973100  {1,1,0}     38    1
75    777    80    81  0.891273  {0,1,0}     38    1
102   779   101   102  0.771628  {1,0,0}     39    1
61    791   228   229  0.305360  {0,2,0}     38    1
77    794   225   227  0.241309  {0,1,0}     28    1
14    798   130   131  0.911021  {0,2,0}     30    1
76    801   101   102  0.516634  {0,2,0}     27    1
51    802   176   179  0.064118  {1,1,0}     28    1
95    802    88    89  0.970375  {1,1,0}     40    0
1     806     3     4  0.770174  {0,1,0}     29    1
21    807   115   116  0.900081  {1,1,0}     22    1
39    814   199   202  0.238891  {0,3,0}     21    1
4     822   188   189  0.009111  {1,1,0}     30    1
53    825   189   190  0.310283  {1,1,0}     30    1
74    831    60    67  0.446686  {0,2,0}     32    1
98    838   244   249  0.136522  {0,1,0}     23    1
29    839   169   173  0.838169  {0,1,0}     35    1
33    855   112   114  0.696720  {0,2,0}     36    0
12    859    94    98  0.851684  {0,2,0}     23    1
127   860    58    59  0.710970  {1,3,0}     20    1
52    867   196   203  0.173844  {0,1,0}     38    1
35    868   124   149  0.870533  {1,1,0}     21    1
40    883    83    84  0.579373  {0,0,1}     22    1
119   893   100   101  0.938633  {0,2,0}     23    1
114   896    48    57  0.204920  {0,2,0}     32    1
81    903   223   224  0.445119  {0,0,1}     39    0
65    905   124   149  0.720461  {0,2,0}     27    1
11    913    20    21  0.241823  {1,0,0}     35    1
32    928   198   200  0.653497  {1,0,0}     32    1
71    939   129   136  0.474285  {1,0,0}     40    1
63    943    25    26  0.619459  {1,1,0}     32    0
44    974   225   248  0.309408  {1,1,0}     34    1
122   978   173   181  0.206491  {0,2,0}     36    1
55    987    12    13  0.097462  {0,1,0}     34    0
108   991   128   137  0.590765  {0,2,0}     37    0
17    995    73    74  0.132583  {1,1,0}     29    1
0    1003    59    60  0.109670  {0,2,0}     26    1
83   1011    66    67  0.529765  {0,1,0}     37    1
47   1012    48    49  0.278280  {0,3,0}     25    1
