map EGL-G1-E
fac 5 10 {0,119,91,163,50}
hosp 2 {0,59}
n_ALS 5 1 {1:0,2:119,1:163,1:50}
n_BLS 18 1 {4:0,4:119,3:91,3:163,4:50}
n_CLS 6 0 {1:0,1:91,4:163}
      c_m  head  tail      c_af      c_d  c_tau  c_h
37     41   178   179  0.101378  {0,1,1}     27    0
72     46    53    55  0.975019  {1,0,0}     27    1
96     46     7    30  0.673687  {1,1,0}     40    1
16     62     2    14  0.187353  {0,2,0}     29    0
15     78   102   103  0.925288  {0,2,0}     36    1
8      88    96   114  0.905331  {0,3,0}     22    1
50    119    83    84  0.551373  {0,3,0}     22    1
104   184    61    62  0.402169  {0,2,0}     37    1
105   201    90    95  0.619131  {0,1,0}     29    0
17    205    89    90  0.627369  {1,1,0}     32    1
64    219   164   165  0.218912  {1,0,0}     33    1
22    243    81    82  0.727993  {1,0,0}     24    1
66    249   204   209  0.599129  {0,3,0}     28    0
38    265   149   150  0.419228  {0,1,0}     34    1
127   366   107   108  0.049788  {1,1,0}     36    1
9     366    90    95  0.261869  {0,1,1}     28    1
47    369   130   131  0.726328  {0,0,1}     24    1
118   370     4     5  0.956803  {0,1,0}     22    0
19    370     5    23  0.800692  {0,2,0}     25    1
126   375    39    40  0.837859  {1,1,0}     21    1
48    380   105   107  0.826359  {1,0,0}     31    1
114   405   115   116  0.865748  {0,1,0}     30    1
67    414    12    13  0.398908  {0,3,0}     33    0
28    422   195   197  0.177219  {1,1,0}     30    1
87    435   237   240  0.177372  {0,2,0}     39    1
76    447   154   155  0.505703  {0,3,0}     34    0
29    467   105   107  0.345742  {0,1,0}     29    1
13    497     7     8  0.555557  {1,0,0}     33    1
23    516    12    16  0.989888  {0,2,0}     31    1
35    538   119   161  0.864572  {0,0,1}     30    0
107   544     9    10  0.515166  {1,0,0}     25    1
68    575   202   203  0.842617  {0,0,1}     39    0
125   576    84   100  0.904062  {1,1,0}     39    1
115   577   210   211  0.070020  {0,1,1}     37    1
94    581   199   202  0.416418  {1,1,0}     38    1
75    594   125   149  0.751478  {1,1,0}     30    1
103   609    96   114  0.255040  {1,0,0}     32    1
26    621   105   107  0.861077  {0,1,1}     40    0
60    646   127   138  0.686293  {1,0,0}     24    0
100   652    56    57  0.519340  {1,0,0}     33    1
74    653   176   180  0.934450  {0,3,0}     30    1
20    655   121   123  0.041936  {0,1,1}     27    0
90    672    78    79  0.275634  {0,1,1}     32    1
24    684   102   103  0.945828  {1,1,0}     40    1
95    685    63    64  0.786031  {0,1,0}     22    1
63    691   180   181  0.416689  {0,2,0}     23    0
101   705   107   108  0.648875  {0,2,0}     28    1
91    714    69    78  0.841055  {0,2,0}     23    1
11    732   177   184  0.126416  {1,0,0}     31    1
82    733    78    79  0.093677  {0,3,0}     27    1
106   734   213   214  0.479085  {0,1,0}     36    0
45    742    30    33  0.380377  {1,1,0}     26    1
12    745   163   168  0.603910  {1,0,0}     24    1
77    757    77    81  0.040909  {0,2,0}     40    1
46    759    41    51  0.194438  {1,3,0}     29    1
83    769    69    70  0.165558  {0,0,1}     30    0
5     774   171   172  0.015839  {0,2,0}     25    1
36    815    39    40  0.347442  {0,0,1}     33    0
58    815   184   185  0.296506  {0,3,0}     30    1
65    822   119   161  0.265474  {0,1,1}     32    0
18    828    71    72  0.736408  {0,3,0}     38    1
120   830   222   225  0.007849  {0,3,0}     32    1
44    840   112   114  0.460006  {1,1,0}     31    1
98    847   196   203  0.097635  {0,0,1}     25    1
89    848   102   110  0.894328  {1,1,0}     20    1
0     860   139   140  0.366143  {1,1,0}     21    1
40    864    41    51  0.977570  {1,0,0}     28    1
116   864   197   198  0.045834  {0,1,0}     23    1
33    882    91    92  0.884532  {0,1,1}     32    0
99    885   115   122  0.102785  {0,1,0}     27    0
109   897    71    72  0.377094  {0,1,0}     20    1
56    898    59    71  0.178458  {1,1,0}     24    1
21    905    53    54  0.468781  {0,1,0}     24    1
30    919   115   122  0.270818  {0,3,0}     34    1
80    920    54    58  0.297372  {1,1,0}     33    1
55    929   229   230  0.330781  {0,2,0}     40    0
62    939   178   182  0.889317  {0,2,0}     28    0
32    946   134   135  0.183416  {0,3,0}     21    1
2     949   103   104  0.984906  {1,1,0}     36    1
14    950   174   176  0.761965  {0,3,0}     30    0
59    951   164   165  0.264482  {0,1,0}     24    0
25    952   173   181  0.395247  {1,1,0}     25    1
110   960   166   167  0.312238  {0,2,0}     25    1
54    964    41    51  0.209603  {0,0,1}     39    1
123   969   244   249  0.990532  {0,2,0}     32    1
108   970     5     6  0.231127  {0,1,1}     38    0
43    971   158   159  0.229735  {1,1,0}     33    1
31    973    49    56  0.490044  {1,0,0}     28    1
93    982   222   223  0.840756  {0,1,0}     25    1
122   993     1     2  0.440273  {0,2,0}     21    0
81    998   110   113  0.956233  {0,2,0}     33    0
53   1019   116   118  0.271083  {1,1,0}     26    1
69   1021    39    40  0.246141  {0,2,0}     34    0
71   1022   137   138  0.010573  {0,1,1}     29    1
57   1027   140   149  0.827079  {0,2,0}     39    1
88   1032    37    74  0.503515  {0,1,1}     37    1
49   1044   120   121  0.266111  {1,0,0}     24    1
73   1050   100   101  0.853976  {1,0,0}     22    1
3    1077   100   101  0.245278  {1,0,0}     22    1
97   1078    59    60  0.113489  {0,0,1}     34    1
92   1082     5    26  0.607648  {0,3,0}     38    1
39   1089    23   170  0.957299  {0,2,0}     29    0
78   1095   212   218  0.069110  {0,2,0}     31    0
7    1109    94    98  0.921670  {0,1,0}     20    1
