map EGL-G2-E
fac 5 10 {0,8,135,40,28}
hosp 3 {0,36,182}
n_ALS 8 1 {2:0,3:8,1:40,2:28}
n_BLS 22 1 {6:0,5:8,3:135,4:40,4:28}
n_CLS 9 0 {1:0,2:8,2:135,2:40,2:28}
      c_m  head  tail      c_af      c_d  c_tau  c_h
102     7   249   252  0.763497  {1,0,0}     37    1
112     8    39    73  0.905221  {0,2,0}     23    1
125    16   218   225  0.475634  {0,2,0}     29    1
87     20   107   109  0.476273  {0,1,1}     27    0
118    23   103   104  0.750553  {0,3,0}     31    0
80     78    40    41  0.760410  {0,2,0}     26    0
51     79    36    39  0.250944  {0,1,0}     32    1
48    104    87    88  0.400564  {1,1,0}     36    1
57    178   129   138  0.969850  {0,3,0}     23    0
72    199     0     1  0.401187  {0,3,0}     31    1
41    201   157   161  0.155780  {0,1,0}     24    1
49    217    39    73  0.424999  {0,2,0}     35    1
1     248    87    88  0.431893  {0,1,0}     21    0
28    261   101   112  0.842178  {0,1,0}     21    1
63    270   155   156  0.366301  {0,2,0}     25    1
71    281   125   126  0.274423  {0,3,0}     24    1
104   283   196   198  0.074139  {1,0,0}     27    1
120   297    31    38  0.572086  {0,1,1}     34    1
116   330   175   177  0.427638  {0,3,0}     38    1
29    350    81    82  0.676587  {1,1,0}     34    1
54    355    54    55  0.248703  {0,1,0}     30    1
66    358   239   243  0.680227  {0,2,0}     26    1
109   359   184   188  0.744359  {1,0,0}     40    1
38    375    39    52  0.054367  {1,1,0}     26    1
121   382   195   248  0.842729  {0,1,0}     26    1
106   406   140   142  0.023017  {0,3,0}     38    1
42    409    36    37  0.970679  {0,1,0}     35    1
114   429   106   118  0.537209  {0,1,0}     34    0
107   448    63    65  0.600253  {0,3,0}     39    1
9     477    63    65  0.965839  {0,1,1}     29    0
12    486   128   139  0.385846  {0,2,0}     33    0
7     490   157   163  0.656241  {0,1,0}     31    1
19    493   154   158  0.613740  {0,1,0}     37    1
33    510   106   108  0.923816  {1,1,0}     38    1
4     523    29    31  0.374582  {0,3,0}     25    0
98    545   113   115  0.947639  {0,1,0}     37    1
83    554    25    26  0.375800  {0,1,0}     38    1
36    565   233   234  0.019591  {0,1,0}     21    0
123   570     3    15  0.692926  {0,2,0}     21    1
86    581     7     8  0.775905  {0,2,0}     35    0
37    591   234   239  0.336485  {0,3,0}     38    1
59    615   175   176  0.298224  {0,2,0}     22    1
20    620   239   243  0.931172  {1,1,0}     39    1
13    634   190   192  0.226750  {0,2,0}     35    1
96    638   105   106  0.673669  {0,2,0}     34    1
103   640    50    51  0.190886  {0,2,0}     36    0
99    657   148   149  0.700114  {1,0,0}     39    1
68    658   202   209  0.978396  {1,1,0}     35    1
47    658   128   129  0.354376  {0,0,1}     29    0
67    662   201   202  0.430564  {0,0,1}     39    1
88    678     6    27  0.307686  {0,1,0}     33    1
21    689    67    69  0.983226  {0,2,0}     36    0
30    692     2    14  0.182176  {0,2,0}     26    1
25    693   185   186  0.118497  {0,1,0}     35    0
105   696   190   192  0.441453  {0,2,0}     28    0
