map EGL-G2-A
fac 5 10 {0,54,26,152,104}
hosp 1 {0}
n_ALS 6 1 {3:26,1:152,2:104}
n_BLS 16 1 {6:0,5:54,2:26,1:152,2:104}
n_CLS 7 0 {1:0,2:54,1:152,3:104}
      c_m  head  tail      c_af      c_d  c_tau  c_h
0      37     8     9  0.715960  {0,3,0}     40    0
101    37    51    52  0.695844  {1,1,0}     40    1
107    77    50    52  0.173768  {1,1,0}     24    1
57     91   177   181  0.509912  {0,1,0}     23    1
12    112   161   165  0.035563  {0,1,1}     25    1
40    158   157   161  0.409031  {0,1,0}     31    1
55    164    10    41  0.036954  {0,1,0}     34    0
63    191   218   225  0.372230  {0,2,0}     35    0
8     240   113   115  0.465584  {0,3,0}     32    0
114   297   218   250  0.001769  {0,0,1}     28    0
37    306   152   155  0.079559  {0,1,0}     36    1
49    310    27    28  0.583984  {0,1,0}     23    0
105   338   227   231  0.782890  {1,0,0}     24    1
95    421   200   201  0.416369  {0,2,0}     26    1
91    433   223   224  0.932821  {1,0,0}     37    1
121   447   174   183  0.651153  {1,1,0}     26    1
99    451    90    91  0.533440  {0,3,0}     27    0
93    479    24    25  0.228442  {0,1,1}     20    1
58    498   154   158  0.567316  {0,1,1}     34    1
75    504   234   239  0.233373  {0,2,0}     35    0
23    504   151   152  0.072930  {0,3,0}     22    1
21    522    66    93  0.496201  {0,0,1}     39    1
90    535   158   159  0.479221  {0,1,0}     34    1
5     538    40    41  0.751262  {1,0,0}     37    1
113   550    11    42  0.823688  {1,1,0}     23    1
31    557     0    21  0.197918  {1,0,0}     39    1
98    567    91    92  0.023334  {0,0,1}     28    1
70    600   186   198  0.461040  {0,3,0}     24    1
120   613   170   174  0.529006  {0,0,1}     31    1
80    623    47    48  0.483730  {0,1,0}     32    1
71    626   142   143  0.022723  {0,1,0}     37    1
39    642   123   124  0.017510  {0,3,0}     25    1
69    645   213   214  0.141578  {0,2,0}     25    1
14    653   166   178  0.884097  {0,2,0}     33    0
81    662    59    72  0.523605  {0,1,1}     21    1
28    668   129   130  0.756453  {0,1,0}     36    0
82    673   152   153  0.276882  {1,0,0}     37    1
44    674    48    49  0.377579  {0,1,0}     32    1
102   676    22    24  0.323228  {0,3,0}     32    1
84    677    13    14  0.561112  {1,1,0}     35    1
51    679    67    69  0.238420  {1,1,0}     30    1
112   687    66    92  0.924060  {0,1,1}     24    0
45    702    25    26  0.640852  {0,3,0}     36    0
7     708     7    30  0.712290  {0,1,0}     24    0
94    708   233   234  0.719894  {1,2,0}     40    1
53    711   166   167  0.286813  {0,1,0}     28    0
126   717   235   236  0.373317  {1,1,0}     40    1
29    723    39    73  0.837245  {1,0,0}     37    1
103   723    89    90  0.079706  {0,2,0}     31    0
38    727    97   115  0.704680  {0,2,0}     23    1
11    729    59    72  0.017637  {0,3,0}     21    0
86    736   106   108  0.068479  {0,3,0}     22    1
77    745   251   254  0.045993  {1,1,0}     39    1
50    807   141   142  0.884609  {1,0,0}     34    1
115   823   140   142  0.835574  {0,1,0}     20    1
30    824   168   176  0.222452  {0,2,0}     31    1
68    825   225   226  0.327491  {0,2,0}     24    1
110   834    71    73  0.951674  {0,2,0}     23    1
2     843     9    10  0.832647  {0,1,0}     21    1
19    852    43    46  0.436646  {0,3,0}     24    0
127   859   120   170  0.765031  {0,3,0}     22    0
56    859   233   235  0.324684  {0,2,0}     29    0
92    881   199   200  0.477546  {0,1,0}     25    0
87    883   244   245  0.919794  {0,3,0}     24    1
125   885    36    37  0.049065  {1,1,0}     37    0
117   895   139   140  0.937885  {0,1,0}     40    1
34    905   233   235  0.593281  {0,1,1}     32    1
109   908   122   123  0.489853  {0,2,0}     28    1
73    915    57    61  0.885953  {0,3,0}     27    1
85    931   175   176  0.027178  {0,3,0}     23    1
79    935     6     7  0.120597  {1,0,0}     38    1
104   937   106   108  0.204042  {1,0,0}     29    1
61    944     1    12  0.802751  {0,2,0}     27    1
43    947   126   150  0.225549  {0,0,1}     34    0
96    953     8     9  0.922313  {0,1,0}     25    1
18    956   240   241  0.789648  {1,1,0}     26    1
41    958    61    65  0.598643  {0,2,0}     32    1
83    960   198   199  0.132724  {1,0,0}     35    1
66    989   203   204  0.250167  {1,0,0}     20    1
