map EGL-G1-E
fac 5 10 {0,210,136,227,63}
hosp 2 {0,241}
n_ALS 5 1 {3:136,1:227,1:63}
n_BLS 25 1 {5:0,8:210,3:136,2:227,7:63}
n_CLS 5 0 {1:0,2:210,2:136}
      c_m  head  tail      c_af      c_d  c_tau  c_h
88      4    91    92  0.180782  {0,3,0}     35    1
23     11     9    34  0.503912  {0,1,0}     30    1
115    27   160   164  0.604575  {0,3,0}     38    1
43     28    96    97  0.865264  {1,0,0}     25    1
16     38   192   193  0.695359  {1,0,0}     40    1
75     74    50    51  0.574589  {0,2,0}     38    1
72     90    59    71  0.695119  {0,2,0}     23    1
6      96    93    94  0.683822  {1,0,0}     28    1
117   112    96    97  0.343471  {0,3,0}     31    1
62    140   237   238  0.983409  {0,3,0}     30    1
114   182    94    98  0.622287  {0,2,0}     29    1
111   204    96    97  0.212570  {1,1,0}     34    1
123   245   102   103  0.434379  {0,1,1}     40    1
101   251     0     1  0.039301  {0,1,1}     39    0
64    273   190   192  0.570487  {0,1,1}     33    1
56    276   140   141  0.885006  {0,1,0}     35    1
122   277   232   234  0.393790  {0,2,0}     28    1
97    288   226   231  0.589036  {1,1,0}     22    1
39    314    49    56  0.744725  {0,2,0}     33    0
26    332   155   161  0.701119  {1,0,0}     23    1
9     335   189   241  0.601868  {0,1,0}     37    1
90    354     7    30  0.498016  {0,1,0}     31    1
14    366    58    59  0.253252  {0,1,0}     32    0
124   378   116   118  0.055623  {0,1,0}     36    1
95    400   157   158  0.018849  {0,1,1}     35    1
93    454   136   137  0.997346  {1,1,0}     25    1
46    455   115   122  0.553072  {1,1,0}     40    1
53    460   161   162  0.473255  {0,2,0}     39    1
5     461   162   167  0.330884  {1,1,0}     24    1
80    461    50    53  0.011534  {1,1,0}     33    1
20    464     3     4  0.855490  {0,1,1}     35    1
107   465    13    14  0.889425  {1,0,0}     23    1
10    479    18    19  0.961184  {1,1,0}     24    1
0     498     1     2  0.156220  {0,2,0}     24    0
65    509    96   111  0.139662  {1,1,0}     38    1
36    528    24    25  0.218903  {0,2,0}     37    0
99    543    75    77  0.061311  {1,1,0}     29    1
