map EGL-G2-A
fac 5 10 {0,95,150,97,84}
hosp 2 {0,212}
n_ALS 5 1 {1:0,1:95,3:97}
n_BLS 16 1 {3:0,3:95,5:150,1:97,4:84}
n_CLS 5 0 {2:0,1:95,2:150}
      c_m  head  tail      c_af      c_d  c_tau  c_h
61     15    36    37  0.320012  {0,2,0}     26    1
63     72    13    14  0.592850  {0,1,0}     38    0
30     78   180   181  0.427929  {0,1,0}     34    1
65    117   234   235  0.493242  {0,1,0}     26    1
27    156     2     3  0.747480  {1,2,0}     35    1
122   173   145   148  0.447778  {0,2,0}     24    1
45    210   111   114  0.196303  {0,1,0}     28    0
102   275   200   201  0.685486  {1,1,0}     20    1
69    286   135   136  0.116096  {0,2,0}     37    1
56    286    43    46  0.455954  {1,1,0}     23    0
66    337    30    33  0.878859  {1,3,0}     24    1
12    351   205   208  0.633591  {0,1,0}     34    1
95    352   148   149  0.273019  {0,3,0}     23    1
121   361   252   253  0.194971  {0,3,0}     23    1
107   416   107   109  0.155268  {0,2,0}     37    0
57    421   141   150  0.445246  {0,1,0}     38    1
0     444    16    17  0.767220  {1,0,0}     37    1
101   453   252   253  0.353518  {0,1,0}     40    1
10    457   226   251  0.060909  {1,0,0}     34    1
48    459   240   242  0.980453  {0,2,0}     20    1
2     480   190   191  0.359836  {0,2,0}     32    1
123   484    53    55  0.382193  {0,2,0}     33    1
113   490   216   218  0.009849  {1,1,0}     35    1
23    516   204   205  0.170936  {1,1,0}     27    1
55    517   119   120  0.053046  {1,1,0}     33    1
14    523   225   228  0.473069  {1,0,0}     31    1
73    525   108   109  0.840533  {1,0,0}     22    1
71    549    23    87  0.219982  {0,3,0}     22    0
9     554    30    33  0.655872  {0,2,0}     26    0
85    557    27    28  0.378254  {0,3,0}     39    1
53    569   127   128  0.841033  {0,1,0}     23    0
67    576   200   201  0.733653  {1,0,0}     29    1
120   578    19    25  0.530574  {0,1,1}     27    1
74    594     4     5  0.183497  {1,0,0}     34    1
19    599   244   245  0.550880  {0,1,0}     29    1
125   601   180   181  0.408842  {1,1,0}     21    1
90    606   117   119  0.804065  {0,1,1}     22    0
62    613   113   114  0.885429  {0,1,0}     32    0
106   625    13    14  0.341564  {0,1,0}     28    0
21    628    23   150  0.654870  {1,1,0}     29    1
92    633    99   131  0.591766  {0,3,0}     40    0
105   639    32    33  0.237839  {0,3,0}     24    1
28    658   138   139  0.331447  {0,1,0}     40    1
22    666    85   101  0.770565  {1,0,0}     20    1
94    683   135   136  0.027027  {1,0,0}     21    1
25    696   180   181  0.825796  {0,0,1}     33    1
100   700    53    55  0.815432  {0,0,1}     23    1
117   721    58    59  0.015295  {0,2,0}     37    1
5     729    27    30  0.504873  {0,1,1}     24    1
116   729    50    52  0.013572  {0,1,0}     27    1
87    732    21    35  0.244387  {1,0,0}     28    1
40    751   175   177  0.083299  {1,0,0}     27    1
70    759    56    57  0.381599  {0,3,0}     36    1
104   762   124   125  0.174445  {1,1,0}     33    1
17    767   240   241  0.401093  {0,3,0}     34    0
52    775    36    39  0.594554  {1,1,0}     31    1
76    781   101   102  0.988444  {0,1,0}     21    1
