map EGL-G2-D
fac 5 10 {0,215,41,6,46}
hosp 2 {0,132}
n_ALS 6 1 {2:0,2:41,2:46}
n_BLS 15 1 {1:0,5:215,6:41,2:6,1:46}
n_CLS 10 0 {1:0,2:215,2:41,1:6,4:46}
      c_m  head  tail      c_af      c_d  c_tau  c_h
35     34   133   135  0.769254  {0,2,0}     36    1
108    44   208   209  0.609756  {0,3,0}     33    1
75     99   226   227  0.274824  {0,1,0}     34    1
62    107    74    75  0.334729  {0,1,0}     32    1
3     122    16    17  0.271085  {0,0,1}     30    1
18    126    50    52  0.227100  {1,1,0}     35    1
19    134    38    40  0.216705  {1,0,0}     40    1
84    150   117   118  0.028070  {1,0,0}     20    1
96    167   250   251  0.661595  {0,3,0}     30    1
117   209    81    89  0.650714  {0,3,0}     39    1
61    214   125   150  0.451623  {0,2,0}     26    1
90    219   115   116  0.007864  {0,3,0}     37    0
68    220   180   181  0.613917  {1,0,0}     34    1
52    316   121   155  0.579078  {1,1,0}     37    1
85    355    56    57  0.407703  {0,1,1}     26    1
16    364   161   164  0.691336  {0,1,0}     29    0
1     372   109   110  0.353583  {0,1,1}     40    0
103   401    45    46  0.940035  {0,1,0}     29    1
112   407    59    72  0.541885  {0,1,0}     22    0
71    412    14    15  0.007684  {0,2,0}     36    1
87    416    67    68  0.873379  {1,1,0}     36    1
5     424    28    29  0.733382  {0,3,0}     38    0
100   426   225   226  0.455631  {0,2,0}     40    0
28    432   135   147  0.076287  {0,1,0}     29    0
116   433   171   172  0.853511  {1,0,0}     39    1
97    437    40    41  0.819410  {0,1,1}     24    1
82    452   117   118  0.986814  {0,3,0}     20    1
40    486   157   163  0.036358  {1,2,0}     25    1
46    488    63    65  0.062802  {0,2,0}     40    0
98    491   153   154  0.888844  {0,0,1}     32    1
114   492    36    37  0.062419  {0,2,0}     38    0
0     495   156   162  0.504192  {1,0,0}     34    1
104   507     2     3  0.988850  {0,1,0}     24    0
93    513    99   132  0.561456  {0,1,0}     30    0
30    540   225   228  0.561699  {1,0,0}     40    1
115   547   125   152  0.259211  {1,3,0}     37    1
26    555   175   176  0.986032  {1,1,0}     34    1
10    571   245   246  0.998394  {0,2,0}     36    0
58    573    37    75  0.474182  {0,3,0}     39    0
15    597     8    33  0.113614  {0,0,1}     31    1
86    614   208   209  0.090732  {0,2,0}     38    1
78    622   245   246  0.634665  {1,1,0}     39    1
105   630    82    83  0.581787  {0,1,0}     20    0
33    640   119   120  0.515214  {1,0,0}     31    1
64    643    76    77  0.006203  {0,1,0}     34    0
21    647   170   174  0.834102  {1,1,0}     29    1
17    659   239   240  0.914612  {0,1,0}     34    1
25    661   139   140  0.501515  {1,0,0}     24    1
101   662   162   163  0.777332  {0,3,0}     40    0
48    671   140   141  0.324663  {0,1,0}     20    0
113   672    66    92  0.102299  {0,1,1}     22    1
13    674    36    39  0.101534  {1,0,0}     40    1
94    696   210   211  0.581147  {0,3,0}     26    0
43    698    81    82  0.921184  {0,2,0}     27    1
37    706   113   115  0.222301  {1,0,0}     27    1
12    711   122   124  0.918465  {0,2,0}     20    0
124   722    81    82  0.880053  {1,1,0}     36    1
34    733   208   209  0.755287  {0,2,0}     39    1
81    743   146   147  0.536889  {0,1,0}     38    1
107   747   148   149  0.434119  {0,3,0}     38    1
20    754   141   150  0.629622  {0,3,0}     20    1
36    772   218   225  0.505842  {1,0,0}     30    1
38    776   242   243  0.621971  {0,2,0}     37    0
76    786    14    15  0.641497  {0,0,1}     37    1
119   789    43    45  0.164511  {1,1,0}     40    1
70    798   152   153  0.870742  {1,0,0}     35    1
63    803   247   248  0.616448  {0,2,0}     26    1
65    829   240   242  0.137927  {1,1,0}     35    1
66    829    63    64  0.859068  {0,2,0}     39    1
42    833   180   181  0.453752  {0,3,0}     21    1
39    839   213   215  0.189428  {1,1,0}     26    1
54    840    46    47  0.314857  {1,1,0}     33    1
50    842    11    42  0.239761  {0,0,1}     38    0
6     845   233   234  0.183952  {0,0,1}     22    1
49    853    54    55  0.162956  {0,3,0}     38    1
95    854   143   145  0.602380  {1,0,0}     32    1
55    857    67    69  0.192105  {1,0,0}     25    1
60    864   208   209  0.617282  {0,0,1}     37    0
2     882    90    91  0.971518  {0,1,0}     39    0
53    889    86    87  0.094111  {1,0,0}     32    1
127   891   249   252  0.760313  {0,1,0}     31    0
31    905     3    15  0.664146  {1,0,0}     28    1
74    910   105   106  0.072552  {0,1,0}     37    1
23    913    95    96  0.437795  {0,1,0}     22    1
109   914    99   100  0.399035  {0,3,0}     30    1
80    927   201   202  0.568995  {0,2,0}     32    1
8     932    53    54  0.561046  {1,1,0}     38    1
41    939    61    62  0.771843  {0,2,0}     29    1
102   951    32    33  0.385671  {0,1,0}     39    0
29    957   240   241  0.552117  {1,1,0}     24    1
14    959    27    30  0.178561  {0,1,0}     29    1
27    967   243   245  0.318673  {0,1,0}     36    1
120   969    90    92  0.665649  {1,3,0}     28    1
32    972    90    92  0.112883  {0,0,1}     30    1
