map EGL-G2-B
fac 5 10 {0,226,223,25,12}
hosp 1 {0}
n_ALS 6 1 {4:226,1:223,1:12}
n_BLS 23 1 {8:0,2:226,5:223,3:25,5:12}
n_CLS 5 0 {2:0,1:226,2:223}
      c_m  head  tail      c_af      c_d  c_tau  c_h
31      4   249   252  0.020068  {1,2,0}     33    1
49     32   240   242  0.376926  {0,1,0}     24    0
81     98   142   143  0.802482  {0,3,0}     24    0
87    105    43    45  0.618323  {0,3,0}     36    1
1     117   146   147  0.650695  {1,3,0}     28    1
92    144    82    85  0.638369  {0,3,0}     37    1
12    148    43    44  0.274708  {0,1,1}     38    0
55    194   219   223  0.967788  {1,2,0}     35    1
6     204   233   234  0.262933  {0,1,0}     23    1
57    243   242   243  0.451657  {0,3,0}     38    1
96    259   233   235  0.432365  {0,2,0}     20    1
43    285   157   163  0.992532  {1,0,0}     32    1
16    298   184   188  0.118302  {0,1,0}     32    0
70    353   125   126  0.038593  {0,1,0}     31    1
86    399   218   225  0.071233  {0,3,0}     40    1
60    407   124   125  0.014996  {1,2,0}     34    1
127   416   222   223  0.825137  {1,0,0}     20    1
77    437    78    82  0.102145  {0,1,0}     20    0
88    448   216   218  0.028097  {0,3,0}     21    1
62    495    66    67  0.580980  {1,1,0}     26    1
38    500   195   248  0.778206  {0,2,0}     36    0
66    541   126   127  0.912747  {0,1,0}     36    1
84    550    91    92  0.047796  {1,1,0}     31    1
27    554   196   197  0.125032  {0,2,0}     38    1
72    562   225   228  0.599946  {0,1,0}     20    0
97    563   250   251  0.726194  {0,1,0}     29    1
61    563    78    79  0.848840  {1,0,0}     33    1
24    568    48    49  0.024371  {1,1,0}     28    1
23    576   158   159  0.797727  {0,2,0}     30    0
74    578   158   160  0.226735  {0,1,0}     30    1
29    579   179   184  0.961349  {0,1,1}     36    0
126   587   124   125  0.547733  {0,2,0}     24    1
104   587   184   185  0.900565  {0,2,0}     20    1
106   605   130   137  0.068416  {0,2,0}     34    1
63    613    47    48  0.301050  {0,0,1}     24    1
9     613   202   203  0.080571  {0,2,0}     30    0
28    632    51    52  0.008994  {0,1,0}     30    0
10    656   179   180  0.766701  {1,0,0}     32    1
124   663   125   150  0.396983  {0,1,0}     39    1
125   667    61    62  0.632592  {0,0,1}     34    1
83    669    23    87  0.549757  {0,1,0}     20    0
93    671   244   253  0.973212  {0,0,1}     31    1
105   672   102   111  0.801792  {0,1,1}     22    1
90    679   105   107  0.971070  {0,1,1}     26    1
56    712   220   221  0.319675  {1,0,0}     29    1
13    717    27    30  0.403162  {0,2,0}     26    1
15    721   170   171  0.932386  {0,1,0}     21    0
119   728     7    30  0.058900  {0,1,1}     39    1
8     733    10    41  0.122147  {0,1,0}     30    0
102   736   201   203  0.874952  {0,0,1}     31    1
41    781    61    65  0.855405  {0,2,0}     37    1
114   784   184   185  0.303105  {0,1,1}     25    1
111   785    28    29  0.626234  {1,0,0}     23    1
19    804   196   198  0.061988  {0,3,0}     33    0
14    804    41    51  0.485188  {0,2,0}     28    0
2     821     6    27  0.788394  {0,1,0}     35    1
115   825   166   167  0.181162  {0,0,1}     34    0
73    826   251   252  0.805768  {0,2,0}     28    0
117   830   208   209  0.948929  {1,1,0}     26    1
26    831    97   112  0.276707  {0,3,0}     27    1
109   842   178   185  0.408028  {0,3,0}     38    1
76    845   235   236  0.148473  {0,2,0}     26    1
95    868     0     1  0.000584  {1,1,0}     38    1
