map EGL-G2-E
fac 5 10 {0,139,242,145,249}
hosp 1 {0}
n_ALS 6 1 {2:139,3:145,1:249}
n_BLS 21 1 {5:0,3:139,3:242,4:145,6:249}
n_CLS 8 0 {3:139,1:242,3:145,1:249}
      c_m  head  tail      c_af      c_d  c_tau  c_h
89     31    86    87  0.846713  {1,0,0}     35    1
74     39     1    12  0.165352  {0,2,0}     39    0
109    43    91    92  0.656976  {1,1,0}     33    1
63     47   218   225  0.213104  {0,2,0}     34    1
78     67    23   237  0.671276  {1,1,0}     28    1
33    130   123   124  0.079598  {0,2,0}     27    1
60    152   158   159  0.959092  {1,0,0}     28    1
112   168   217   218  0.834895  {1,3,0}     21    1
81    180   242   243  0.314360  {1,0,0}     36    1
99    190    36    38  0.068835  {1,1,0}     31    1
2     199    47    64  0.047195  {0,0,1}     24    1
113   210   107   108  0.298905  {0,3,0}     24    1
85    276    30    33  0.049282  {1,1,0}     39    1
96    294    66    67  0.793225  {0,1,0}     39    1
62    306   170   171  0.704016  {1,1,0}     26    1
55    342   130   137  0.805261  {1,0,0}     38    1
56    347   193   194  0.824008  {0,2,0}     21    1
28    348    23    87  0.484012  {0,1,0}     24    1
106   376    23   171  0.918191  {1,1,0}     23    1
16    399   206   207  0.249416  {0,0,1}     37    1
77    418   247   249  0.590935  {0,2,0}     28    1
17    432     3     4  0.092605  {0,1,0}     34    0
72    454   179   184  0.372182  {0,2,0}     26    1
111   456    12    16  0.339182  {0,3,0}     28    0
11    460     6    27  0.037270  {1,1,0}     29    1
42    465   128   129  0.467648  {0,2,0}     35    0
80    469    66    93  0.222721  {1,0,0}     36    0
10    492    70    71  0.059309  {0,1,1}     27    1
59    494   120   170  0.937102  {0,3,0}     20    0
21    507    10    41  0.762416  {0,1,0}     40    1
22    530   170   171  0.688351  {0,3,0}     35    1
27    546   175   176  0.042032  {0,2,0}     37    0
25    551   156   162  0.269235  {1,0,0}     30    1
29    551   211   212  0.050171  {0,1,0}     34    0
61    563   184   185  0.294031  {0,1,0}     25    0
52    567   120   162  0.132516  {0,2,0}     34    1
117   580   213   214  0.114139  {1,1,0}     36    1
19    588    70    71  0.628331  {1,0,0}     28    1
104   589   102   111  0.809425  {1,1,0}     29    1
34    607   251   254  0.588608  {1,0,0}     40    1
24    623   113   115  0.304067  {0,1,0}     26    1
44    627    27    30  0.606459  {1,1,0}     37    1
68    635    15    17  0.580661  {0,2,0}     28    1
124   640    43    46  0.313904  {0,1,0}     36    0
32    647   112   113  0.322828  {0,1,0}     29    1
40    648   197   200  0.636522  {0,3,0}     20    0
94    664    78    82  0.200213  {0,2,0}     29    1
100   664    27    30  0.879080  {1,1,0}     20    1
73    669   125   150  0.259845  {0,1,0}     40    0
14    670    82    85  0.723993  {1,2,0}     28    1
66    671   147   148  0.645343  {1,0,0}     23    1
76    679    54    58  0.571901  {0,2,0}     28    0
50    679    35    36  0.909194  {0,2,0}     38    0
45    682   146   147  0.891771  {1,1,0}     20    1
9     682    22    24  0.701767  {0,1,0}     33    0
75    685    61    62  0.826418  {0,1,0}     36    1
88    692   104   105  0.420089  {1,0,0}     35    1
0     698    34    41  0.176374  {0,2,0}     28    0
121   704    10    41  0.284319  {1,0,0}     21    1
84    719   128   129  0.477491  {1,0,0}     35    1
125   726   233   254  0.614315  {1,0,0}     30    1
31    727    74    75  0.713401  {0,1,0}     29    1
69    764   179   184  0.195150  {0,0,1}     37    1
46    767   249   250  0.690966  {0,3,0}     40    0
65    769   208   209  0.466116  {0,2,0}     38    0
107   770   201   203  0.005922  {1,1,0}     21    1
103   780   174   182  0.232714  {1,0,0}     31    1
108   782   197   199  0.842418  {1,1,0}     38    1
7     790   102   103  0.573336  {0,0,1}     27    1
71    810    45    64  0.108302  {0,1,0}     24    0
37    823   117   118  0.851027  {0,0,1}     25    1
15    826    45    64  0.733550  {1,0,0}     35    1
79    836    35    36  0.174471  {1,1,0}     28    1
127   840   117   119  0.227233  {1,1,0}     39    1
105   877   121   122  0.989461  {1,0,0}     21    1
114   879    91    92  0.293292  {0,1,0}     20    1
12    880   244   253  0.868079  {0,0,1}     31    1
67    885    53    54  0.400890  {1,0,0}     22    1
48    886   123   124  0.900324  {1,1,0}     39    1
8     888   208   209  0.295541  {0,1,0}     32    1
26    889    48    57  0.436543  {0,2,0}     39    1
6     890    66    93  0.356940  {0,1,0}     35    0
38    900    23    87  0.275503  {0,1,0}     34    1
110   921   132   133  0.757780  {0,1,1}     22    0
91    925   159   160  0.887288  {0,2,0}     31    1
70    925   102   111  0.817525  {0,1,0}     24    0
86    928    19    20  0.970230  {1,0,0}     27    1
102   946    60    68  0.375442  {0,1,0}     21    1
13    956    96    98  0.701251  {0,2,0}     22    1
39    972     5    23  0.632474  {0,0,1}     22    0
20    977    39    73  0.079086  {0,3,0}     38    1
120   984     0     1  0.931985  {1,0,0}     36    0
97   1004     3     4  0.310970  {1,1,0}     37    1
47   1013   186   188  0.129753  {1,0,0}     25    1
1    1018     7     8  0.779916  {1,1,0}     28    1
35   1044   194   242  0.204436  {0,1,0}     24    0
116  1057     9    10  0.054584  {0,2,0}     21    0
36   1061    48    49  0.971125  {0,2,0}     29    0
23   1074   180   181  0.449170  {0,1,0}     34    0
4    1081   118   119  0.473226  {0,1,0}     26    0
118  1104   116   123  0.453301  {1,1,0}     27    1
90   1142   172   173  0.709177  {1,1,0}     23    1
92   1155    23   150  0.842299  {0,0,1}     20    1
115  1159    89    97  0.047812  {0,1,0}     34    1
58   1184    39    52  0.341958  {0,2,0}     23    1
123  1190    86    87  0.422251  {0,1,1}     28    1
83   1195   209   216  0.712056  {0,2,0}     23    1
18   1198    18    19  0.642781  {1,1,0}     29    1
43   1200   228   229  0.071277  {0,2,0}     32    0
64   1201     1     2  0.431977  {0,3,0}     30    1
101  1201     0     1  0.512971  {0,2,0}     39    1
57   1211   216   218  0.960643  {1,3,0}     24    1
53   1231    27    28  0.778431  {0,1,0}     39    1
95   1236   194   242  0.883255  {1,1,0}     21    1
3    1243   174   189  0.397099  {0,1,1}     27    1
51   1246    17    19  0.111179  {0,2,0}     38    0
87   1251    48    49  0.030766  {0,3,0}     40    0
41   1256   125   152  0.847136  {1,0,0}     20    1
49   1279   206   207  0.349037  {0,1,0}     29    1
5    1293     3    23  0.638868  {0,1,1}     31    1
30   1325   215   221  0.705602  {1,0,0}     21    1
119  1325   227   229  0.898168  {1,1,0}     26    1
122  1325     3     4  0.304242  {0,0,1}     29    0
126  1332    36    38  0.431209  {0,3,0}     37    0
98   1373    76    78  0.351978  {0,2,0}     28    1
93   1390   202   203  0.831593  {1,1,0}     27    1
54   1404   117   118  0.495062  {0,1,0}     37    0
82   1424   109   110  0.159557  {0,1,0}     22    0
