map EGL-G2-B
fac 5 10 {0,67,166,199,61}
hosp 3 {0,221,163}
n_ALS 6 1 {2:0,1:67,2:166,1:199}
n_BLS 18 1 {3:0,5:67,5:166,3:199,2:61}
n_CLS 8 0 {2:0,3:67,1:166,1:199,1:61}
      c_m  head  tail      c_af      c_d  c_tau  c_h
32     10     0     1  0.451486  {0,1,1}     22    0
14     25   152   155  0.454231  {0,2,0}     23    0
76     34    58    59  0.501516  {0,2,0}     33    1
4      36   208   209  0.583999  {1,1,0}     23    1
7      36    55    56  0.769099  {0,3,0}     40    1
93     74   128   129  0.460722  {1,1,0}     22    1
54     91   158   159  0.845119  {0,0,1}     34    0
104    96     9    34  0.139351  {1,1,0}     21    1
6     103    91    92  0.430528  {0,2,0}     26    0
84    114   125   150  0.421919  {0,1,0}     36    1
114   121   239   244  0.603073  {0,1,0}     40    1
97    171     6    27  0.827236  {1,1,0}     39    1
91    187   107   108  0.942876  {0,2,0}     32    1
111   202   148   149  0.834942  {0,3,0}     25    0
66    215     4    22  0.727752  {0,3,0}     31    1
24    234   239   243  0.376190  {0,2,0}     30    1
116   277    84    86  0.511999  {1,1,0}     31    1
51    279   154   157  0.762363  {0,1,0}     27    1
126   294   253   254  0.580388  {1,0,0}     35    1
106   312   197   199  0.674402  {1,0,0}     40    1
0     327   102   111  0.529276  {0,1,0}     24    1
112   329   236   238  0.707899  {1,1,0}     37    1
50    338    32    33  0.501107  {0,1,0}     35    1
59    392    23    87  0.115538  {0,2,0}     35    0
124   399   155   156  0.486309  {0,1,1}     24    1
80    422   218   225  0.501321  {1,0,0}     37    1
25    440   226   229  0.245068  {0,2,0}     23    0
117   453    74    75  0.353689  {0,1,0}     40    1
110   473   156   162  0.181559  {0,2,0}     23    1
73    480   157   163  0.242681  {0,3,0}     34    0
68    488   140   141  0.918254  {0,3,0}     36    0
101   490   233   234  0.168677  {1,1,0}     26    1
82    498    66    93  0.582991  {0,1,0}     36    1
11    507    92    93  0.054400  {0,1,0}     38    1
48    522   141   150  0.377274  {1,0,0}     31    1
45    533    42    43  0.038152  {0,3,0}     32    0
71    535    55    56  0.922205  {0,1,0}     31    0
120   543    34    41  0.774234  {0,1,1}     35    1
69    566   175   177  0.605432  {0,3,0}     31    0
43    568    90    92  0.041790  {0,2,0}     24    1
23    573   189   190  0.497558  {1,1,0}     30    1
46    574    76    77  0.592609  {0,1,0}     31    1
39    575   253   254  0.846047  {0,1,0}     22    0
81    580   135   147  0.008596  {0,1,1}     31    0
67    585   197   199  0.680936  {0,1,0}     34    1
79    590   189   190  0.775715  {0,1,0}     33    1
89    600    90    92  0.382779  {0,3,0}     35    1
53    601     6    27  0.626051  {0,1,1}     37    1
29    622    95    96  0.253703  {0,1,0}     21    1
119   647   123   124  0.908182  {0,2,0}     32    0
47    658   247   249  0.608294  {0,1,1}     31    0
15    673   248   249  0.586768  {0,2,0}     23    1
99    676     0    21  0.253525  {0,3,0}     26    1
33    681   180   181  0.239301  {0,3,0}     36    0
52    690   157   161  0.478839  {0,1,0}     30    1
83    701   194   242  0.146044  {0,2,0}     29    1
100   713   244   253  0.776025  {0,1,0}     25    1
74    714     6    27  0.272440  {1,0,0}     24    1
94    715    81    82  0.219955  {1,0,0}     29    1
31    718    21    35  0.710839  {0,2,0}     27    1
85    728    45    46  0.753305  {1,1,0}     34    1
10    729    97   112  0.971044  {0,3,0}     27    0
86    733   167   168  0.179707  {0,1,1}     33    1
77    740    20    21  0.557868  {0,0,1}     33    1
16    759   252   253  0.369075  {0,1,0}     21    1
127   766   156   162  0.451492  {0,1,1}     26    1
44    772    32    34  0.987805  {0,2,0}     24    1
61    774    23    87  0.163066  {0,0,1}     38    0
109   796    78    82  0.679299  {0,1,0}     34    0
17    808     7    30  0.876504  {1,1,0}     39    0
19    820    45    46  0.726561  {0,1,0}     39    1
9     823   140   141  0.268628  {0,2,0}     37    1
125   824   190   192  0.934229  {0,2,0}     30    1
72    832   163   168  0.016473  {0,1,1}     27    0
57    833   249   252  0.968519  {0,3,0}     32    1
95    837    68    69  0.796430  {0,1,0}     38    1
122   841     0    21  0.636203  {0,2,0}     30    0
5     845   220   221  0.436318  {1,1,0}     37    1
26    868   174   182  0.169456  {0,2,0}     21    1
13    883   197   199  0.085313  {0,0,1}     27    0
70    885   163   167  0.580396  {1,1,0}     21    1
58    891   153   154  0.553842  {0,2,0}     36    1
123   895    22    24  0.474576  {0,3,0}     20    1
108   905    71    72  0.007427  {1,0,0}     38    1
115   929    55    56  0.864609  {0,3,0}     24    1
56    929   179   183  0.706739  {0,0,1}     21    1
38    933    20    21  0.165168  {0,1,0}     32    1
30    941    81    89  0.781669  {0,1,0}     37    0
37    957   131   132  0.714815  {1,1,0}     23    1
40    961   158   159  0.220003  {0,3,0}     37    1
1     962   109   110  0.439841  {0,2,0}     30    0
55    964    66    93  0.933672  {0,1,1}     31    1
49    966    76    78  0.020364  {0,1,0}     22    1
20   1015    67    69  0.604009  {0,1,0}     37    0
2    1016    74    75  0.188192  {1,1,0}     34    1
78   1022   125   126  0.704120  {0,2,0}     36    0
92   1027   203   204  0.425370  {0,1,0}     21    1
22   1029   192   193  0.863286  {0,2,0}     26    0
121  1044    20    21  0.126296  {0,1,0}     21    0
87   1052   239   243  0.319050  {1,1,0}     29    1
90   1056   125   152  0.650711  {1,1,0}     31    1
88   1063   106   108  0.863673  {0,3,0}     27    1
42   1067   198   199  0.833170  {1,0,0}     25    1
65   1074    36    38  0.529342  {0,2,0}     36    1
41   1074   216   218  0.593808  {0,3,0}     22    1
12   1080    91    96  0.545506  {1,0,0}     39    0
18   1085    13    14  0.496823  {0,1,0}     39    1
103  1087    80    81  0.706576  {0,1,1}     31    0
34   1095    30    33  0.813666  {0,1,0}     31    1
60   1103    70    79  0.635629  {0,2,0}     32    0
28   1123     2    14  0.928277  {0,1,0}     35    0
63   1131   240   242  0.707284  {0,2,0}     37    0
35   1144   179   183  0.222382  {0,2,0}     26    1
62   1157   192   193  0.883351  {0,1,0}     38    0
98   1161   213   214  0.645080  {1,0,0}     32    0
118  1196    48    49  0.956828  {0,1,0}     22    1
8    1226    91    96  0.629659  {0,3,0}     21    0
64   1238    59    60  0.294147  {0,1,0}     38    1
75   1261   226   251  0.672968  {0,3,0}     27    0
113  1267    50    52  0.594010  {0,1,0}     26    1
96   1267   159   161  0.614427  {0,3,0}     29    1
3    1338   186   198  0.627479  {0,1,1}     23    1
36   1348    29    30  0.906066  {0,1,0}     31    1
27   1376    12    16  0.506579  {0,3,0}     40    1
21   1381   115   116  0.175682  {0,1,0}     22    1
105  1394   174   182  0.022600  {0,2,0}     25    0
102  1424   233   234  0.291211  {0,0,1}     31    1
107  1427    21    35  0.355541  {0,1,0}     23    1
