map EGL-G2-D
fac 5 10 {0,90,36,11,163}
hosp 3 {0,171,28}
n_ALS 7 1 {3:90,1:36,2:11,1:163}
n_BLS 19 1 {1:0,6:90,4:36,2:11,6:163}
n_CLS 5 0 {1:0,3:36,1:163}
      c_m  head  tail      c_af      c_d  c_tau  c_h
2      60   201   202  0.283415  {0,2,0}     20    1
80     91    22    24  0.237762  {0,2,0}     38    1
116   124   236   238  0.232754  {0,2,0}     39    0
63    128    36    37  0.292148  {0,3,0}     31    1
112   162    73    74  0.280426  {0,1,0}     30    1
120   213   170   171  0.659792  {0,2,0}     34    1
21    216    23    87  0.710204  {0,1,0}     22    0
48    221    63    64  0.909397  {0,0,1}     31    1
110   248   218   250  0.992763  {0,2,0}     31    1
43    283   166   167  0.210531  {0,1,0}     37    1
100   285    21    35  0.109760  {1,0,0}     26    1
74    291    98   127  0.756847  {1,0,0}     40    1
61    342   227   229  0.556247  {1,0,0}     38    0
89    467   151   153  0.702721  {0,2,0}     22    1
24    496    36    38  0.277555  {1,0,0}     37    1
8     499   146   147  0.513509  {0,2,0}     38    1
36    501    10    11  0.507946  {0,3,0}     32    0
99    510   164   165  0.934978  {0,2,0}     40    0
37    521   196   198  0.364524  {0,2,0}     22    0
19    530   175   177  0.139131  {0,2,0}     21    1
65    531   129   130  0.936949  {0,1,0}     35    0
15    545   133   135  0.022601  {0,3,0}     37    1
117   554   226   251  0.331749  {0,2,0}     26    1
3     557   121   155  0.213500  {1,0,0}     21    1
22    565   249   252  0.625398  {0,1,0}     29    1
12    571   119   120  0.272042  {1,0,0}     36    1
92    572   167   168  0.909650  {0,3,0}     24    0
70    603   130   131  0.413409  {0,2,0}     28    0
111   608   166   175  0.504032  {0,2,0}     29    0
30    613    97    98  0.110844  {1,0,0}     37    1
64    628   162   163  0.917950  {0,1,0}     29    1
60    630   157   161  0.675127  {1,0,0}     20    1
81    631   143   145  0.668243  {0,2,0}     28    1
77    635    27    28  0.181804  {0,1,0}     31    1
95    637    49    50  0.542356  {0,2,0}     29    1
83    641   210   215  0.343214  {0,3,0}     34    0
93    660   129   138  0.558765  {1,0,0}     29    1
44    668   175   176  0.346669  {1,1,0}     29    1
121   669     9    34  0.820950  {0,1,0}     27    0
51    691   174   183  0.807808  {0,1,1}     29    1
23    711    38    40  0.397565  {0,1,0}     37    1
