map EGL-G2-A
fac 5 10 {0,23,162,138,208}
hosp 1 {0}
n_ALS 8 1 {4:23,1:162,3:208}
n_BLS 19 1 {4:0,3:23,3:162,4:138,5:208}
n_CLS 8 0 {1:0,3:162,2:138,2:208}
      c_m  head  tail      c_af      c_d  c_tau  c_h
106     0   174   189  0.868662  {0,2,0}     30    0
17     10   177   181  0.040694  {0,2,0}     31    1
94     54   133   134  0.748124  {0,2,0}     39    0
77    123    10    41  0.792493  {0,2,0}     27    1
96    124   246   247  0.274324  {1,0,0}     25    1
79    139    59    60  0.129550  {0,2,0}     26    0
1     141    18    19  0.883066  {0,1,0}     36    1
92    152   245   246  0.397885  {0,2,0}     34    0
28    178   203   204  0.124437  {0,2,0}     28    1
73    192    78    82  0.032369  {0,0,1}     33    1
101   202   227   233  0.086165  {1,0,0}     40    1
111   281    54    55  0.287971  {0,2,0}     38    1
47    282   125   152  0.805300  {1,1,0}     33    1
40    282     5     6  0.248423  {0,1,0}     20    0
122   321   197   200  0.364024  {1,1,0}     30    1
55    325   218   250  0.554989  {0,2,0}     33    1
32    363   166   178  0.889597  {0,2,0}     37    1
126   382   188   189  0.395720  {1,0,0}     24    1
85    438    65    66  0.881378  {0,2,0}     27    1
34    441   234   239  0.994015  {0,1,1}     30    1
8     469   135   136  0.750131  {1,2,0}     28    1
120   473    47    64  0.290701  {0,3,0}     40    0
21    481   153   154  0.132106  {1,1,0}     25    1
116   486   117   121  0.126927  {1,0,0}     30    1
86    489   152   155  0.884227  {1,1,0}     29    1
113   498    67    69  0.393181  {0,2,0}     32    0
63    501    48    49  0.045236  {0,0,1}     32    0
65    503   239   243  0.720837  {1,1,0}     30    1
11    507   106   118  0.501951  {0,1,1}     34    0
100   508    87    88  0.961349  {0,1,0}     21    1
78    527   117   119  0.030539  {1,1,0}     21    1
41    529   102   111  0.226530  {0,2,0}     39    1
82    559   179   180  0.868293  {1,1,0}     36    0
24    563    98   127  0.873412  {0,2,0}     27    1
9     563    65    66  0.696781  {0,2,0}     25    0
39    602   179   184  0.606446  {0,1,0}     35    1
93    605   196   198  0.303414  {0,1,0}     22    1
102   639    48    49  0.217273  {0,1,1}     29    1
127   648   204   205  0.753749  {0,2,0}     40    1
125   658   112   113  0.984841  {0,1,1}     32    1
72    659    67    69  0.995004  {0,1,0}     37    1
64    659   102   111  0.840008  {1,1,0}     33    1
13    660   101   102  0.758912  {1,1,0}     28    1
61    679   193   246  0.163264  {1,0,0}     29    1
51    683    99   100  0.666304  {1,0,0}     35    1
108   692   236   238  0.268541  {0,1,0}     22    1
56    693    45    64  0.688862  {0,3,0}     35    0
124   696   206   207  0.487661  {0,2,0}     20    1
83    716    53    55  0.369337  {1,1,0}     23    1
74    718    89    97  0.483102  {0,3,0}     25    1
10    722   185   187  0.483678  {0,3,0}     28    1
38    742   205   207  0.217124  {1,0,0}     30    1
29    749   130   137  0.513780  {0,3,0}     40    1
123   761   145   148  0.901992  {0,3,0}     35    1
2     774    97   115  0.158049  {0,2,0}     32    1
3     783    66    93  0.691876  {1,3,0}     33    1
62    785    50    52  0.732674  {0,1,0}     25    1
36    789   246   247  0.165332  {0,3,0}     31    1
14    791    18    20  0.195385  {0,3,0}     22    1
57    797   113   115  0.338243  {1,1,0}     28    1
99    826    91    92  0.960648  {0,1,0}     24    1
42    827    53    55  0.154742  {1,1,0}     35    1
5     834   140   141  0.537117  {0,1,0}     22    0
53    835    71    72  0.723891  {1,0,0}     24    1
35    836   166   175  0.070524  {0,2,0}     32    0
91    836    54    55  0.390916  {0,3,0}     26    0
97    849   234   235  0.304040  {0,2,0}     37    1
103   858     8    33  0.047109  {0,2,0}     26    1
70    892    59    60  0.743770  {0,3,0}     28    1
54    912   171   172  0.083646  {0,3,0}     36    1
66    929   175   176  0.760897  {1,0,0}     23    1
33    933   184   188  0.804896  {0,2,0}     20    1
26    949   212   213  0.742605  {1,1,0}     34    1
98    950    16    18  0.817970  {1,0,0}     21    1
118   955    47    64  0.182450  {0,1,0}     27    0
27    957   122   124  0.961540  {0,1,0}     32    0
49    969     2    14  0.919024  {0,3,0}     27    1
22    977   190   191  0.917157  {1,1,0}     39    1
16    986   213   215  0.040193  {0,3,0}     24    1
84    986   185   187  0.417681  {0,1,1}     40    1
37    991   168   176  0.228330  {1,0,0}     30    1
0     993   181   182  0.755602  {0,1,0}     28    0
112  1055    71    72  0.274330  {0,1,1}     23    1
87   1056   202   203  0.279446  {0,3,0}     34    0
67   1061   130   131  0.793327  {1,1,0}     37    1
18   1069   126   127  0.853869  {0,3,0}     26    0
81   1070   253   254  0.394981  {1,1,0}     35    1
80   1077   152   155  0.293740  {1,0,0}     27    0
71   1078   198   199  0.197554  {0,1,1}     23    0
109  1081   185   186  0.756747  {1,0,0}     23    1
58   1094    59    60  0.052506  {1,1,0}     26    1
107  1104   120   162  0.679372  {0,1,0}     29    0
115  1109    19    20  0.190440  {0,1,0}     38    1
50   1110   117   118  0.095235  {0,1,0}     33    1
117  1112   233   254  0.433042  {1,0,0}     24    1
44   1144   250   251  0.533882  {1,1,0}     30    1
105  1159    29    30  0.433113  {0,0,1}     23    0
30   1159   159   160  0.215531  {0,1,0}     26    0
48   1159   105   106  0.008572  {1,1,0}     25    0
43   1168   133   135  0.297959  {0,3,0}     34    1
59   1172   101   102  0.330785  {0,1,0}     22    0
23   1183    82    83  0.950355  {1,1,0}     35    1
52   1203    27    28  0.677797  {0,3,0}     27    0
110  1212   122   124  0.400710  {0,1,1}     24    1
19   1228    32    33  0.846429  {0,2,0}     30    1
4    1235    13    14  0.478341  {1,1,0}     21    1
46   1263   104   105  0.871999  {1,0,0}     33    1
114  1265   135   136  0.845099  {0,1,0}     26    0
69   1272    76    78  0.966747  {1,2,0}     26    1
7    1276   136   137  0.726148  {0,2,0}     38    0
104  1278   231   232  0.476980  {0,2,0}     25    0
75   1279    76    78  0.373782  {0,1,0}     22    1
68   1286    34    41  0.256421  {1,0,0}     36    1
6    1291   184   185  0.691800  {1,2,0}     33    1
60   1299   112   113  0.714254  {0,2,0}     22    0
15   1329   163   167  0.349046  {0,1,1}     37    0
119  1343    43    46  0.938733  {0,1,0}     33    1
121  1348   236   237  0.272931  {0,2,0}     20    0
88   1357   210   215  0.940720  {1,0,0}     21    1
20   1364    66    67  0.764707  {0,1,0}     39    1
45   1366    66    67  0.746139  {0,0,1}     40    1
25   1372    43    44  0.574211  {0,3,0}     22    1
76   1384   136   146  0.488980  {1,1,0}     24    1
90   1384    97    98  0.167324  {1,1,0}     31    1
12   1391   117   119  0.992053  {0,1,1}     40    1
95   1410    36    37  0.831915  {0,0,1}     39    1
31   1424    66    92  0.541028  {1,0,0}     35    1
89   1426   199   200  0.056916  {0,2,0}     30    0
