map EGL-G2-E
fac 5 10 {0,102,135,19,30}
hosp 2 {0,58}
n_ALS 9 1 {3:0,1:102,1:135,2:19,2:30}
n_BLS 19 1 {2:0,9:102,3:135,2:19,3:30}
n_CLS 10 0 {2:135,5:19,3:30}
      c_m  head  tail      c_af      c_d  c_tau  c_h
115    15    71    72  0.688366  {0,2,0}     26    0
40     15   106   118  0.153056  {0,1,1}     28    1
103    30   158   160  0.337619  {1,0,0}     33    1
8      64     2     3  0.867402  {0,3,0}     34    1
105    70    82    83  0.057807  {1,1,0}     33    1
36     82   223   224  0.170431  {0,2,0}     38    0
117    88   125   126  0.317256  {0,3,0}     28    1
104    98   208   210  0.426680  {0,1,1}     29    1
37    111    27    28  0.662037  {1,1,0}     27    1
57    130    32    33  0.820352  {0,1,0}     29    1
114   142   166   167  0.196623  {0,1,0}     23    1
4     157   115   116  0.620719  {0,1,0}     23    0
13    168   116   123  0.726858  {1,1,0}     31    1
23    219   140   142  0.104956  {0,1,0}     40    1
35    228   104   105  0.862878  {1,1,0}     37    0
109   229   143   144  0.471630  {1,1,0}     28    1
49    229    49    56  0.120198  {0,0,1}     23    0
38    274    76    77  0.103694  {0,1,1}     33    1
78    317    63    65  0.612782  {1,1,0}     37    1
94    326     6    27  0.039186  {0,1,0}     29    1
112   341    80    81  0.987922  {1,0,0}     27    1
53    421   216   218  0.562938  {0,2,0}     35    1
122   421    31    32  0.527933  {0,1,0}     27    1
20    432    99   100  0.399922  {1,1,0}     29    1
34    438   243   245  0.651656  {0,2,0}     24    0
100   453   131   132  0.362065  {0,2,0}     30    0
18    476    27    28  0.280897  {0,2,0}     40    0
108   498   127   128  0.791545  {0,1,1}     28    1
11    510    63    65  0.118248  {1,1,0}     34    1
68    517    31    38  0.895324  {1,1,0}     22    1
9     519    35    36  0.311740  {1,0,0}     31    1
28    519   156   157  0.292593  {0,1,0}     40    1
27    536    37    75  0.916030  {0,3,0}     36    0
127   546     3     4  0.674377  {1,0,0}     21    1
55    556    53    54  0.561954  {1,0,0}     37    1
44    561   179   180  0.101326  {1,0,0}     32    1
76    562    81    89  0.175695  {0,0,1}     29    0
59    564    66    92  0.375225  {0,2,0}     22    1
62    577   194   242  0.733890  {1,1,0}     34    1
73    580    12    13  0.616366  {0,1,0}     20    0
121   622     3    23  0.966399  {0,0,1}     28    1
10    630   109   110  0.181276  {0,1,0}     33    1
21    634    41    51  0.303542  {1,1,0}     32    1
88    635   117   121  0.419785  {0,1,0}     38    1
43    650   105   107  0.053471  {0,2,0}     29    0
77    674   143   144  0.569449  {0,2,0}     20    1
116   680    14    15  0.833222  {0,1,0}     35    0
45    692    43    46  0.670275  {0,1,0}     21    1
7     692   181   182  0.457279  {0,0,1}     24    1
22    703    26    28  0.605600  {0,3,0}     24    1
51    714   105   106  0.869212  {0,2,0}     36    0
74    735    45    46  0.254636  {0,0,1}     20    1
47    740   251   254  0.303088  {0,0,1}     27    1
61    757    49    56  0.704542  {0,1,0}     33    0
110   785    90    92  0.405725  {1,0,0}     39    1
80    789    36    39  0.672253  {0,1,0}     25    1
107   807   118   119  0.493015  {0,1,1}     21    1
95    826   252   253  0.213490  {1,0,0}     33    1
