map EGL-G2-E
fac 5 10 {0,26,15,218,5}
hosp 2 {0,254}
n_ALS 5 1 {1:0,1:26,2:15,1:218}
n_BLS 16 1 {4:0,1:26,5:15,1:218,5:5}
n_CLS 7 0 {3:0,1:26,3:218}
      c_m  head  tail      c_af      c_d  c_tau  c_h
4      15    24    25  0.081656  {1,1,0}     39    1
9      69    32    34  0.010026  {0,1,0}     40    1
66     96    51    52  0.025221  {0,1,0}     32    1
62    103   175   177  0.857336  {1,1,0}     40    1
43    105   205   208  0.261940  {0,3,0}     23    0
67    211   130   131  0.106467  {1,0,0}     29    1
78    228   163   167  0.262912  {0,3,0}     24    1
20    238   204   205  0.046819  {1,0,0}     20    1
51    267    98   127  0.731210  {0,0,1}     40    0
47    304    76    77  0.181572  {0,2,0}     25    1
95    357    95    96  0.024739  {1,0,0}     29    1
64    377   220   221  0.104928  {0,1,0}     37    1
31    450    43    45  0.809473  {1,0,0}     37    1
110   451   145   146  0.759352  {0,1,0}     28    1
15    459   227   229  0.661466  {0,1,0}     29    0
57    494    70    71  0.488104  {0,0,1}     29    1
21    494   128   139  0.124201  {0,3,0}     30    1
91    504     6     7  0.621676  {0,1,0}     39    1
122   515   141   150  0.269824  {0,1,0}     38    0
94    521     5    23  0.276925  {1,1,0}     27    1
126   536   148   149  0.156669  {1,0,0}     34    1
83    544    30    33  0.578674  {1,3,0}     26    1
24    551    96    98  0.180875  {0,2,0}     40    1
50    553    24    26  0.028061  {0,1,1}     27    0
42    559    78    82  0.467789  {0,1,0}     31    1
58    608   127   128  0.994838  {0,1,0}     37    1
35    611    17    19  0.063009  {1,0,0}     28    1
81    614    54    55  0.458042  {0,1,0}     36    0
104   621   206   207  0.779271  {0,3,0}     20    0
93    625    61    65  0.069909  {0,1,0}     40    1
90    633   177   181  0.427625  {0,1,0}     23    0
73    644   123   124  0.960473  {1,3,0}     32    1
79    651    61    62  0.565606  {0,2,0}     31    1
48    654    67    69  0.435676  {0,1,0}     40    0
45    655   186   198  0.499799  {0,1,0}     29    1
30    665   179   183  0.335661  {0,3,0}     22    1
92    666    66    67  0.323719  {0,1,1}     34    0
114   677   104   105  0.156001  {0,2,0}     38    1
28    677    61    65  0.417063  {0,2,0}     22    0
26    686   130   137  0.191048  {1,0,0}     40    1
34    688    67    68  0.526233  {0,3,0}     23    0
82    691   120   170  0.051542  {1,1,0}     40    0
17    701    60    68  0.801685  {0,1,0}     22    0
41    702    63    65  0.061601  {0,2,0}     21    0
127   705    50    53  0.944663  {0,1,0}     36    0
36    710   129   130  0.058020  {1,1,0}     39    1
98    718    31    32  0.356264  {1,0,0}     22    1
111   723   137   138  0.459379  {1,0,0}     35    1
53    727   219   220  0.795320  {0,3,0}     24    1
2     736   116   123  0.452200  {0,3,0}     38    0
69    742   165   166  0.865722  {0,1,0}     40    1
119   753   196   198  0.702676  {0,2,0}     31    1
108   756    61    65  0.794860  {0,2,0}     39    1
38    758    51    52  0.703083  {0,1,0}     32    0
86    761   145   146  0.798847  {0,2,0}     31    0
99    762   145   148  0.175892  {0,2,0}     35    0
112   765   125   152  0.532750  {0,3,0}     22    1
37    773   176   177  0.726126  {1,0,0}     28    1
84    781   120   170  0.299405  {0,3,0}     36    1
52    787   142   143  0.753497  {0,1,0}     22    1
56    790    85   101  0.587023  {0,3,0}     37    0
125   797   247   248  0.324216  {0,1,0}     35    0
39    802   201   202  0.457372  {0,1,0}     23    0
88    813   117   119  0.463665  {0,2,0}     39    0
68    814     5    26  0.402423  {1,0,0}     35    1
97    819    48    49  0.358178  {0,1,1}     24    1
40    826    43    45  0.514804  {0,2,0}     30    0
65    833   243   245  0.038240  {0,1,1}     34    1
72    834   240   241  0.292846  {0,2,0}     32    1
33    837   174   183  0.009568  {1,1,0}     31    1
46    839   122   124  0.313011  {0,0,1}     32    1
55    851    74    76  0.878855  {1,1,0}     36    1
124   872    26    28  0.896584  {0,1,1}     20    1
