map EGL-G2-E
fac 5 10 {0,111,202,109,184}
hosp 1 {0}
n_ALS 8 1 {2:0,2:111,1:202,1:109,2:184}
n_BLS 22 1 {7:0,2:111,3:202,5:109,5:184}
n_CLS 6 0 {1:0,1:202,4:109}
      c_m  head  tail      c_af      c_d  c_tau  c_h
95     17   226   229  0.074835  {1,1,0}     38    1
67     35    74    75  0.496708  {0,1,0}     35    1
115    36    67    69  0.233333  {1,1,0}     38    1
62     37   166   178  0.912861  {0,1,0}     23    1
118    55   120   162  0.435380  {1,0,0}     24    1
36     85    62    63  0.408632  {1,1,0}     30    1
46     89    15    17  0.502592  {1,0,0}     28    1
87    109   190   192  0.790030  {0,1,1}     31    1
28    125   124   125  0.864147  {1,0,0}     27    1
120   126     3    15  0.274906  {1,0,0}     25    1
88    192   123   124  0.199023  {0,0,1}     22    0
1     213    11    42  0.495692  {0,1,1}     32    0
94    227   102   111  0.662933  {0,1,0}     24    1
63    321    45    46  0.790771  {0,3,0}     21    0
35    341   116   117  0.859223  {1,1,0}     26    1
90    396    15    17  0.456573  {0,2,0}     35    1
12    426    99   100  0.033825  {0,3,0}     38    1
17    442   108   109  0.086288  {0,1,1}     32    1
75    445     5     6  0.440395  {0,2,0}     24    1
34    465   246   247  0.086292  {0,2,0}     35    1
109   477   115   116  0.302804  {0,1,0}     24    0
33    503     7    30  0.943457  {1,1,0}     29    1
82    506    23   171  0.202617  {1,3,0}     39    1
102   519    54    58  0.558227  {0,1,0}     28    1
5     520   102   103  0.215391  {0,1,0}     22    1
121   527   244   245  0.622669  {0,1,0}     32    1
101   530   154   157  0.470243  {0,1,0}     25    0
106   533   145   148  0.757147  {1,0,0}     25    1
85    537    26    28  0.698152  {0,2,0}     32    1
119   584    90    91  0.100725  {0,1,0}     28    1
59    587    15    17  0.394383  {0,2,0}     31    0
113   591    31    38  0.519235  {1,1,0}     36    1
45    601   170   174  0.804771  {0,3,0}     32    1
58    606   251   252  0.082243  {0,3,0}     33    1
30    609   226   251  0.700122  {0,1,0}     40    0
107   610   198   199  0.386310  {1,1,0}     20    1
