map EGL-G1-D
fac 5 10 {0,99,209,205,153}
hosp 1 {0}
n_ALS 5 1 {1:0,1:99,3:209}
n_BLS 25 1 {5:0,5:99,5:209,3:205,7:153}
n_CLS 10 0 {1:0,3:99,2:209,2:205,2:153}
      c_m  head  tail      c_af      c_d  c_tau  c_h
54      6   105   117  0.050027  {1,0,0}     21    1
51     13    26    28  0.441467  {1,0,0}     33    1
74     43    39    40  0.758085  {1,1,0}     29    1
8     135    63    64  0.631978  {0,0,1}     29    0
12    145    50    52  0.575080  {0,2,0}     34    1
111   167    73    75  0.402606  {0,3,0}     40    1
26    198    65    66  0.285000  {0,1,0}     27    1
19    199   186   187  0.680381  {0,3,0}     22    1
53    205   226   231  0.548242  {0,2,0}     26    1
36    229    89    90  0.392165  {0,3,0}     36    1
37    249    50    51  0.819670  {0,2,0}     26    1
70    268    96    97  0.955455  {1,1,0}     40    1
114   308   140   149  0.045402  {0,3,0}     32    1
86    358     1    12  0.294110  {0,3,0}     20    1
23    362    89    90  0.726271  {1,2,0}     36    1
95    366   165   177  0.882900  {0,3,0}     28    0
35    373   158   160  0.660568  {0,3,0}     35    0
46    416   103   104  0.203796  {0,3,0}     30    1
124   443   237   238  0.081495  {0,2,0}     37    0
33    445    22    24  0.616786  {0,3,0}     24    0
5     451   176   179  0.293170  {0,2,0}     22    1
115   472   153   157  0.261526  {0,3,0}     21    0
102   472   134   135  0.656529  {0,1,0}     31    0
118   493    66    67  0.190384  {0,2,0}     35    1
39    505   124   125  0.366079  {1,1,0}     27    1
85    512     3    15  0.419186  {1,1,0}     36    1
71    517   202   203  0.394873  {0,1,1}     28    0
90    539   115   116  0.958439  {0,2,0}     29    0
110   556    16    17  0.704947  {0,1,1}     25    0
16    557   212   218  0.950789  {1,1,0}     24    1
98    558   241   242  0.360411  {0,2,0}     36    1
106   564   220   222  0.264717  {1,0,0}     28    1
69    576    22    24  0.240832  {0,3,0}     38    0
62    595   105   117  0.528973  {1,0,0}     21    1
88    601    43    45  0.654098  {1,3,0}     24    1
42    607   177   184  0.798269  {0,1,0}     22    1
94    612    27    28  0.559521  {1,1,0}     34    1
65    616    24    25  0.681537  {1,0,0}     37    1
77    624   164   165  0.983234  {1,1,0}     30    1
116   667   243   244  0.848084  {0,2,0}     32    1
108   672   121   123  0.566922  {1,1,0}     23    1
14    693   222   225  0.210455  {0,1,0}     20    1
80    705   160   164  0.086730  {0,2,0}     35    0
55    707   213   214  0.624168  {0,2,0}     26    1
0     712   128   129  0.628840  {1,3,0}     23    1
10    723    54    58  0.625008  {0,1,0}     34    1
2     728   190   191  0.292491  {0,2,0}     23    0
99    740    65    66  0.508669  {0,3,0}     34    1
