map EGL-G1-C
fac 5 10 {0,107,134,9,119}
hosp 1 {0}
n_ALS 8 1 {3:107,2:134,2:9,1:119}
n_BLS 21 1 {3:0,6:107,2:134,3:9,7:119}
n_CLS 8 0 {3:134,4:9,1:119}
      c_m  head  tail      c_af      c_d  c_tau  c_h
42     12   105   117  0.334466  {1,1,0}     24    1
64     24   124   125  0.483813  {0,1,0}     40    0
33     57   146   147  0.519538  {1,0,0}     26    1
19    112   114   115  0.641744  {1,0,0}     37    1
87    122     0     1  0.482713  {0,2,0}     22    1
83    150     5    26  0.840088  {0,1,1}     27    0
109   158   121   122  0.929309  {0,1,0}     27    1
66    164   198   200  0.448903  {0,2,0}     27    1
2     173    28    29  0.772296  {0,2,0}     21    0
65    188   177   184  0.742729  {0,1,0}     29    1
102   264   124   149  0.922563  {0,2,0}     31    0
68    281    48    57  0.758796  {0,2,0}     29    1
45    308    77    81  0.326327  {0,1,0}     27    1
6     317    78    79  0.511660  {0,3,0}     27    1
123   324   104   106  0.880862  {1,0,0}     21    1
44    325     6     7  0.187567  {0,2,0}     21    1
79    340     9    10  0.497171  {0,0,1}     22    1
29    358   111   112  0.691480  {0,2,0}     22    1
90    381   190   191  0.936953  {1,1,0}     38    1
39    415    20    21  0.536356  {0,2,0}     28    1
106   454   116   117  0.245572  {1,3,0}     29    1
36    473   106   108  0.004928  {0,2,0}     23    1
84    486    91    92  0.712802  {0,1,0}     32    1
1     488    56    57  0.441148  {0,1,0}     37    1
124   489   210   212  0.890716  {0,2,0}     33    1
23    491   115   122  0.881114  {1,3,0}     27    1
30    500   231   236  0.449263  {1,1,0}     33    0
8     517   118   119  0.800060  {0,2,0}     28    1
38    522   207   208  0.300437  {1,1,0}     25    0
54    523   157   158  0.066813  {0,2,0}     39    1
17    526   106   108  0.978321  {0,1,0}     20    1
25    531    30    33  0.280729  {1,1,0}     34    1
107   532    45    46  0.871022  {0,1,0}     24    0
43    553   244   248  0.953800  {0,3,0}     25    1
76    554   170   171  0.098550  {1,0,0}     26    1
98    562   210   211  0.435383  {0,1,1}     39    1
110   577   102   110  0.139617  {0,1,0}     31    1
5     595   191   194  0.809930  {0,1,0}     39    0
120   595   120   121  0.746958  {1,0,0}     30    1
49    606    65    92  0.089769  {0,1,0}     23    1
13    612   219   220  0.887025  {0,2,0}     25    1
67    620   142   144  0.676673  {1,0,0}     31    1
3     626    84   100  0.442213  {0,3,0}     21    0
78    633    43    44  0.369957  {0,2,0}     34    0
18    643   153   157  0.136574  {0,3,0}     39    1
115   647   167   175  0.499780  {0,2,0}     20    1
22    648   178   183  0.153599  {0,1,0}     34    0
31    658   139   140  0.865742  {0,0,1}     22    0
86    681   210   211  0.601859  {1,0,0}     21    1
27    691    83    85  0.535100  {1,1,0}     21    1
73    694   237   238  0.018239  {0,1,0}     31    1
122   712    96   114  0.377380  {0,1,1}     21    1
28    716   171   172  0.843531  {0,2,0}     40    0
59    718   163   164  0.995350  {1,0,0}     23    1
58    735   245   246  0.190160  {1,0,0}     33    1
60    743   142   144  0.001791  {1,2,0}     22    1
104   744   191   193  0.709267  {0,2,0}     24    1
0     748   227   228  0.016541  {0,1,0}     20    1
88    749    49    56  0.431449  {0,1,1}     21    0
61    751   140   149  0.859297  {0,2,0}     28    0
92    751    85    86  0.064429  {0,1,1}     30    1
46    769   106   108  0.485170  {1,0,0}     20    1
119   785   123   124  0.155509  {1,1,0}     28    1
103   787    68    69  0.822688  {0,0,1}     36    1
20    811   196   197  0.347974  {0,1,0}     38    1
117   811   132   134  0.560341  {1,0,0}     38    1
126   811   112   114  0.771523  {0,3,0}     23    0
37    821   238   239  0.370385  {0,0,1}     24    0
24    822   151   154  0.022887  {0,2,0}     35    1
112   829    10    41  0.966221  {0,1,0}     21    0
113   841   156   162  0.170924  {0,1,0}     29    1
101   849    50    53  0.014935  {0,1,0}     32    0
