map EGL-G2-A
fac 5 10 {0,59,134,247,174}
hosp 1 {0}
n_ALS 8 1 {3:0,1:59,1:134,1:247,2:174}
n_BLS 24 1 {6:0,4:59,2:134,6:247,6:174}
n_CLS 6 0 {1:59,3:247,2:174}
      c_m  head  tail      c_af      c_d  c_tau  c_h
10      5    17    19  0.526138  {0,3,0}     27    0
120    37    89    90  0.997733  {0,1,0}     28    1
97     71    42    43  0.078546  {1,0,0}     27    1
29    105    39    40  0.738871  {0,1,0}     23    1
123   123   132   133  0.211316  {0,2,0}     30    1
21    128    22    24  0.102044  {0,1,0}     26    1
70    143   163   167  0.126638  {0,1,0}     35    1
48    169   116   117  0.137726  {0,1,0}     38    0
46    235   239   243  0.171182  {0,1,0}     30    1
77    338     1     2  0.631423  {1,0,0}     31    1
71    342    39    73  0.707739  {0,1,1}     34    1
79    354   179   183  0.289918  {0,0,1}     28    1
102   360    46    47  0.238024  {1,0,0}     32    1
41    396   225   226  0.791171  {0,2,0}     33    1
53    412   228   230  0.420413  {0,3,0}     26    0
6     427   177   181  0.420033  {1,1,0}     27    1
1     464     7     8  0.966099  {1,0,0}     29    1
86    467     7     8  0.645552  {0,3,0}     35    1
93    471   119   120  0.916142  {1,0,0}     34    1
45    474    36    38  0.952820  {1,1,0}     32    1
67    488   141   142  0.505574  {0,1,0}     23    1
11    494   236   237  0.041075  {0,1,0}     23    0
88    514   108   109  0.659743  {0,1,0}     21    1
95    515    41    51  0.452610  {0,2,0}     26    0
73    516    51    52  0.464343  {1,1,0}     34    1
13    516   190   192  0.411429  {0,3,0}     33    0
87    518    58    59  0.751567  {0,3,0}     28    1
12    523    82    83  0.666713  {1,0,0}     24    1
68    529    40    41  0.895857  {0,2,0}     34    0
122   547   171   172  0.367592  {0,1,0}     20    1
23    550   217   219  0.678676  {0,1,0}     28    1
44    586   125   150  0.447631  {0,1,1}     20    0
7     593   117   118  0.449925  {0,1,0}     34    0
82    595   152   155  0.417250  {0,2,0}     35    0
65    599   202   209  0.936811  {1,1,0}     21    1
66    611   158   159  0.190934  {0,3,0}     40    1
109   619   200   201  0.053321  {0,1,1}     25    0
