map EGL-G2-D
fac 5 10 {0,24,121,217,67}
hosp 2 {0,66}
n_ALS 8 1 {2:121,4:217,2:67}
n_BLS 16 1 {1:0,1:24,4:121,5:217,5:67}
n_CLS 5 0 {3:121,1:217,1:67}
      c_m  head  tail      c_af      c_d  c_tau  c_h
99     45   104   105  0.744899  {0,3,0}     34    0
43     59    97   112  0.110859  {0,1,1}     22    1
1      82   240   241  0.042234  {0,1,0}     20    1
81    102     3    15  0.952391  {0,2,0}     36    1
111   164   158   160  0.014102  {0,1,0}     25    1
52    176    60    68  0.238436  {0,3,0}     25    1
13    224     5     6  0.452138  {0,2,0}     40    0
78    242   192   193  0.293210  {0,1,0}     37    0
107   256   146   147  0.548351  {0,2,0}     37    1
70    295   127   128  0.429324  {0,0,1}     21    0
41    375   180   181  0.519281  {0,1,0}     34    1
103   403    24    26  0.335000  {1,0,0}     21    1
108   450    17    22  0.237398  {1,0,0}     23    1
18    452     7    30  0.215000  {1,1,0}     21    1
25    465   178   185  0.729336  {1,1,0}     29    1
31    468   143   144  0.402242  {0,2,0}     33    1
85    478   246   247  0.336304  {1,1,0}     24    1
26    491   154   158  0.171073  {0,1,0}     38    1
95    503    45    64  0.192045  {0,0,1}     33    1
74    507   251   252  0.999855  {1,0,0}     20    1
71    540   154   158  0.864335  {0,1,0}     25    1
125   552   174   189  0.999935  {0,1,0}     28    1
42    572   101   102  0.826148  {0,3,0}     40    1
24    574    66    67  0.779688  {1,0,0}     20    1
92    575   251   254  0.426342  {0,1,1}     22    1
126   577    53    55  0.792628  {0,2,0}     30    1
61    585     5    23  0.368366  {0,3,0}     35    1
112   590    40    41  0.317052  {0,1,0}     37    1
119   607   200   201  0.700405  {1,1,0}     32    1
66    609   177   180  0.808483  {0,3,0}     26    1
34    609   124   125  0.496078  {1,2,0}     35    1
4     616    80    81  0.484861  {0,1,0}     28    1
104   616   102   111  0.133150  {1,1,0}     28    1
44    623     3     4  0.407345  {0,2,0}     34    1
101   634   235   236  0.636426  {0,3,0}     39    1
68    654   249   252  0.899209  {0,2,0}     37    0
118   661    83    84  0.955083  {0,1,0}     22    1
9     672   104   105  0.179203  {1,0,0}     34    1
88    685   111   114  0.311901  {0,2,0}     33    1
58    697   152   155  0.288944  {0,0,1}     39    0
50    708    63    64  0.047029  {0,0,1}     28    1
127   723   234   239  0.401307  {1,0,0}     37    1
59    725   122   124  0.131378  {0,1,0}     30    1
2     741    92    93  0.877484  {0,1,1}     26    0
124   749    14    15  0.430687  {0,2,0}     28    0
23    752    23   171  0.723292  {0,2,0}     37    0
35    752   139   140  0.795630  {1,0,0}     30    1
64    756   136   146  0.597156  {0,3,0}     24    1
11    756   155   156  0.338875  {1,0,0}     33    1
87    763   132   133  0.345311  {0,3,0}     35    1
122   765    98   127  0.518496  {0,1,0}     35    0
54    765   211   212  0.575359  {0,1,1}     33    1
114   784   121   122  0.863728  {1,0,0}     32    1
98    787   213   215  0.671995  {1,3,0}     22    1
6     800    21    35  0.200905  {0,2,0}     39    0
83    806    86    87  0.177886  {1,0,0}     34    1
17    807   166   167  0.733422  {0,2,0}     40    0
106   810   203   204  0.951394  {1,0,0}     30    1
8     810    11    42  0.658711  {1,1,0}     39    1
76    815   227   229  0.160502  {1,1,0}     28    1
97    818   221   222  0.511203  {0,1,0}     38    1
12    826   192   194  0.852786  {0,2,0}     26    1
86    828   222   223  0.791010  {0,2,0}     35    1
28    831   139   140  0.750517  {1,1,0}     21    1
116   832   239   243  0.673539  {0,1,0}     22    1
105   837    39    73  0.162168  {0,3,0}     40    1
36    848   117   119  0.267663  {0,1,0}     33    1
0     854    39    52  0.391906  {0,1,1}     35    1
22    857   102   103  0.819267  {1,0,0}     38    1
123   858   152   155  0.928835  {0,2,0}     29    0
90    864    32    33  0.320295  {0,3,0}     32    0
93    865   234   235  0.768050  {1,0,0}     40    1
40    865   120   162  0.187942  {0,3,0}     35    1
121   869   198   199  0.296126  {0,3,0}     22    0
20    869   140   142  0.971700  {0,3,0}     22    1
48    873    63    65  0.028477  {1,1,0}     32    1
80    883   240   242  0.819188  {0,1,0}     36    1
37    890    32    34  0.129148  {0,3,0}     31    1
10    891   106   108  0.191192  {0,1,0}     37    0
21    911    16    18  0.418996  {0,1,0}     29    0
82    932    73    74  0.763610  {0,1,1}     30    1
75    934   218   250  0.820257  {0,2,0}     20    1
65    940    95    96  0.231838  {1,0,0}     26    1
15    943   175   177  0.107641  {1,1,0}     20    1
7     951   175   176  0.446419  {0,1,0}     33    0
57    954    66    93  0.245306  {1,0,0}     34    1
30    955    21    35  0.019830  {0,3,0}     20    1
49    958   103   104  0.171940  {0,1,0}     29    1
69    960   140   142  0.392870  {1,1,0}     34    1
89    964    99   132  0.651791  {0,3,0}     22    1
79    973   129   138  0.182514  {0,2,0}     39    0
102   992   191   195  0.472222  {0,3,0}     21    0
29   1003   178   185  0.952511  {1,0,0}     30    1
96   1003    19    20  0.947467  {0,3,0}     29    0
109  1020   239   243  0.004811  {0,0,1}     35    1
84   1026   219   223  0.732470  {1,0,0}     33    1
117  1038   122   123  0.343165  {0,3,0}     26    1
39   1040   139   140  0.687595  {0,3,0}     38    0
38   1081   122   124  0.852155  {0,2,0}     37    0
110  1092    76    77  0.250200  {0,1,1}     26    1
19   1098   226   229  0.919569  {0,2,0}     30    1
115  1100     1     2  0.100747  {1,0,0}     31    1
77   1112   210   211  0.171987  {0,2,0}     40    1
67   1114     8     9  0.506158  {0,1,0}     22    1
14   1126   221   222  0.731359  {1,0,0}     21    1
91   1130   231   232  0.094291  {0,2,0}     21    0
56   1139   243   245  0.838002  {1,1,0}     35    1
53   1151   212   213  0.372194  {0,2,0}     35    0
27   1157    28    29  0.656982  {0,3,0}     38    0
100  1164    16    18  0.105743  {0,3,0}     23    1
63   1177   237   238  0.435104  {0,3,0}     32    1
62   1186   197   200  0.107124  {0,1,0}     32    0
120  1190    31    32  0.032703  {0,1,1}     39    1
55   1208    23   150  0.178392  {0,1,1}     20    1
113  1215     9    34  0.739312  {0,0,1}     27    0
16   1218   189   190  0.673776  {1,1,0}     32    1
45   1221   123   124  0.874500  {0,2,0}     40    1
3    1221    24    26  0.307867  {0,1,0}     32    0
72   1253   170   171  0.432205  {0,0,1}     38    0
5    1272   163   167  0.348749  {0,2,0}     22    1
73   1308   156   157  0.708312  {0,0,1}     32    1
32   1309   215   221  0.839239  {1,1,0}     35    1
46   1312   216   217  0.790805  {0,2,0}     38    1
47   1316   170   174  0.530853  {0,0,1}     36    0
94   1320   195   196  0.909116  {1,0,0}     21    1
60   1341   161   165  0.951769  {0,3,0}     24    1
33   1351   222   223  0.284569  {0,3,0}     39    1
51   1429    67    69  0.548469  {1,0,0}     22    1
