map EGL-G1-D
fac 5 10 {0,94,128,147,122}
hosp 1 {0}
n_ALS 6 1 {2:94,3:128,1:122}
n_BLS 22 1 {7:0,4:94,4:128,1:147,6:122}
n_CLS 5 0 {2:0,1:94,2:122}
      c_m  head  tail      c_af      c_d  c_tau  c_h
56     51    51    52  0.713194  {1,0,0}     37    1
117    55   131   132  0.110681  {0,0,1}     25    1
68     76    83    85  0.508522  {0,2,0}     23    0
79     91   158   160  0.775685  {0,1,1}     39    1
125   164    63    64  0.270662  {0,3,0}     23    1
4     235    68    69  0.299916  {0,2,0}     29    0
104   240   213   214  0.049102  {0,2,0}     32    0
74    242   245   246  0.562496  {0,0,1}     34    1
49    246   197   198  0.752301  {1,0,0}     27    1
95    308     9    34  0.158283  {0,2,0}     25    1
20    324   232   233  0.887692  {1,1,0}     20    1
78    339    45    64  0.324837  {0,3,0}     23    1
84    380     1    12  0.770068  {0,1,0}     40    0
100   388   132   134  0.637672  {0,2,0}     35    1
21    413   101   110  0.319884  {0,3,0}     32    0
41    438   202   203  0.313679  {0,3,0}     26    1
62    457   103   104  0.265377  {0,2,0}     29    1
59    475   229   230  0.195495  {1,1,0}     32    1
36    486    41    51  0.682659  {1,0,0}     39    1
10    497   114   115  0.138347  {0,0,1}     21    0
16    498   198   199  0.590413  {0,1,0}     26    1
58    502   188   189  0.065194  {0,2,0}     20    1
65    506   177   178  0.300811  {1,1,0}     28    1
77    516    94    95  0.791226  {1,1,0}     22    1
80    516   134   135  0.974897  {1,0,0}     23    1
48    522   139   140  0.427148  {0,2,0}     21    0
85    526   243   244  0.481850  {1,3,0}     32    1
73    534   115   122  0.067355  {1,0,0}     35    1
66    545   151   154  0.471372  {1,0,0}     32    1
18    549   116   118  0.321746  {1,0,0}     21    1
99    572    73    75  0.730417  {1,1,0}     33    1
103   598    98   130  0.419065  {0,2,0}     32    1
88    598     1    12  0.714254  {1,0,0}     32    1
37    620    54    55  0.013836  {1,1,0}     30    1
63    623   119   169  0.982953  {0,1,0}     36    0
102   648    77    81  0.187454  {1,0,0}     30    0
101   657   211   212  0.718304  {1,0,0}     26    1
64    659   212   218  0.513030  {0,2,0}     32    1
32    665   213   214  0.605168  {0,2,0}     28    0
91    675    49    56  0.931356  {1,0,0}     39    1
45    679   222   223  0.177053  {0,2,0}     25    1
94    690   244   248  0.448038  {0,2,0}     27    1
123   714   144   145  0.445776  {0,3,0}     36    1
108   743   116   120  0.250469  {0,2,0}     35    1
23    743   171   172  0.264588  {0,2,0}     35    0
42    748    85    86  0.937134  {0,0,1}     21    0
71    758   211   213  0.093150  {1,0,0}     36    1
40    773   219   221  0.175584  {1,0,0}     26    1
114   783   106   107  0.520204  {0,3,0}     40    1
92    789    31    32  0.709406  {1,0,0}     25    1
3     791    47    64  0.637937  {0,1,0}     20    0
70    807    75    77  0.226787  {1,0,0}     31    1
126   813   190   192  0.432560  {1,0,0}     26    1
106   827   225   248  0.985324  {0,1,0}     26    1
110   827    40    41  0.070203  {0,2,0}     31    0
47    843   185   186  0.669806  {0,0,1}     37    1
116   843   199   202  0.120187  {1,0,0}     35    1
60    854   129   130  0.213914  {1,1,0}     31    1
35    867   237   240  0.297630  {1,1,0}     20    1
113   890   145   146  0.462377  {1,1,0}     29    1
61    890   142   144  0.349721  {1,0,0}     26    1
97    890   198   199  0.486192  {0,1,0}     39    1
82    891   180   181  0.974382  {0,0,1}     35    0
26    892   144   147  0.502936  {0,2,0}     22    0
93    896   211   213  0.503433  {0,1,0}     37    0
50    911    43    45  0.533418  {0,2,0}     35    1
107   923   106   107  0.912757  {1,3,0}     33    1
8     923   213   214  0.247218  {1,1,0}     25    1
90    926   191   193  0.251910  {0,3,0}     40    0
0     928    38    40  0.709925  {1,1,0}     37    1
51    929    14    15  0.497060  {1,0,0}     28    1
29    929    83    84  0.602161  {0,2,0}     34    1
14    937     1    12  0.800491  {1,0,0}     20    1
22    943   220   222  0.341120  {0,0,1}     30    0
11    952    53    54  0.562637  {0,1,1}     27    1
54    957    15    17  0.924434  {1,0,0}     32    1
2     966   144   147  0.700545  {1,0,0}     24    1
31    967   156   160  0.707395  {1,0,0}     27    1
44    973    47    48  0.216224  {1,0,0}     28    1
1     974   103   104  0.754807  {0,0,1}     31    1
76    986   180   181  0.648220  {0,2,0}     24    1
120   987   157   159  0.550520  {0,0,1}     22    0
24    991   152   153  0.294545  {1,1,0}     33    0
33    997   171   172  0.308634  {1,1,0}     29    1
12   1004    36    39  0.784320  {0,2,0}     31    1
87   1011   244   245  0.263017  {0,2,0}     36    1
25   1013    73    75  0.658717  {1,1,0}     40    1
34   1025    79    80  0.879635  {1,1,0}     37    1
111  1030   195   197  0.091536  {1,1,0}     34    1
96   1041    84   100  0.853587  {1,0,0}     26    1
75   1051    72    73  0.148849  {0,3,0}     32    1
119  1057    30    33  0.868272  {0,3,0}     20    1
43   1064    23   149  0.624383  {1,0,0}     39    1
83   1074   115   116  0.981703  {0,3,0}     24    1
57   1091   118   119  0.618644  {1,1,0}     36    1
7    1128   228   230  0.383643  {0,1,1}     29    1
38   1128   153   156  0.379802  {1,0,0}     20    1
127  1131   149   150  0.884368  {1,0,0}     31    1
13   1144   110   113  0.216266  {1,0,0}     36    1
124  1145    48    49  0.001672  {0,1,1}     21    1
86   1150   150   152  0.082965  {0,2,0}     29    0
121  1157   131   132  0.771486  {0,2,0}     22    0
5    1165   112   113  0.515337  {1,3,0}     21    1
109  1173    96   114  0.905221  {0,2,0}     40    1
55   1182    24    26  0.180758  {1,0,0}     39    1
53   1192    39    72  0.425436  {1,1,0}     22    1
89   1196    75    76  0.923590  {0,3,0}     23    1
19   1199   245   246  0.548793  {0,2,0}     31    1
105  1203    77    81  0.205723  {0,2,0}     34    0
98   1204   189   241  0.691894  {1,1,0}     40    1
52   1218   127   128  0.127111  {0,2,0}     28    0
6    1220   229   230  0.696237  {0,1,0}     31    1
115  1225    65    91  0.088710  {0,1,1}     23    1
69   1235    29    31  0.914534  {0,0,1}     28    1
15   1275    10    41  0.077437  {0,3,0}     27    0
118  1280   171   172  0.582690  {0,1,1}     33    0
46   1281   234   235  0.162443  {0,3,0}     25    1
17   1281   106   107  0.280622  {0,1,0}     27    0
67   1284   142   144  0.198310  {0,1,1}     30    1
9    1295   116   117  0.491355  {0,1,0}     25    1
27   1296   197   198  0.903892  {0,2,0}     34    0
39   1332    38    40  0.838345  {1,0,0}     35    1
28   1340   134   146  0.859714  {0,0,1}     38    1
81   1348    73    74  0.827972  {0,2,0}     38    0
72   1351   150   152  0.666138  {0,2,0}     38    1
30   1361   170   171  0.257297  {0,2,0}     25    0
112  1431   231   236  0.115570  {1,0,0}     20    1
122  1436     8    33  0.445724  {0,0,1}     33    1
