map EGL-G2-D
fac 5 10 {0,128,246,39,88}
hosp 2 {0,117}
n_ALS 8 1 {3:0,1:128,3:246,1:88}
n_BLS 18 1 {3:0,3:246,8:39,4:88}
n_CLS 5 0 {3:128,1:246,1:39}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60     14   179   183  0.673369  {0,2,0}     28    0
78     14   217   219  0.241584  {0,0,1}     27    1
107   111   151   152  0.785994  {0,2,0}     32    1
80    112     6     7  0.177788  {0,1,0}     26    1
79    132   248   249  0.454769  {0,1,0}     29    1
89    153   143   145  0.171496  {0,1,0}     32    1
115   170     5    26  0.919821  {0,3,0}     29    0
3     190   145   146  0.544161  {0,3,0}     20    0
125   210   111   114  0.515161  {0,0,1}     31    0
41    273   172   173  0.009551  {1,1,0}     36    1
119   318    57    61  0.218296  {1,0,0}     33    1
42    335    68    69  0.211134  {0,2,0}     37    1
117   359   174   183  0.181882  {1,0,0}     25    1
49    363   234   235  0.925652  {0,1,1}     33    1
74    381   174   189  0.454200  {1,1,0}     37    1
48    389   246   247  0.349244  {0,2,0}     35    0
21    399   221   222  0.498988  {0,2,0}     23    0
43    407    99   131  0.813123  {0,2,0}     20    1
102   425     1    12  0.334170  {0,3,0}     28    1
51    426    70    79  0.739964  {1,0,0}     35    1
98    426   158   160  0.803123  {0,1,0}     40    0
16    439   218   225  0.597525  {1,0,0}     38    1
100   446     1    12  0.972120  {0,2,0}     24    1
50    453   180   181  0.041401  {1,0,0}     40    1
55    457    48    57  0.627769  {0,3,0}     27    1
5     482   247   249  0.925308  {0,2,0}     22    1
114   501    65    66  0.851651  {0,1,0}     24    1
20    551    28    29  0.779245  {0,2,0}     30    1
58    571    39    73  0.874044  {0,1,1}     24    0
39    588   151   152  0.750022  {1,1,0}     35    1
63    593   161   165  0.529967  {1,0,0}     40    1
93    599    57    61  0.276235  {1,0,0}     36    1
25    601   226   229  0.075890  {0,2,0}     22    0
122   608    15    17  0.688446  {1,1,0}     39    1
113   610   235   236  0.462872  {1,1,0}     40    1
37    612   122   123  0.009535  {1,2,0}     27    1
14    618   105   106  0.523782  {0,3,0}     26    0
38    620   154   157  0.743321  {1,1,0}     35    1
120   626    45    46  0.596416  {0,1,0}     26    1
40    633    48    49  0.643099  {0,3,0}     21    0
62    674   202   209  0.969998  {1,1,0}     32    1
64    675    16    17  0.262230  {1,1,0}     22    1
24    687    29    31  0.309090  {0,2,0}     22    1
90    706   216   218  0.038742  {0,3,0}     28    1
57    730    89    90  0.656857  {1,1,0}     37    1
