map EGL-G1-C
fac 5 10 {0,245,140,192,212}
hosp 3 {0,74,243}
n_ALS 10 1 {1:0,3:245,2:140,4:192}
n_BLS 23 1 {3:0,3:245,6:140,6:192,5:212}
n_CLS 5 0 {1:0,1:245,3:212}
      c_m  head  tail      c_af      c_d  c_tau  c_h
119     5   125   149  0.919704  {0,1,1}     27    1
18     25   192   193  0.801084  {1,1,0}     39    1
71    113    84   100  0.469324  {0,1,0}     23    0
20    147    85    86  0.473630  {1,1,0}     28    1
66    148     3    15  0.066419  {0,2,0}     37    0
109   152   242   243  0.560616  {0,1,0}     32    0
96    200    23   229  0.264425  {0,2,0}     28    1
58    235   177   178  0.374904  {0,2,0}     29    1
2     239    23    86  0.150870  {0,2,0}     28    1
83    240   101   110  0.704505  {0,2,0}     30    1
77    279   142   143  0.309549  {1,3,0}     37    1
73    281    73    75  0.782830  {0,1,0}     30    0
105   343    17    22  0.032981  {1,0,0}     20    1
36    384   166   167  0.780447  {0,2,0}     22    0
27    394   174   176  0.042527  {1,1,0}     23    0
67    438    43    45  0.508012  {0,2,0}     32    0
117   458     4    22  0.654461  {1,0,0}     22    1
74    460   104   105  0.546567  {1,0,0}     26    1
10    468   116   120  0.388546  {1,1,0}     22    1
8     478   199   201  0.052587  {0,1,0}     31    0
84    501   169   170  0.488421  {0,2,0}     22    0
121   507    36    38  0.862750  {0,1,0}     36    1
25    507    89    90  0.032365  {1,0,0}     33    1
118   518   234   235  0.628887  {1,1,0}     20    1
3     528   199   202  0.792639  {1,1,0}     24    1
33    546    30    33  0.359044  {0,2,0}     33    0
123   555   178   179  0.354873  {0,2,0}     22    1
100   569     8    33  0.864741  {1,1,0}     33    1
59    580   246   247  0.460391  {0,3,0}     35    0
103   582   196   203  0.550213  {1,1,0}     24    1
116   583    50    52  0.856037  {1,0,0}     26    1
61    594    66    67  0.257125  {1,1,0}     25    1
12    618    38    40  0.399789  {1,0,0}     27    1
54    628    16    17  0.301337  {0,3,0}     24    1
78    630   127   138  0.658430  {0,1,0}     25    1
111   639   104   105  0.151603  {1,2,0}     20    1
52    651   115   122  0.463464  {1,1,0}     34    1
79    671   231   236  0.169387  {0,2,0}     22    1
41    676    73    75  0.852076  {0,2,0}     26    1
97    680   237   240  0.549235  {0,1,0}     27    1
101   688    85    86  0.800819  {0,1,0}     30    0
95    708   151   154  0.592576  {1,1,0}     21    1
124   724    94    95  0.350076  {0,2,0}     22    1
112   725   210   212  0.289502  {0,1,0}     20    1
89    747   119   161  0.967271  {0,3,0}     34    0
47    748   151   154  0.448573  {0,1,0}     37    1
110   751   134   146  0.431750  {0,2,0}     36    1
108   752   129   136  0.967510  {1,0,0}     38    0
107   754    91    92  0.453964  {0,2,0}     34    1
92    755   174   176  0.453954  {0,1,0}     30    1
48    758     3     4  0.655406  {0,1,0}     27    0
16    763   129   130  0.277633  {0,1,1}     34    1
69    770    82    83  0.361756  {0,1,0}     34    1
122   774    75    76  0.925881  {0,1,1}     32    1
19    784   157   158  0.701053  {1,1,0}     23    1
42    790    77    78  0.136849  {0,1,0}     22    1
39    802   160   163  0.206682  {0,1,1}     20    1
7     807    69    78  0.438174  {1,0,0}     25    1
6     810   112   113  0.097213  {0,1,0}     40    1
17    838   126   127  0.535997  {1,0,0}     28    1
126   844   216   217  0.990470  {1,0,0}     38    1
51    848   169   173  0.712111  {0,2,0}     25    0
63    854    68    69  0.590312  {0,0,1}     25    0
34    856   112   113  0.998916  {0,1,0}     22    1
0     859   163   168  0.469065  {0,1,0}     29    0
31    862   121   123  0.238175  {0,1,1}     33    0
80    889    48    49  0.365071  {0,0,1}     24    1
114   916    75    76  0.765294  {1,1,0}     32    1
23    917   227   228  0.569561  {0,2,0}     24    0
44    919     4     5  0.722689  {0,3,0}     25    1
120   923   232   234  0.384728  {0,2,0}     25    1
127   925   158   159  0.395844  {0,3,0}     23    1
13    937   120   154  0.031675  {0,1,0}     26    1
50    940   185   186  0.243811  {1,1,0}     22    1
49    943    25    26  0.645830  {1,3,0}     28    1
5     949     4     5  0.851665  {0,2,0}     21    0
60    951   163   164  0.231128  {0,2,0}     34    1
65    954    11    42  0.897592  {0,0,1}     24    1
102   958   156   162  0.265023  {0,2,0}     39    1
4     958   213   214  0.647531  {0,2,0}     28    1
76    968     3    15  0.151450  {0,2,0}     35    0
104   980   120   154  0.753118  {0,3,0}     25    0
85    985    98   130  0.540595  {0,2,0}     31    0
37    990     3     4  0.414036  {0,2,0}     38    1
29    993   120   121  0.811044  {1,0,0}     22    1
70   1000   142   143  0.469802  {1,0,0}     29    1
98   1001    36    38  0.969097  {1,1,0}     34    1
32   1002    49    56  0.663315  {1,1,0}     39    1
24   1003     2    14  0.508019  {0,3,0}     35    0
87   1004   186   187  0.977124  {1,0,0}     26    1
125  1005     8    33  0.098800  {1,3,0}     21    1
82   1007    96   114  0.773626  {0,2,0}     40    1
81   1008   131   132  0.527142  {0,1,0}     22    1
21   1022   138   139  0.065067  {1,0,0}     34    1
72   1023    71    72  0.091978  {0,2,0}     22    0
15   1028     7    30  0.451637  {0,2,0}     27    0
91   1046     9    34  0.356528  {1,0,0}     32    1
56   1062   206   207  0.100799  {0,2,0}     24    1
45   1072    98   131  0.569488  {0,0,1}     34    1
35   1084    89    91  0.236149  {0,1,1}     23    1
64   1085   130   131  0.026164  {0,1,0}     38    0
22   1103   116   120  0.201797  {0,2,0}     22    1
86   1105    18    20  0.348757  {1,1,0}     29    1
26   1127    14    15  0.068688  {0,1,0}     23    0
99   1131    31    32  0.972071  {0,2,0}     21    1
113  1133   186   187  0.727372  {0,1,0}     39    1
93   1138   175   176  0.036343  {0,1,1}     38    1
38   1138   204   205  0.355466  {1,1,0}     34    1
53   1145   203   210  0.553517  {0,3,0}     21    0
90   1147    43    46  0.866916  {0,1,1}     39    1
106  1175   167   175  0.551527  {0,2,0}     31    0
9    1186    93    94  0.297484  {0,3,0}     31    1
28   1189    82    83  0.456401  {0,3,0}     25    1
57   1197   170   171  0.747966  {1,1,0}     33    0
1    1207    50    53  0.445006  {0,1,1}     30    1
68   1208   154   155  0.588854  {0,1,0}     29    1
88   1212    32    33  0.885014  {0,0,1}     20    1
55   1231   107   108  0.092444  {1,3,0}     35    1
11   1279   184   185  0.734837  {0,2,0}     36    1
40   1285   191   194  0.485191  {1,1,0}     34    1
30   1327   135   136  0.868241  {0,1,0}     33    1
14   1341     3    15  0.798064  {0,1,0}     35    1
46   1357    27    30  0.700071  {1,1,0}     25    1
75   1363    90    95  0.075655  {1,1,0}     29    1
94   1375    71    72  0.605048  {1,1,0}     39    1
43   1399   178   182  0.017765  {0,2,0}     29    0
115  1402   207   209  0.846373  {0,2,0}     21    1
62   1418   237   240  0.858163  {0,1,0}     34    1
