map EGL-G1-B
fac 5 10 {0,179,195,126,7}
hosp 1 {0}
n_ALS 8 1 {2:0,1:179,5:7}
n_BLS 19 1 {3:0,6:179,3:195,6:126,1:7}
n_CLS 6 0 {1:0,2:179,1:195,2:7}
      c_m  head  tail      c_af      c_d  c_tau  c_h
65     29     0     1  0.668181  {1,0,0}     26    1
66     57   210   211  0.078609  {0,1,0}     36    1
13     68     7     8  0.477191  {0,1,0}     27    0
117    75   116   120  0.646154  {0,3,0}     38    0
70     99   234   236  0.342191  {0,2,0}     23    1
81    127    24    25  0.493905  {1,1,0}     23    1
48    160   178   179  0.138609  {0,1,0}     36    1
86    166     2    14  0.337656  {0,0,1}     32    1
67    178   246   248  0.290150  {1,1,0}     40    1
71    195   110   113  0.016901  {1,3,0}     20    1
114   295    36    37  0.242914  {0,1,0}     27    1
51    306    91    92  0.614525  {1,2,0}     30    1
62    363    17    19  0.200336  {0,1,0}     24    0
101   371   196   197  0.398423  {0,2,0}     30    1
22    420   237   240  0.722498  {1,0,0}     32    1
118   427   103   113  0.379399  {1,1,0}     40    1
76    433   127   128  0.747452  {0,0,1}     25    0
68    440   118   119  0.744264  {0,3,0}     30    0
50    457    23   229  0.769978  {0,1,0}     21    0
84    463   132   133  0.392479  {0,0,1}     29    0
59    483    86    87  0.318334  {0,1,0}     21    1
57    483    39    52  0.013782  {0,2,0}     39    1
91    484   223   224  0.551056  {0,2,0}     34    1
77    488   229   230  0.795941  {0,0,1}     33    1
53    495   211   213  0.682615  {0,1,0}     20    1
60    502   140   141  0.023444  {0,2,0}     20    0
35    504   163   168  0.523504  {0,1,0}     33    1
10    507    29    31  0.769653  {1,2,0}     38    1
95    517    65    91  0.748909  {1,0,0}     23    1
27    536   207   208  0.132128  {0,1,0}     39    1
55    538   173   181  0.716953  {0,0,1}     38    1
32    557   130   131  0.704958  {0,1,0}     39    1
73    562   104   105  0.181096  {0,2,0}     37    1
37    579     3     4  0.628065  {0,0,1}     32    0
42    581   157   159  0.140775  {0,0,1}     20    1
89    610    59    71  0.513366  {0,3,0}     34    0
46    613    24    26  0.510257  {1,0,0}     35    1
11    617    29    31  0.552062  {0,2,0}     35    1
39    645   225   227  0.384062  {1,0,0}     20    1
110   646   167   175  0.347147  {0,0,1}     30    1
8     654     5    26  0.783291  {1,1,0}     32    1
33    674   225   227  0.272513  {0,1,1}     23    1
24    687   170   171  0.874892  {0,1,0}     25    1
54    698    43    45  0.319798  {0,1,0}     20    1
61    702   225   226  0.323202  {1,1,0}     33    1
40    702   203   210  0.823170  {0,3,0}     28    1
20    706    97   126  0.474722  {0,1,0}     35    1
79    711   157   159  0.558050  {0,2,0}     25    0
94    741   127   128  0.426684  {0,1,0}     33    1
43    742   138   139  0.962809  {0,0,1}     20    0
23    745   157   158  0.809120  {1,0,0}     34    1
87    746   154   155  0.552730  {1,0,0}     20    1
45    757     1     2  0.164523  {0,1,0}     20    0
1     780   219   220  0.948661  {0,2,0}     23    1
6     788   237   240  0.657712  {1,1,0}     29    1
112   788    25    26  0.037446  {0,2,0}     35    0
75    789    75    77  0.516660  {0,2,0}     38    0
0     793   220   222  0.696972  {0,2,0}     39    1
49    797   210   211  0.447696  {0,1,0}     25    0
119   798    45    46  0.620851  {0,1,0}     26    0
12    801   116   120  0.081001  {0,1,0}     35    0
82    817   150   151  0.964798  {0,2,0}     21    1
126   826    70    71  0.273945  {0,2,0}     21    0
90    829    90    91  0.250234  {1,1,0}     26    1
74    833    77    81  0.723433  {1,0,0}     22    1
34    834   121   123  0.092441  {0,2,0}     37    1
109   838   108   109  0.895805  {1,1,0}     25    1
16    839    69    78  0.043158  {0,1,1}     29    0
63    861   125   126  0.372029  {0,3,0}     21    0
28    862    24    25  0.029338  {1,1,0}     35    1
44    868   120   121  0.653154  {0,1,1}     24    1
64    871    93    94  0.735640  {0,2,0}     28    0
106   876   127   138  0.701595  {0,1,0}     24    0
21    879   123   124  0.776359  {0,2,0}     21    1
123   880   190   192  0.491166  {0,1,0}     34    0
30    883    66    67  0.403883  {0,1,0}     31    0
113   888   142   143  0.421487  {1,0,0}     20    1
115   894   177   184  0.008187  {1,1,0}     37    1
36    897   174   176  0.919343  {1,1,0}     22    1
47    914   225   227  0.192116  {1,1,0}     37    1
122   917   111   112  0.884406  {0,0,1}     28    1
41    932     3    23  0.135419  {1,0,0}     25    1
