map EGL-G2-E
fac 5 10 {0,192,178,183,53}
hosp 1 {0}
n_ALS 9 1 {2:0,4:192,3:178}
n_BLS 15 1 {4:0,4:192,2:178,1:183,4:53}
n_CLS 6 0 {1:192,1:178,1:183,3:53}
      c_m  head  tail      c_af      c_d  c_tau  c_h
27      0   239   243  0.280199  {0,0,1}     21    1
24      9    84    85  0.451650  {0,3,0}     34    0
11     48    32    34  0.699731  {0,3,0}     26    1
85     49   117   119  0.773022  {1,0,0}     23    1
102    52   181   182  0.047874  {0,1,0}     29    0
43    116   170   174  0.545203  {0,1,1}     23    1
72    156    56    57  0.166190  {1,3,0}     24    1
26    238    56    57  0.248242  {0,1,0}     39    0
55    312    10    41  0.004918  {0,3,0}     38    1
83    337    97   115  0.081366  {1,0,0}     25    1
75    374    23   171  0.752255  {0,1,0}     34    0
92    395    16    17  0.289674  {0,3,0}     26    1
117   400   226   229  0.350155  {1,0,0}     25    1
106   406    26    28  0.437730  {1,1,0}     31    1
41    414    95    96  0.409238  {0,1,0}     25    1
121   416     9    34  0.718361  {0,3,0}     34    0
37    425    30    33  0.980698  {1,1,0}     20    1
25    462    62    63  0.794225  {0,1,0}     40    0
111   483   231   232  0.139450  {1,1,0}     24    1
14    484    24    26  0.916803  {0,1,1}     38    1
0     487    82    85  0.168570  {1,0,0}     29    1
40    535   249   250  0.106226  {1,1,0}     26    1
104   538   244   245  0.988064  {1,1,0}     37    1
97    563    57    61  0.749245  {1,1,0}     36    1
63    563    90    92  0.419838  {0,1,0}     32    0
8     570   239   244  0.112801  {0,3,0}     30    1
20    573   219   220  0.575384  {0,2,0}     38    0
107   574   239   244  0.158052  {0,1,1}     21    1
113   581   140   141  0.394185  {1,0,0}     40    1
9     584   153   154  0.677783  {0,2,0}     27    1
66    589    34    41  0.190584  {0,3,0}     33    0
54    599    72    73  0.556553  {0,1,0}     24    0
31    609   159   161  0.389328  {0,2,0}     30    0
1     613   253   254  0.708757  {1,1,0}     26    1
100   626    84    86  0.303644  {0,3,0}     39    1
76    661    23   237  0.906243  {0,1,0}     36    1
48    661   133   134  0.897840  {0,3,0}     31    0
126   677   249   252  0.179551  {0,3,0}     27    0
125   679   152   155  0.657810  {0,1,0}     31    1
68    694    14    15  0.903920  {0,1,0}     32    0
34    697   117   121  0.325930  {0,3,0}     26    1
16    713   225   226  0.161760  {0,1,0}     31    1
18    719    24    25  0.765238  {1,1,0}     25    1
44    729    16    18  0.452059  {0,2,0}     29    1
103   736    17    22  0.092738  {0,2,0}     22    1
70    737   190   192  0.525590  {0,1,0}     21    1
110   740   140   141  0.280146  {1,1,0}     32    1
91    759   154   158  0.823567  {0,1,1}     37    0
5     789    22    24  0.395828  {0,2,0}     25    1
33    794   105   106  0.080770  {0,2,0}     26    0
81    795   201   203  0.457577  {1,0,0}     24    1
116   797   184   188  0.936717  {0,2,0}     37    1
32    801    16    17  0.881519  {1,0,0}     32    1
61    808    82    85  0.000835  {0,2,0}     31    0
45    812   113   115  0.889556  {1,0,0}     36    1
80    815    16    18  0.506841  {1,1,0}     30    1
65    821   210   211  0.567824  {1,1,0}     36    1
71    834   116   117  0.836877  {0,1,0}     28    1
2     844   191   195  0.171092  {1,2,0}     27    1
23    853    98   127  0.918005  {0,2,0}     35    0
99    860    63    64  0.370903  {0,0,1}     28    0
35    870    35    36  0.508206  {0,1,0}     29    1
73    885   123   124  0.548849  {0,1,0}     32    1
67    888    85   101  0.951210  {0,1,0}     37    1
57    892    66    92  0.394218  {1,0,0}     33    1
46    894    19    20  0.443576  {0,1,1}     29    0
88    906   154   158  0.133025  {0,3,0}     20    1
62    909   108   109  0.306592  {0,2,0}     37    1
101   913    74    75  0.351822  {0,1,0}     38    1
122   947   139   140  0.892352  {0,3,0}     24    0
30    952   217   218  0.411461  {0,1,0}     31    1
29    968    37    75  0.629801  {1,1,0}     35    1
36    969   127   128  0.985045  {0,2,0}     21    1
87    973    15    17  0.520360  {1,1,0}     22    1
93    983     1    12  0.097219  {0,1,0}     36    1
115  1008   191   195  0.897496  {1,1,0}     23    1
94   1011    76    77  0.080136  {0,1,0}     31    1
17   1026   122   123  0.610716  {1,1,0}     30    1
108  1028    65    66  0.055460  {0,2,0}     26    1
47   1030    90    91  0.500459  {0,2,0}     38    0
12   1040    39    73  0.358938  {0,1,0}     36    1
10   1061   192   193  0.807916  {0,1,0}     33    0
