map EGL-G2-A
fac 5 10 {0,130,117,161,78}
hosp 1 {0}
n_ALS 7 1 {3:130,3:117,1:161}
n_BLS 24 1 {3:0,4:130,6:117,9:161,2:78}
n_CLS 7 0 {1:0,1:130,5:78}
      c_m  head  tail      c_af      c_d  c_tau  c_h
57      8   163   167  0.379814  {0,3,0}     32    1
12     20   155   156  0.728196  {0,1,1}     33    0
71     28   120   162  0.972583  {1,0,0}     22    1
67     32   253   254  0.205620  {0,3,0}     23    1
97     35    66    67  0.567976  {0,0,1}     36    1
96     95    91    96  0.000233  {1,0,0}     30    1
91    119    15    17  0.210041  {0,3,0}     34    1
76    129   247   249  0.656437  {0,3,0}     26    1
30    135    76    77  0.666587  {1,1,0}     29    1
56    150   193   246  0.363248  {0,1,0}     33    1
7     166   239   240  0.614537  {0,3,0}     30    1
112   187    83    84  0.498335  {1,0,0}     20    1
69    199   222   223  0.269779  {0,0,1}     34    0
101   237    35    36  0.815117  {1,0,0}     22    1
116   247   142   143  0.034923  {0,1,0}     29    0
85    335   223   224  0.726607  {1,1,0}     26    1
32    380   233   235  0.927246  {0,2,0}     28    1
122   381   181   182  0.275721  {0,1,0}     37    1
93    384    21    35  0.447220  {0,1,1}     20    1
8     403   179   184  0.575513  {0,2,0}     27    1
54    408    61    62  0.682545  {0,1,0}     35    0
63    416   130   137  0.642128  {0,3,0}     22    1
102   416    95    96  0.275395  {0,1,0}     31    1
125   440   247   249  0.032802  {0,1,0}     35    0
94    446     8    33  0.231233  {0,2,0}     33    0
61    447   117   118  0.573444  {0,1,0}     28    1
72    462   184   188  0.820237  {0,0,1}     26    0
35    465   123   124  0.529628  {0,0,1}     31    0
15    474    84    85  0.562585  {0,3,0}     32    1
52    478   179   183  0.225152  {1,1,0}     25    1
107   481   226   227  0.447416  {0,3,0}     28    1
0     493   234   239  0.970870  {1,1,0}     26    1
50    516     5    23  0.746393  {0,2,0}     27    1
83    555   164   165  0.378891  {0,2,0}     31    0
98    560   244   245  0.170927  {1,0,0}     25    1
120   580   133   134  0.666310  {1,0,0}     20    1
87    582    60    68  0.342584  {0,0,1}     34    0
64    583    29    30  0.833910  {1,0,0}     35    0
55    584   192   194  0.608287  {0,3,0}     32    0
81    590    24    25  0.485400  {1,0,0}     33    1
66    613    74    76  0.609036  {0,2,0}     36    0
37    629   197   199  0.876406  {0,2,0}     40    0
16    635    24    25  0.288846  {0,1,0}     21    0
113   640     9    34  0.522184  {0,2,0}     24    1
75    644    89    90  0.098384  {0,1,0}     25    0
103   646    79    80  0.187767  {0,1,0}     36    1
51    652   140   141  0.011299  {0,3,0}     32    1
62    666   176   177  0.695340  {0,1,0}     39    1
80    680    18    20  0.260750  {0,1,0}     32    1
121   681    61    62  0.538640  {0,1,0}     21    1
115   688   190   191  0.702171  {0,2,0}     26    0
104   689   115   116  0.361306  {1,0,0}     21    1
65    694    65    66  0.621069  {0,2,0}     34    1
5     718   193   194  0.048438  {0,2,0}     34    1
88    721   174   189  0.055174  {1,1,0}     32    0
10    726    99   100  0.830887  {0,2,0}     34    1
20    732   197   199  0.900948  {0,2,0}     27    0
60    732    61    62  0.047257  {1,0,0}     28    1
110   736   205   208  0.563683  {0,1,0}     32    1
18    742   130   131  0.879154  {0,1,0}     23    1
39    750   252   253  0.494130  {0,2,0}     37    1
47    766   178   185  0.790532  {1,1,0}     26    1
45    795    71    72  0.339583  {0,3,0}     31    1
99    800   116   123  0.144534  {0,3,0}     34    0
114   813    10    41  0.023391  {0,1,0}     22    1
29    814   252   253  0.244998  {0,2,0}     22    1
111   817    72    73  0.720684  {0,3,0}     40    1
124   819   233   235  0.826307  {0,1,0}     24    1
21    828   170   171  0.405475  {0,3,0}     31    0
17    834    74    75  0.699999  {0,1,0}     38    1
105   838    63    64  0.084290  {1,0,0}     29    1
40    840   113   114  0.145233  {0,1,0}     23    1
42    845   226   251  0.253042  {0,2,0}     24    0
14    856   220   221  0.414217  {0,3,0}     20    0
86    857   122   124  0.020570  {0,1,0}     32    0
74    863   223   224  0.507103  {0,1,0}     24    1
78    883   166   175  0.357615  {1,1,0}     30    1
119   890   219   220  0.823345  {0,1,0}     25    1
46    897   244   253  0.882487  {0,3,0}     34    1
2     905    82    85  0.700595  {1,3,0}     28    1
48    907    32    34  0.971886  {1,1,0}     36    1
6     915   178   179  0.014348  {0,2,0}     27    0
77    918   113   114  0.424226  {0,0,1}     23    0
106   928   156   162  0.388949  {0,1,0}     30    1
79    945   158   160  0.499423  {0,1,0}     35    1
28    947    24    26  0.179903  {0,3,0}     25    0
53    960   218   250  0.359943  {0,0,1}     24    0
126   962    61    65  0.221830  {0,1,0}     20    0
9     970   112   113  0.900070  {1,0,0}     40    1
95    980   120   170  0.008289  {0,2,0}     29    1
4     981    95    99  0.268526  {0,3,0}     26    1
43    983   119   120  0.569664  {0,1,0}     25    1
27    983   103   111  0.085311  {0,2,0}     40    1
127   984   166   175  0.604995  {0,3,0}     40    1
38    987    82    85  0.515599  {0,2,0}     40    0
22   1002    70    79  0.777003  {0,3,0}     24    1
33   1004   237   238  0.032273  {0,1,0}     26    1
90   1004   237   238  0.955764  {0,2,0}     33    1
70   1011   153   154  0.777819  {0,3,0}     24    1
82   1019    43    46  0.877834  {0,1,0}     28    1
11   1022    61    62  0.897300  {0,3,0}     23    1
23   1026    18    20  0.946191  {0,1,1}     35    0
109  1049   106   108  0.174914  {0,3,0}     25    1
44   1050    67    68  0.459022  {0,2,0}     31    0
49   1054    93    94  0.104113  {0,2,0}     26    1
68   1057   113   114  0.317835  {1,0,0}     30    1
92   1104    66    67  0.285294  {1,1,0}     31    0
36   1114   197   200  0.736938  {0,1,0}     27    0
84   1130   103   104  0.060121  {1,1,0}     24    1
73   1132   175   177  0.566153  {1,1,0}     35    1
108  1143    66    93  0.922344  {0,3,0}     32    0
25   1148    45    64  0.895790  {1,0,0}     40    1
100  1194    70    79  0.064619  {0,3,0}     38    1
3    1210   225   226  0.716500  {0,1,0}     24    1
19   1210    10    41  0.328539  {1,0,0}     29    1
1    1217   184   188  0.334706  {0,2,0}     35    1
89   1220    27    30  0.508064  {0,1,1}     23    0
34   1260    69    80  0.204288  {1,1,0}     34    1
31   1264    36    39  0.019746  {1,1,0}     24    0
59   1265    79    80  0.670891  {0,3,0}     25    0
13   1270   197   199  0.929874  {0,2,0}     30    1
24   1290    10    41  0.078428  {0,3,0}     37    1
123  1292   136   137  0.578992  {0,3,0}     37    1
118  1307   136   137  0.445913  {0,2,0}     35    1
26   1325     6     7  0.784583  {0,2,0}     34    1
117  1363    97    98  0.502500  {1,0,0}     21    1
58   1404    12    16  0.395892  {1,1,0}     26    1
41   1421   194   242  0.662146  {0,2,0}     25    1
