map EGL-G2-B
fac 5 10 {0,247,18,161,159}
hosp 1 {0}
n_ALS 8 1 {3:0,2:247,3:18}
n_BLS 18 1 {4:0,2:247,5:18,3:161,4:159}
n_CLS 8 0 {2:0,2:18,2:161,2:159}
      c_m  head  tail      c_af      c_d  c_tau  c_h
123     6   234   239  0.706288  {0,2,0}     32    1
85     70    91    92  0.811628  {0,2,0}     38    0
29    108   115   116  0.364662  {0,0,1}     34    0
20    139   121   122  0.600587  {0,3,0}     36    1
116   188    48    57  0.935241  {0,2,0}     35    0
111   229   157   163  0.849247  {0,3,0}     21    1
117   335    47    48  0.755657  {0,3,0}     40    1
7     342   108   109  0.944290  {1,0,0}     36    1
9     343    17    22  0.289122  {0,2,0}     39    0
36    409   129   138  0.723128  {1,1,0}     34    1
5     453    34    41  0.565639  {1,0,0}     24    1
67    463   112   113  0.419268  {1,1,0}     23    1
70    466    13    14  0.068140  {0,1,0}     20    0
60    467   111   114  0.908530  {0,1,0}     39    1
34    503   145   146  0.488082  {1,0,0}     32    1
40    508    20    21  0.759485  {0,2,0}     32    1
75    510     3    23  0.413814  {1,0,0}     34    1
32    518    94    95  0.427939  {0,1,0}     22    0
21    519    86    87  0.153103  {0,1,0}     29    1
91    528   202   209  0.950059  {1,0,0}     24    1
52    530    24    26  0.554948  {0,3,0}     22    1
45    536    49    56  0.548211  {0,3,0}     25    0
35    539   150   151  0.699493  {1,2,0}     25    1
108   542     2     3  0.620012  {0,2,0}     27    1
2     544   251   254  0.365311  {1,3,0}     25    1
121   552   245   246  0.479955  {1,1,0}     27    1
107   564    63    64  0.484083  {0,3,0}     33    1
99    571   137   138  0.855404  {0,1,0}     33    1
68    590    71    72  0.883998  {0,0,1}     31    0
49    605    63    64  0.745722  {0,1,0}     36    1
53    605    97   112  0.025850  {0,1,0}     39    1
120   607   245   247  0.180146  {0,1,0}     40    0
1     612   247   249  0.257377  {0,1,0}     24    0
57    619   219   220  0.008769  {0,1,0}     37    0
24    624   125   152  0.962109  {0,1,0}     38    1
90    645    71    73  0.105724  {0,2,0}     35    1
105   659    67    68  0.547269  {0,1,0}     38    1
11    660    53    54  0.413640  {0,1,0}     23    0
46    664    97   112  0.418845  {0,2,0}     22    1
82    670   239   243  0.490855  {0,3,0}     26    0
79    680   117   119  0.264696  {0,3,0}     31    1
63    702   225   226  0.625588  {1,0,0}     28    1
50    719    43    46  0.766316  {0,2,0}     21    0
23    734   217   218  0.436008  {0,1,1}     34    0
87    737   190   192  0.091021  {0,3,0}     20    0
88    743     9    10  0.995593  {1,2,0}     37    1
72    747   231   232  0.356242  {1,1,0}     25    1
69    749   159   161  0.308092  {0,2,0}     33    1
39    758   170   174  0.008090  {0,1,0}     29    1
55    764   130   131  0.585399  {0,2,0}     25    1
33    767   210   211  0.905615  {0,2,0}     30    0
22    769    70    79  0.970183  {0,0,1}     33    1
104   773   108   109  0.686066  {1,0,0}     37    1
62    774   104   114  0.696077  {0,1,0}     33    0
65    776   152   153  0.322891  {0,2,0}     33    0
30    776   247   249  0.700850  {1,0,0}     27    1
42    780    13    14  0.105693  {0,1,1}     34    0
114   781    55    56  0.471532  {0,3,0}     24    1
26    789   171   172  0.196680  {0,2,0}     40    1
97    796    35    36  0.632211  {0,2,0}     27    1
58    804    23   171  0.401856  {0,2,0}     30    1
25    805   112   113  0.243792  {0,2,0}     40    0
113   825     4    22  0.836476  {0,0,1}     33    0
66    827   203   204  0.631888  {0,2,0}     40    1
6     832   209   216  0.410065  {0,3,0}     27    0
76    840    84    85  0.252686  {1,1,0}     38    1
103   851   116   123  0.479360  {0,1,0}     28    0
81    873    39    52  0.357714  {0,3,0}     30    1
8     887   226   227  0.546854  {0,1,0}     32    0
101   899   251   252  0.273834  {0,2,0}     39    1
102   915    69    80  0.456780  {0,1,0}     21    0
44    938   113   115  0.456422  {0,1,0}     20    0
126   950   239   244  0.037660  {0,3,0}     24    1
71    982    27    28  0.400784  {0,1,0}     25    1
59    983   180   181  0.587495  {0,2,0}     21    1
38    988    91    96  0.833635  {1,1,0}     28    1
127   997    54    55  0.687545  {0,3,0}     21    1
80   1007    89    97  0.854262  {1,1,0}     32    1
