map EGL-G2-C
fac 5 10 {0,72,57,158,253}
hosp 2 {0,158}
n_ALS 9 1 {3:0,2:72,2:57,1:158,1:253}
n_BLS 20 1 {4:0,5:72,5:57,4:158,2:253}
n_CLS 8 0 {2:72,1:158,5:253}
      c_m  head  tail      c_af      c_d  c_tau  c_h
27      3   170   171  0.835181  {0,2,0}     26    0
64      5    96    98  0.119706  {0,1,1}     30    1
114    15   215   221  0.771100  {1,0,0}     39    1
46     53   152   153  0.586726  {1,0,0}     27    1
33     64    91    96  0.831610  {1,0,0}     37    1
0     148   191   195  0.109403  {0,3,0}     39    0
126   175   104   105  0.709542  {1,1,0}     26    1
28    188   102   111  0.960188  {1,1,0}     21    1
11    189   102   111  0.153035  {1,0,0}     22    1
124   227   197   200  0.162585  {0,2,0}     31    1
103   241    10    41  0.641629  {0,1,0}     25    0
35    258   236   238  0.683262  {1,0,0}     27    1
101   283   249   250  0.817878  {1,1,0}     39    1
127   306    66    67  0.388279  {0,2,0}     33    1
84    308   103   104  0.158232  {0,2,0}     39    1
96    367    99   100  0.652047  {1,0,0}     25    1
4     384    24    26  0.095419  {0,1,0}     23    1
5     401   123   124  0.178890  {0,2,0}     24    1
65    419   210   215  0.902210  {0,3,0}     22    1
108   421   175   176  0.588792  {0,2,0}     34    1
1     472   245   247  0.691576  {1,0,0}     32    1
99    484   213   215  0.197915  {0,3,0}     30    0
110   504   246   247  0.738150  {0,1,1}     25    0
118   506   233   235  0.406232  {0,3,0}     24    0
26    529   140   142  0.053912  {0,1,1}     22    0
31    543   234   235  0.853277  {0,1,0}     20    1
98    544    50    53  0.928180  {0,1,1}     27    0
94    545   167   168  0.961911  {0,2,0}     37    1
52    578   251   252  0.055686  {0,2,0}     28    0
8     585   161   164  0.997451  {0,3,0}     24    1
6     585   101   102  0.551207  {1,1,0}     40    1
50    605    13    14  0.732145  {1,1,0}     39    1
9     605    22    24  0.001399  {1,0,0}     34    1
119   610   236   238  0.435104  {1,1,0}     39    1
70    611    90    91  0.064843  {0,1,0}     25    1
75    617   145   146  0.654310  {0,3,0}     37    0
44    617   179   183  0.121664  {0,1,1}     22    1
91    621    49    56  0.258067  {1,0,0}     25    1
72    624    43    45  0.322706  {0,2,0}     29    0
39    625   233   234  0.001300  {1,1,0}     22    1
100   646    38    40  0.656748  {0,2,0}     33    1
76    652    61    65  0.427522  {0,2,0}     21    1
47    672   155   156  0.110294  {0,1,0}     23    0
16    703   164   169  0.228730  {0,2,0}     32    1
82    718    63    64  0.412218  {0,3,0}     27    0
22    719     5    23  0.381499  {0,2,0}     21    1
116   729   202   209  0.866466  {0,2,0}     36    1
97    729   219   220  0.071475  {1,1,0}     32    1
49    739   192   194  0.555861  {0,1,0}     31    1
92    751   236   238  0.432947  {0,2,0}     20    0
106   757    12    13  0.784705  {1,0,0}     31    1
86    759   136   137  0.711747  {0,3,0}     23    1
29    764   236   237  0.442686  {0,1,0}     34    1
81    793   171   172  0.873838  {0,2,0}     40    0
23    795   216   217  0.195870  {1,0,0}     24    1
115   796   166   178  0.605269  {0,2,0}     28    1
36    801   239   240  0.876581  {0,2,0}     40    1
73    810   139   140  0.045688  {1,1,0}     31    1
62    820   152   153  0.985432  {0,2,0}     36    0
37    830   204   205  0.350195  {1,0,0}     31    1
88    831   157   161  0.714454  {0,1,1}     29    1
121   831    60    68  0.237542  {0,1,1}     33    1
2     833   215   221  0.647363  {0,3,0}     29    0
95    835   168   176  0.910720  {1,1,0}     28    1
79    835    74    75  0.444360  {0,1,0}     21    1
80    839    36    38  0.127873  {0,2,0}     22    1
53    856   227   231  0.854357  {0,1,0}     35    0
10    861    23   150  0.936320  {0,1,1}     21    1
24    864   251   252  0.169359  {0,2,0}     40    1
21    865   161   165  0.495734  {1,0,0}     37    1
125   866   209   216  0.373205  {1,0,0}     32    1
63    871   124   125  0.973368  {0,1,0}     29    1
13    882    63    64  0.940453  {1,0,0}     23    1
105   891   132   133  0.507569  {1,1,0}     34    1
107   892   233   235  0.450815  {1,2,0}     29    1
120   896   210   215  0.008053  {0,3,0}     39    0
68    902   193   194  0.738864  {0,2,0}     20    1
89    912   180   181  0.647386  {1,1,0}     36    1
15    949    80    81  0.127862  {0,1,0}     39    1
93    949    26    28  0.331156  {0,0,1}     20    1
113   950   221   222  0.143569  {1,1,0}     24    1
45    950   192   193  0.148604  {0,2,0}     40    0
78    952    47    64  0.438514  {0,3,0}     39    1
18    955   136   146  0.218859  {1,0,0}     24    1
19    957   177   180  0.587071  {0,1,1}     34    1
60    971    19    25  0.180575  {0,3,0}     35    1
67    985   233   235  0.837722  {0,3,0}     24    0
12    999   191   195  0.381245  {1,1,0}     37    1
3    1003    81    82  0.366221  {0,2,0}     30    0
117  1008   163   168  0.465307  {0,3,0}     27    1
17   1013   242   243  0.534581  {0,2,0}     26    1
83   1033   213   215  0.999868  {0,2,0}     21    0
112  1036   122   124  0.973256  {0,2,0}     23    1
57   1042   181   182  0.207095  {0,1,0}     30    1
71   1049    12    16  0.928808  {1,0,0}     40    1
38   1077    36    38  0.180098  {0,1,0}     34    1
87   1079   175   177  0.295806  {0,2,0}     24    1
104  1079   250   251  0.121765  {1,3,0}     37    1
51   1091   251   254  0.357117  {0,3,0}     28    1
77   1104     6    27  0.633093  {0,1,1}     40    0
122  1107   118   119  0.061078  {1,0,0}     36    1
59   1108    84    85  0.291493  {0,2,0}     32    0
43   1109   210   215  0.435065  {0,3,0}     26    1
54   1120   128   139  0.663931  {0,3,0}     27    0
32   1122    17    19  0.301959  {1,0,0}     37    1
30   1132   129   138  0.159030  {1,1,0}     20    1
111  1134   193   194  0.434092  {0,1,0}     33    0
34   1147     0    21  0.528399  {1,0,0}     22    1
7    1156    53    55  0.744965  {0,2,0}     23    1
48   1162    61    65  0.072006  {0,2,0}     22    0
58   1164   204   206  0.127989  {0,1,1}     23    1
41   1164   101   102  0.505242  {1,0,0}     31    1
109  1177    36    37  0.008386  {0,2,0}     27    1
102  1198    16    18  0.708270  {1,1,0}     30    1
74   1212   104   105  0.693094  {0,1,0}     26    0
25   1215   199   200  0.451642  {0,1,0}     40    1
123  1254   245   247  0.232559  {0,1,0}     24    0
66   1272   213   214  0.302122  {0,1,1}     35    1
55   1285    27    28  0.928817  {0,3,0}     33    1
61   1312    23   171  0.492875  {1,0,0}     22    1
14   1318   240   242  0.814817  {0,2,0}     27    0
69   1354    99   132  0.590512  {0,1,0}     38    0
56   1365    25    26  0.668425  {0,2,0}     22    1
40   1372    90    91  0.444878  {1,1,0}     32    1
90   1377    40    41  0.214705  {0,1,0}     35    1
20   1390   210   215  0.122672  {0,1,0}     31    0
85   1396    39    73  0.049102  {0,2,0}     38    1
42   1398    39    73  0.982129  {1,1,0}     34    1
