map EGL-G2-B
fac 5 10 {0,99,59,196,48}
hosp 3 {0,177,178}
n_ALS 8 1 {2:0,2:99,1:59,2:196,1:48}
n_BLS 20 1 {3:0,6:99,2:59,5:196,4:48}
n_CLS 5 0 {3:0,1:99,1:196}
      c_m  head  tail      c_af      c_d  c_tau  c_h
62     38   152   153  0.866524  {0,2,0}     40    1
25     39   151   152  0.007061  {0,2,0}     29    0
44     53    43    44  0.258859  {0,2,0}     33    0
66    104   103   111  0.060638  {1,1,0}     40    1
15    112    11    42  0.217955  {0,2,0}     26    1
89    146   193   194  0.107752  {0,1,1}     23    1
5     165   178   179  0.375324  {0,3,0}     31    1
29    192   125   126  0.711902  {1,1,0}     28    1
115   195     0    21  0.520831  {1,0,0}     36    1
42    212   250   251  0.367908  {0,1,0}     37    0
68    216   139   140  0.515383  {0,2,0}     24    1
76    219   184   185  0.155836  {0,1,0}     28    1
33    257   247   249  0.704844  {0,3,0}     34    1
126   282   101   112  0.574111  {1,1,0}     31    1
81    284   156   157  0.301052  {1,0,0}     36    1
83    287   129   138  0.023856  {0,2,0}     32    1
98    298   129   130  0.869557  {0,1,0}     32    0
30    403   129   130  0.906904  {0,0,1}     32    0
74    431   212   213  0.025773  {0,3,0}     29    0
40    464   243   245  0.095153  {0,1,0}     30    1
43    494   112   113  0.148526  {0,3,0}     27    0
27    504    70    71  0.788038  {0,1,0}     23    1
88    541     6     7  0.197850  {1,1,0}     27    1
41    569   105   106  0.641429  {1,1,0}     21    1
0     570   179   180  0.294407  {1,0,0}     26    1
38    570    73    74  0.130458  {0,1,0}     21    1
31    598   244   245  0.876335  {1,0,0}     25    1
22    605    41    51  0.439642  {1,3,0}     29    0
111   613   225   228  0.232851  {0,3,0}     39    1
37    636    76    78  0.704481  {0,1,0}     35    1
90    649   185   186  0.522834  {0,3,0}     27    1
45    652   167   168  0.624495  {0,0,1}     37    0
17    654     9    10  0.291015  {0,3,0}     34    1
119   663   106   118  0.038920  {0,2,0}     30    0
109   667   178   185  0.287267  {0,2,0}     26    1
117   674   228   230  0.556232  {1,0,0}     27    1
19    679   243   245  0.341511  {1,0,0}     24    1
67    713    12    16  0.701703  {0,2,0}     33    1
11    731    69    80  0.558517  {0,2,0}     24    1
36    741   240   241  0.094224  {0,1,0}     31    0
85    744    13    14  0.145011  {0,2,0}     30    1
1     762   250   251  0.542970  {0,1,0}     20    0
35    766    31    38  0.497350  {1,1,0}     24    1
114   783   213   215  0.807455  {1,1,0}     28    1
120   784   248   249  0.132108  {0,1,0}     27    1
65    790   199   200  0.855998  {1,1,0}     28    1
84    798    39    73  0.306222  {0,1,0}     40    1
112   799    90    91  0.731279  {0,2,0}     33    1
7     803   250   251  0.275788  {1,0,0}     31    1
99    816    61    65  0.517831  {0,2,0}     32    1
6     832   233   254  0.217084  {0,1,1}     32    0
8     839   227   233  0.889772  {0,1,0}     40    1
113   849   168   176  0.765321  {1,0,0}     32    1
53    855    39    40  0.215798  {1,0,0}     21    1
52    859   159   160  0.433509  {1,1,0}     37    1
58    859    85   101  0.386130  {0,0,1}     23    1
78    862    62    63  0.010618  {0,0,1}     29    0
47    863   211   212  0.076797  {0,2,0}     34    1
92    874    50    51  0.726361  {0,2,0}     33    1
60    882    82    85  0.010739  {0,3,0}     26    1
46    888   107   108  0.165118  {0,0,1}     23    1
71    909   152   153  0.948465  {0,3,0}     33    1
108   910   112   113  0.590075  {0,3,0}     23    1
59    920    54    55  0.760433  {0,1,1}     33    0
4     922   174   183  0.844854  {0,2,0}     23    0
13    926    38    40  0.518281  {0,3,0}     32    0
103   937     6    27  0.844929  {0,1,0}     23    0
100   946   184   185  0.539681  {1,0,0}     36    1
122   948   135   136  0.154480  {1,1,0}     39    1
79    949   205   207  0.766660  {1,0,0}     30    1
48    950   236   237  0.671107  {0,1,0}     25    0
51    951    16    18  0.830334  {0,1,0}     38    0
70    961   113   115  0.120087  {1,0,0}     22    1
82    965   189   190  0.300947  {0,1,0}     31    1
18    966   131   132  0.446583  {0,2,0}     30    0
77    967   150   151  0.891467  {1,1,0}     38    1
107   978    36    38  0.880279  {0,2,0}     37    1
127   985   143   145  0.818045  {0,0,1}     22    1
102   989   251   252  0.582911  {0,1,0}     22    0
97    991    30    33  0.015723  {1,0,0}     21    1
94    993   116   117  0.600187  {0,1,0}     31    1
96   1001    69    70  0.336623  {0,3,0}     33    1
86   1008   121   122  0.504282  {1,1,0}     34    1
63   1034     9    34  0.086495  {0,3,0}     36    1
9    1041   190   192  0.459376  {1,0,0}     22    1
61   1046   141   150  0.250342  {1,0,0}     28    1
10   1049    40    41  0.266121  {0,1,0}     30    0
55   1052   226   227  0.439788  {1,3,0}     26    1
91   1053   184   188  0.984693  {0,2,0}     29    1
69   1055    97   115  0.935849  {1,0,0}     35    1
87   1061   106   108  0.170912  {0,1,0}     34    0
34   1061    43    45  0.534270  {0,2,0}     23    0
116  1069   139   140  0.147399  {1,1,0}     38    1
2    1087     6    27  0.306527  {1,1,0}     37    1
75   1090   244   253  0.638127  {1,1,0}     35    1
72   1092   139   140  0.275601  {0,1,1}     20    1
123  1097   111   114  0.522005  {1,1,0}     38    1
23   1105   102   111  0.106514  {0,0,1}     23    1
93   1106   102   111  0.442206  {0,1,1}     38    1
56   1117   138   139  0.567680  {1,1,0}     33    1
24   1124   227   229  0.166757  {1,0,0}     39    1
28   1125    87    88  0.659809  {0,3,0}     28    1
110  1136   233   254  0.945424  {1,1,0}     29    1
124  1149   106   118  0.687244  {1,1,0}     38    1
80   1156     9    10  0.679021  {0,2,0}     27    0
101  1157   192   193  0.720740  {1,0,0}     32    0
57   1157   218   225  0.795699  {0,3,0}     33    1
26   1160    98   127  0.350783  {0,3,0}     27    1
3    1174   106   118  0.806231  {1,0,0}     39    1
95   1191   103   111  0.525179  {0,0,1}     26    1
105  1192   223   224  0.770378  {1,0,0}     23    1
106  1203   181   182  0.491482  {1,0,0}     31    1
64   1207    66    93  0.409852  {0,1,1}     32    1
49   1222   150   151  0.403117  {0,2,0}     22    0
12   1226    74    76  0.450589  {1,1,0}     32    1
32   1235    81    89  0.060660  {0,1,1}     20    0
39   1240   243   245  0.032329  {0,3,0}     20    0
121  1241   102   103  0.923356  {0,3,0}     29    1
118  1253   101   112  0.413000  {0,0,1}     34    0
50   1256   135   147  0.451526  {0,2,0}     23    1
104  1292    84    85  0.271679  {0,1,0}     32    1
73   1312   156   162  0.226096  {0,0,1}     40    1
125  1380   116   123  0.871882  {1,1,0}     38    1
21   1381    72    73  0.138328  {0,1,0}     29    0
16   1399   117   118  0.909485  {0,2,0}     25    0
20   1404    45    46  0.931024  {0,1,0}     25    0
14   1415    27    28  0.372949  {0,2,0}     37    0
54   1436    31    38  0.777669  {0,0,1}     35    1
