map EGL-G1-E
fac 5 10 {0,245,202,248,219}
hosp 1 {0}
n_ALS 7 1 {4:0,2:202,1:248}
n_BLS 22 1 {6:0,2:245,6:202,2:248,6:219}
n_CLS 5 0 {1:245,2:248,2:219}
      c_m  head  tail      c_af      c_d  c_tau  c_h
27      0   178   179  0.206423  {0,2,0}     39    1
64     23   100   101  0.856145  {0,1,1}     36    0
51     26    15    17  0.939671  {0,3,0}     25    0
44     41   129   136  0.411905  {0,0,1}     27    0
46     45   185   192  0.621422  {0,2,0}     28    1
98     88    90    95  0.023018  {0,1,0}     34    1
6      92   107   108  0.664699  {0,1,1}     38    0
50    108    38    40  0.561892  {0,3,0}     24    1
95    120   242   245  0.176917  {0,0,1}     31    1
60    139   211   212  0.145514  {0,1,0}     26    1
11    160   132   133  0.072441  {0,1,0}     32    1
29    160   196   197  0.845685  {0,1,0}     24    0
105   161    50    51  0.868341  {0,1,0}     29    0
85    175   119   161  0.181162  {0,2,0}     24    1
61    199   135   145  0.823952  {1,1,0}     25    1
3     216    79    80  0.411788  {0,2,0}     34    1
109   306    23   149  0.854683  {0,1,0}     23    0
35    339   180   181  0.917528  {0,1,1}     26    1
117   339    13    14  0.554401  {0,1,0}     22    0
93    370   193   194  0.887278  {1,0,0}     37    1
53    376   190   191  0.450176  {0,2,0}     38    1
80    380    12    16  0.097237  {0,1,1}     25    1
58    400   169   173  0.635448  {0,2,0}     26    0
56    408   212   218  0.763111  {1,0,0}     32    1
30    425   211   213  0.301282  {0,1,0}     31    0
7     429     3    15  0.675472  {0,1,0}     20    0
63    432    89    91  0.741226  {0,3,0}     29    0
74    456    86    87  0.447048  {1,0,0}     36    1
62    468    95    97  0.261868  {0,2,0}     34    0
110   472     7    30  0.769798  {1,1,0}     20    1
81    479    59    71  0.144098  {0,2,0}     39    0
25    488   191   193  0.347283  {0,3,0}     31    1
19    491   131   132  0.792207  {0,2,0}     22    1
21    508   134   135  0.498146  {0,2,0}     32    1
23    512    83    85  0.813141  {1,1,0}     20    1
104   519     3     4  0.266275  {0,1,0}     31    0
22    554    20    21  0.205394  {0,0,1}     40    0
17    555    71    72  0.999984  {0,3,0}     32    1
87    555   122   123  0.775088  {1,1,0}     24    1
72    565   129   136  0.542877  {0,3,0}     20    0
94    592    19    25  0.487470  {0,2,0}     24    1
39    596   186   187  0.939129  {1,1,0}     40    0
97    616    72    73  0.077593  {0,2,0}     35    0
52    631    88    96  0.930367  {0,2,0}     22    1
106   637    53    54  0.034598  {0,1,0}     32    0
28    639   198   199  0.080898  {0,0,1}     27    1
43    645    81    82  0.094417  {0,3,0}     23    1
125   662   223   224  0.241150  {0,2,0}     37    1
9     678    65    92  0.354963  {1,0,0}     38    1
54    681    93    94  0.803339  {0,3,0}     38    0
8     700   199   201  0.872871  {0,1,1}     34    1
1     702    69    78  0.758616  {0,2,0}     31    0
33    707    88    96  0.952098  {1,1,0}     26    1
42    733   127   128  0.362250  {0,1,0}     26    0
108   734   120   154  0.472181  {0,1,1}     36    0
122   747    23   229  0.420999  {0,1,0}     31    1
124   749    49    56  0.774771  {0,2,0}     20    1
26    759   242   243  0.131432  {1,1,0}     27    1
118   762   153   157  0.250457  {0,2,0}     22    1
4     767   157   159  0.382936  {0,1,0}     23    1
70    777    16    17  0.406037  {1,1,0}     32    1
103   782   163   168  0.621309  {0,2,0}     33    0
100   786    81    82  0.384067  {0,2,0}     31    0
89    803    97   126  0.719228  {0,1,0}     40    1
84    804   122   123  0.605560  {0,3,0}     22    0
0     807   178   179  0.861296  {0,1,0}     38    1
48    807    84   100  0.962285  {1,0,0}     26    1
120   817   165   177  0.530056  {1,0,0}     39    1
127   862    29    30  0.572837  {0,0,1}     20    1
69    870   246   247  0.488612  {0,2,0}     38    0
67    878   240   242  0.622518  {0,1,0}     21    1
16    886    36    38  0.831679  {0,0,1}     24    1
