map EGL-G2-E
fac 5 10 {0,174,221,17,185}
hosp 1 {0}
n_ALS 7 1 {3:174,2:17,2:185}
n_BLS 23 1 {7:0,3:174,5:221,2:17,6:185}
n_CLS 7 0 {3:0,3:17,1:185}
      c_m  head  tail      c_af      c_d  c_tau  c_h
57      1   166   175  0.044688  {0,2,0}     21    1
67     23   154   158  0.657810  {0,1,1}     22    1
24     25    11    42  0.638022  {1,1,0}     40    1
44     34    23   237  0.300344  {0,2,0}     34    1
98     64     8     9  0.104222  {1,1,0}     31    1
35     84    18    20  0.269155  {0,1,1}     33    0
86    114   249   252  0.901584  {0,0,1}     20    1
63    133   215   221  0.251598  {0,1,0}     36    1
33    134   251   252  0.930749  {1,0,0}     35    1
59    150    35    36  0.049759  {0,1,0}     30    1
117   165   192   194  0.131128  {1,1,0}     39    1
110   204    84    86  0.200680  {0,1,0}     32    0
94    213    24    26  0.277570  {0,2,0}     26    0
108   237    93    94  0.788662  {1,1,0}     40    1
100   323   226   251  0.886720  {0,2,0}     24    1
15    406    49    56  0.662125  {0,2,0}     27    0
102   450   152   155  0.338662  {1,1,0}     25    1
32    457    39    73  0.490791  {1,2,0}     25    1
115   479   158   159  0.059234  {1,0,0}     22    1
93    480   125   150  0.159247  {0,3,0}     36    0
72    494   244   253  0.956511  {1,2,0}     26    1
96    505   203   204  0.977571  {0,2,0}     35    1
2     509   165   166  0.289471  {0,0,1}     20    1
113   534   139   140  0.958348  {0,3,0}     39    1
28    540    29    30  0.662310  {0,1,0}     24    0
71    560   201   203  0.351653  {0,2,0}     21    0
13    561    15    17  0.248320  {0,1,0}     35    0
70    573   122   123  0.139852  {1,1,0}     36    1
19    574    23   150  0.786820  {0,2,0}     35    0
112   577   128   129  0.909697  {1,1,0}     38    1
27    577    36    37  0.285994  {0,2,0}     26    0
3     585   145   148  0.191822  {0,3,0}     39    1
77    587   174   189  0.449404  {0,1,0}     23    1
16    595     0     1  0.635946  {1,0,0}     36    1
31    609   253   254  0.588211  {0,1,1}     37    0
5     611    95    99  0.867715  {0,1,0}     20    1
95    616    45    64  0.635121  {0,2,0}     21    1
46    616   124   125  0.946927  {0,3,0}     36    1
65    619   185   186  0.557216  {0,3,0}     27    1
125   619   116   123  0.863876  {0,0,1}     38    0
42    628    99   131  0.742277  {1,1,0}     20    1
97    654   211   212  0.317258  {1,1,0}     35    1
17    658   231   232  0.202749  {0,0,1}     36    1
38    658    57    61  0.108496  {0,1,0}     38    1
90    661   201   202  0.395636  {0,2,0}     26    0
88    667   154   158  0.900910  {0,1,1}     33    0
62    669   177   180  0.249089  {0,2,0}     29    0
49    675   240   242  0.704845  {0,3,0}     23    0
53    678    39    73  0.219172  {0,2,0}     35    1
89    682    18    19  0.551148  {0,3,0}     22    0
56    682    29    31  0.395483  {1,1,0}     20    1
47    694   133   135  0.307710  {0,2,0}     37    0
81    703   146   147  0.696603  {0,2,0}     28    1
119   709    71    72  0.463568  {0,1,0}     26    0
54    725   167   168  0.517587  {0,3,0}     30    0
69    734   201   202  0.210296  {0,1,0}     37    1
92    750    90    91  0.812580  {0,2,0}     35    1
107   757     2    14  0.328662  {0,1,0}     20    0
106   758    36    37  0.903659  {1,1,0}     31    1
11    759    91    92  0.323511  {1,1,0}     27    1
