map EGL-G2-B
fac 5 10 {0,55,57,210,30}
hosp 1 {0}
n_ALS 6 1 {2:0,2:57,2:210}
n_BLS 20 1 {3:0,3:55,7:57,5:210,2:30}
n_CLS 5 0 {2:0,2:55,1:57}
      c_m  head  tail      c_af      c_d  c_tau  c_h
96      8   244   253  0.630963  {1,1,0}     32    1
114    49   248   249  0.468943  {1,0,0}     23    1
52    113   129   130  0.678402  {0,2,0}     34    1
97    116    50    51  0.209177  {1,0,0}     37    1
106   135    61    62  0.210348  {0,2,0}     37    0
34    181   164   165  0.689866  {1,0,0}     32    1
70    202   175   177  0.546410  {1,1,0}     25    1
1     232   227   233  0.267769  {0,1,0}     38    1
0     268    93    94  0.938332  {1,1,0}     23    1
31    297   192   193  0.820393  {1,1,0}     37    1
68    339    13    14  0.468080  {0,3,0}     32    1
59    362    56    57  0.568014  {1,1,0}     23    1
32    379   138   139  0.899876  {0,1,0}     26    0
64    400   154   157  0.117037  {1,1,0}     31    1
73    408   148   149  0.377608  {0,1,0}     22    1
116   428   213   214  0.791998  {0,1,1}     29    0
71    433     7    30  0.890199  {1,0,0}     25    1
125   460    71    73  0.398295  {0,0,1}     32    0
57    475   132   133  0.128807  {0,0,1}     40    1
100   476   105   107  0.949745  {0,0,1}     26    0
103   483    68    69  0.141146  {0,2,0}     30    1
82    483   140   141  0.585644  {1,0,0}     35    1
88    486   226   229  0.497079  {0,1,0}     30    0
84    486   162   163  0.476155  {1,1,0}     23    1
6     496   105   107  0.549767  {0,2,0}     32    0
56    506   136   146  0.049206  {0,3,0}     36    1
107   513   148   149  0.434072  {1,2,0}     35    1
92    514    97   112  0.393712  {0,3,0}     30    1
14    537    91    92  0.055669  {1,1,0}     30    1
87    551   162   163  0.859962  {0,1,0}     29    1
44    566   247   248  0.922398  {0,0,1}     22    0
113   576   103   111  0.423192  {1,0,0}     29    1
85    578    38    40  0.012149  {1,0,0}     34    1
7     588   118   119  0.637695  {0,3,0}     31    1
95    597     8    33  0.142691  {1,0,0}     35    1
40    600    32    34  0.464214  {0,3,0}     31    1
19    604    95    96  0.153615  {0,1,0}     24    1
65    609    92    93  0.134607  {0,1,0}     38    1
10    609   239   243  0.822094  {0,2,0}     25    0
16    621   115   116  0.720704  {0,3,0}     31    0
13    626    74    76  0.116662  {1,3,0}     34    1
11    631    29    31  0.558386  {1,0,0}     38    1
29    638   131   132  0.195882  {0,1,1}     26    1
21    640   201   202  0.980915  {0,1,0}     38    0
80    643   210   211  0.675809  {1,1,0}     26    1
78    650    51    52  0.442256  {0,1,0}     31    0
120   663   234   239  0.915453  {0,1,0}     31    0
38    665    95    99  0.862954  {0,0,1}     26    1
55    679   251   252  0.483051  {0,2,0}     38    0
105   688   174   183  0.935772  {0,2,0}     21    0
115   708   190   191  0.401104  {1,1,0}     22    1
72    713   185   187  0.469940  {0,0,1}     20    0
36    715   180   181  0.210959  {0,1,1}     35    1
76    736   109   110  0.242566  {1,0,0}     37    1
102   737    84    85  0.207264  {0,3,0}     33    1
25    745   163   168  0.937962  {1,1,0}     35    1
47    753   129   138  0.932998  {0,2,0}     27    0
23    767    30    33  0.922163  {0,1,0}     21    1
122   780   251   254  0.662938  {0,0,1}     30    0
89    797   124   125  0.311061  {0,0,1}     40    1
27    806   208   209  0.997501  {0,0,1}     26    1
37    808   186   188  0.082741  {0,0,1}     28    1
98    827   127   128  0.110471  {0,2,0}     22    1
74    829   101   102  0.061036  {0,3,0}     39    0
42    840   244   253  0.857119  {0,2,0}     37    1
83    852    87    88  0.810109  {0,0,1}     38    0
24    880   203   204  0.556513  {1,1,0}     26    1
108   881   125   152  0.779806  {0,1,0}     24    1
124   883   250   251  0.291974  {1,1,0}     22    1
111   889   191   195  0.313232  {0,1,0}     37    1
50    895    93    94  0.599134  {0,1,1}     32    0
93    907   122   123  0.519606  {1,1,0}     26    1
126   909   178   179  0.448850  {0,2,0}     35    0
62    913    81    82  0.586949  {0,1,0}     29    0
67    917    47    48  0.608638  {1,1,0}     24    1
77    937   215   221  0.863076  {1,0,0}     35    1
66    942   237   238  0.750639  {1,0,0}     29    1
61    945   166   175  0.742370  {0,1,1}     24    0
