map EGL-G2-B
fac 5 10 {0,131,178,153,186}
hosp 2 {0,251}
n_ALS 8 1 {3:178,3:153,2:186}
n_BLS 20 1 {6:0,2:131,4:178,3:153,5:186}
n_CLS 10 0 {2:0,1:131,3:178,2:153,2:186}
      c_m  head  tail      c_af      c_d  c_tau  c_h
9      15   246   247  0.736226  {1,3,0}     34    1
64     24   105   107  0.849541  {1,1,0}     28    1
39     87    99   100  0.292065  {0,1,0}     31    0
28    135   141   150  0.047336  {1,1,0}     32    1
65    139   204   205  0.334439  {0,2,0}     34    0
5     140    12    13  0.485115  {1,0,0}     26    1
112   189    78    82  0.846408  {1,1,0}     29    1
90    207   189   190  0.291857  {0,1,0}     35    1
126   308   103   111  0.374294  {1,1,0}     31    1
16    332   189   190  0.412912  {0,3,0}     38    1
27    379   161   165  0.699467  {0,1,0}     33    0
46    393    43    44  0.728468  {0,2,0}     22    0
11    396    61    65  0.178715  {0,3,0}     34    1
3     418   117   119  0.048850  {0,2,0}     31    1
43    444    24    26  0.528238  {0,0,1}     28    0
81    460    59    60  0.753626  {0,2,0}     23    1
119   501   219   223  0.352782  {0,1,0}     24    0
58    502   216   218  0.225548  {0,3,0}     31    1
38    507    87    88  0.993984  {0,2,0}     38    1
36    526   135   136  0.633795  {0,2,0}     25    1
110   534   116   117  0.832470  {1,0,0}     29    1
42    538   152   155  0.803803  {0,2,0}     23    0
13    546   193   246  0.923855  {0,0,1}     22    0
55    548   118   119  0.803934  {0,2,0}     31    1
0     558   107   109  0.968557  {0,3,0}     34    0
96    560   129   130  0.374099  {0,2,0}     20    0
54    574   125   126  0.352041  {0,1,0}     30    1
57    578    90    91  0.974393  {0,0,1}     20    1
95    579   239   240  0.638243  {1,0,0}     27    1
109   583    85   101  0.425282  {1,0,0}     24    1
69    612    45    64  0.807462  {0,1,0}     38    1
78    620    99   131  0.832390  {0,1,0}     22    0
49    631   175   177  0.748618  {0,3,0}     23    0
4     633    30    33  0.907100  {0,2,0}     35    1
116   636    21    35  0.725942  {0,1,0}     29    1
98    638   152   155  0.531828  {1,1,0}     38    1
62    641   158   159  0.918210  {0,1,0}     29    1
101   653   208   210  0.395648  {0,1,0}     38    1
89    658   125   126  0.942757  {0,2,0}     25    0
15    669    16    17  0.887567  {0,2,0}     32    1
68    683   124   125  0.988504  {1,0,0}     37    1
18    686     1     2  0.575032  {0,2,0}     35    1
87    687   171   172  0.268238  {0,1,0}     25    0
108   696    51    52  0.532412  {0,2,0}     38    1
30    697   132   133  0.769630  {1,1,0}     27    1
86    705   196   198  0.628350  {0,3,0}     30    1
33    705   171   172  0.148150  {0,1,0}     37    1
88    706   190   191  0.001439  {1,1,0}     31    1
56    709   130   137  0.208373  {0,2,0}     25    1
82    712    49    50  0.971598  {0,1,0}     25    0
121   714    50    51  0.600763  {0,2,0}     21    1
61    720    28    29  0.818729  {0,1,0}     29    1
124   721   252   253  0.350310  {0,1,0}     24    1
19    741   211   212  0.058260  {1,0,0}     38    1
76    749    81    82  0.956529  {1,0,0}     20    1
125   750    61    62  0.595806  {0,1,0}     39    1
8     751   133   134  0.611694  {0,0,1}     30    1
93    753   135   147  0.225024  {1,0,0}     33    1
99    766    73    74  0.206297  {0,1,0}     24    0
17    770   106   118  0.981847  {0,1,0}     27    1
123   789   105   107  0.789038  {1,1,0}     20    1
115   789    31    38  0.520745  {0,1,0}     31    1
10    798   130   137  0.510102  {0,1,1}     32    1
12    805    97    98  0.378008  {0,1,1}     36    1
103   810   210   211  0.853496  {0,1,0}     20    0
60    815   133   135  0.336380  {0,3,0}     22    1
85    824    84    86  0.277442  {0,1,0}     22    1
77    826   107   108  0.953722  {0,3,0}     32    1
74    826   156   157  0.871372  {0,1,0}     38    1
118   850   249   250  0.712209  {0,3,0}     37    1
92    856    31    32  0.462304  {0,2,0}     36    1
114   857   171   172  0.975134  {0,3,0}     28    1
44    861    39    40  0.431144  {1,0,0}     25    1
51    871    82    83  0.058696  {0,1,0}     38    1
111   878    45    64  0.644203  {0,2,0}     39    1
22    884   175   176  0.786169  {0,2,0}     31    1
71    890   130   131  0.050383  {0,1,0}     28    1
6     912    36    39  0.215788  {0,2,0}     21    1
52    918   164   169  0.032030  {0,1,0}     40    1
34    936   117   121  0.496485  {0,2,0}     25    1
31    946   157   161  0.725483  {1,1,0}     37    1
122   948     3    15  0.193411  {0,0,1}     38    1
48    949   217   219  0.531982  {0,3,0}     40    1
2     961   129   130  0.513415  {0,1,0}     33    1
105   966    39    73  0.129087  {1,1,0}     34    1
41    977   117   119  0.140360  {1,0,0}     38    1
97    986    54    58  0.636873  {0,2,0}     35    1
83    986   159   160  0.560516  {1,1,0}     26    1
45    994   186   188  0.335379  {0,2,0}     37    1
37    994   195   196  0.084875  {0,2,0}     38    0
66   1002    82    85  0.250889  {1,0,0}     35    1
35   1006   190   191  0.645407  {0,1,1}     28    0
25   1008   102   103  0.629767  {0,1,0}     40    0
24   1016    93    94  0.222501  {1,0,0}     20    1
47   1019   124   125  0.528265  {0,1,0}     31    0
7    1036    74    75  0.559253  {0,2,0}     28    1
70   1036   193   194  0.289197  {0,2,0}     24    1
100  1059   130   137  0.513997  {0,3,0}     21    1
14   1067   179   184  0.760121  {1,1,0}     21    1
106  1072   236   237  0.815470  {0,3,0}     28    0
72   1075   220   221  0.354842  {1,0,0}     33    1
80   1080     9    10  0.174043  {0,3,0}     39    0
102  1081   196   197  0.046295  {1,0,0}     40    1
73   1103   143   145  0.095423  {0,1,0}     36    1
104  1109    12    16  0.556325  {0,3,0}     20    0
79   1111   104   105  0.601021  {0,1,0}     20    1
117  1145   252   253  0.151614  {1,1,0}     34    1
1    1154    69    70  0.142612  {0,2,0}     33    1
113  1179   155   156  0.683508  {0,2,0}     32    1
91   1185    66    67  0.587363  {1,0,0}     28    1
120  1188    65    66  0.770177  {0,1,1}     29    1
63   1189   111   114  0.709927  {0,1,0}     31    0
50   1199   140   141  0.574258  {0,2,0}     21    1
32   1207   133   134  0.264083  {0,1,0}     20    1
