map EGL-G2-D
fac 5 10 {0,191,161,152,33}
hosp 3 {0,161,115}
n_ALS 10 1 {5:0,1:161,1:152,3:33}
n_BLS 15 1 {2:0,4:191,2:161,3:152,4:33}
n_CLS 5 0 {3:0,1:152,1:33}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60     12   249   252  0.849952  {0,0,1}     36    1
86     17    39    40  0.521211  {0,3,0}     25    1
40     30   244   245  0.751364  {1,1,0}     29    1
32     50    19    20  0.422426  {0,0,1}     27    1
50     56   159   160  0.682714  {0,1,0}     25    1
27     79    42    43  0.446222  {0,2,0}     29    0
112    91    19    25  0.947338  {0,2,0}     25    1
91    111    24    25  0.829508  {0,1,0}     24    1
88    115   156   162  0.377696  {0,0,1}     26    0
64    151    38    40  0.936072  {1,1,0}     21    1
120   184    45    46  0.956217  {0,1,0}     28    0
24    246   151   152  0.047866  {0,1,0}     26    1
9     258   168   176  0.526479  {0,3,0}     28    1
0     261   227   231  0.979501  {0,0,1}     35    0
69    281    56    57  0.159359  {0,2,0}     37    1
43    323    16    18  0.534506  {1,0,0}     25    1
76    326    40    41  0.499815  {0,2,0}     28    1
73    340   222   223  0.070156  {0,2,0}     21    1
108   345    17    19  0.490597  {0,2,0}     28    0
13    351   119   120  0.958929  {0,2,0}     26    1
36    354   161   164  0.866952  {0,1,1}     33    1
59    398    95    99  0.951638  {0,2,0}     40    0
124   406   186   188  0.210020  {0,3,0}     36    1
104   420     9    10  0.080284  {1,0,0}     36    1
18    441    50    51  0.349240  {0,1,0}     38    1
67    441    66    93  0.557091  {0,3,0}     24    1
46    455   101   112  0.975166  {1,1,0}     30    1
8     465   155   156  0.364988  {0,1,0}     40    0
28    487    47    48  0.394398  {0,1,0}     32    1
95    492   195   196  0.400177  {0,3,0}     38    1
80    499   185   186  0.772138  {1,1,0}     27    1
25    510    78    79  0.554663  {0,0,1}     26    1
44    511   177   181  0.042335  {1,0,0}     35    1
21    520   165   166  0.263268  {0,2,0}     29    1
49    551   235   236  0.122455  {0,2,0}     21    1
113   552    70    71  0.999387  {1,0,0}     33    1
103   561    90    92  0.028762  {0,2,0}     30    0
11    577   155   156  0.004897  {1,0,0}     23    1
