map EGL-G1-C
fac 5 10 {0,30,89,29,231}
hosp 2 {0,59}
n_ALS 6 1 {3:0,1:29,2:231}
n_BLS 23 1 {3:0,3:30,4:89,8:29,5:231}
n_CLS 5 0 {3:30,1:29,1:231}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60     17    68    79  0.306050  {0,1,0}     34    0
88     44   197   198  0.149523  {0,2,0}     32    1
36     71    23   170  0.456622  {1,1,0}     26    1
23     84   158   160  0.902258  {1,1,0}     30    1
10     90    91    92  0.845457  {0,1,0}     21    0
103   142    90    95  0.246343  {0,2,0}     20    1
124   163   150   151  0.391585  {1,0,0}     23    1
115   166    23    86  0.651130  {0,0,1}     32    0
74    191   150   152  0.784840  {0,1,0}     35    1
13    192    81    82  0.592887  {0,3,0}     26    0
111   231   213   214  0.520981  {1,1,0}     35    1
25    275   232   234  0.659086  {0,3,0}     37    1
65    317   134   146  0.382971  {0,3,0}     31    1
48    365     8     9  0.724323  {0,1,1}     26    0
9     383   237   238  0.497148  {0,1,0}     31    1
122   405   118   119  0.444165  {1,2,0}     20    1
57    408   191   193  0.314160  {1,0,0}     31    1
113   436    77    78  0.119079  {1,0,0}     33    1
61    449    71    72  0.434260  {1,0,0}     26    1
87    455   101   110  0.970913  {0,2,0}     38    0
105   467   211   213  0.976247  {0,1,0}     39    0
85    476   144   147  0.384228  {0,3,0}     32    1
40    489    66    67  0.484091  {0,2,0}     32    0
17    516   225   226  0.428470  {0,1,1}     21    0
8     527   210   211  0.708392  {0,3,0}     28    0
110   538   174   175  0.270515  {0,1,0}     40    0
24    542    92    93  0.832931  {0,2,0}     27    0
19    542    73    75  0.484048  {0,3,0}     30    0
26    569   165   174  0.044504  {0,1,0}     32    0
81    569   112   113  0.749492  {0,3,0}     37    0
52    573   165   177  0.046545  {0,2,0}     22    1
99    578   203   210  0.091324  {0,1,0}     40    1
33    584   141   142  0.989231  {0,2,0}     26    1
72    590   188   189  0.530908  {0,1,0}     32    1
22    597    43    46  0.046382  {1,1,0}     23    1
55    610   178   182  0.529915  {0,1,0}     36    0
104   613    38    40  0.314397  {0,1,0}     26    1
116   615   110   113  0.385241  {0,3,0}     35    1
117   616    17    19  0.248606  {0,0,1}     27    1
46    621   219   220  0.056755  {0,2,0}     33    1
30    630   144   147  0.684897  {0,1,0}     36    1
109   631   135   136  0.525003  {1,0,0}     36    1
69    633    69    70  0.668434  {0,1,0}     27    1
50    635    95    97  0.284431  {0,1,0}     23    1
47    636   138   139  0.429356  {0,1,0}     22    1
96    657   124   149  0.094337  {0,2,0}     21    1
54    673   160   163  0.411137  {0,1,0}     32    1
73    681   132   134  0.683558  {0,3,0}     27    1
39    682   141   142  0.884651  {0,1,1}     23    1
29    683   129   130  0.763210  {1,1,0}     21    1
120   700   228   230  0.583752  {0,0,1}     24    1
93    703   135   136  0.107803  {0,1,0}     24    1
37    716    42    43  0.795321  {0,1,0}     33    1
16    729   184   185  0.021573  {1,0,0}     31    1
118   732   120   121  0.819382  {0,1,0}     39    0
58    739   179   180  0.694619  {0,2,0}     22    1
121   744   234   235  0.264912  {0,3,0}     20    0
28    750    47    48  0.179999  {0,3,0}     24    0
5     755    90    95  0.108058  {1,0,0}     29    1
14    765   140   149  0.610592  {0,0,1}     29    0
66    767    73    74  0.728261  {0,1,0}     31    1
64    773   115   122  0.812079  {0,2,0}     33    1
79    775    95    97  0.210675  {1,0,0}     35    1
4     791    72    73  0.319438  {1,1,0}     33    1
106   808   211   213  0.619890  {0,3,0}     33    0
49    810   120   154  0.334534  {0,2,0}     26    0
53    811    27    30  0.740183  {0,3,0}     28    1
78    825   118   119  0.229690  {0,0,1}     39    1
35    833   140   149  0.051515  {1,0,0}     22    1
41    840    50    52  0.364954  {0,3,0}     31    1
51    848   195   197  0.264948  {0,1,0}     25    1
38    853   120   121  0.575536  {0,1,0}     37    1
126   859   136   137  0.607962  {0,2,0}     33    0
20    862    86    87  0.302396  {0,1,0}     21    1
12    865     3    15  0.486607  {0,1,0}     24    1
6     870     2     3  0.109267  {0,2,0}     35    0
107   895     5    26  0.654492  {0,3,0}     37    1
70    913   100   111  0.308754  {0,2,0}     25    1
112   914   193   194  0.872898  {0,1,0}     36    1
77    914   175   176  0.113575  {0,1,0}     30    1
82    919     3    15  0.624246  {0,1,0}     37    1
102   939    29    31  0.212207  {0,3,0}     35    1
98    941    60    67  0.632020  {0,2,0}     22    0
11    943   244   245  0.968579  {1,1,0}     40    1
95    955    94    98  0.133121  {0,2,0}     27    1
32    965    69    78  0.771657  {1,1,0}     30    1
76    969   242   243  0.935278  {0,2,0}     23    1
94    972   100   101  0.360672  {0,2,0}     22    1
125   977   189   241  0.882763  {0,1,0}     30    1
43    987   244   245  0.657393  {0,1,0}     23    0
100   988    77    78  0.519054  {1,0,0}     39    1
89    989    60    67  0.530836  {1,0,0}     31    1
80   1008   102   110  0.484973  {0,3,0}     36    0
108  1017    18    19  0.856981  {1,1,0}     28    1
84   1036   140   141  0.506314  {0,3,0}     22    1
21   1053    36    37  0.626887  {1,1,0}     21    0
83   1062   119   161  0.340448  {0,1,1}     40    1
27   1062   132   134  0.576114  {0,2,0}     23    1
63   1088   242   243  0.043000  {1,1,0}     37    1
114  1099   151   152  0.161746  {0,1,1}     22    1
59   1101   228   229  0.256995  {0,3,0}     33    1
101  1103   144   147  0.389408  {0,3,0}     40    0
0    1130   116   120  0.846541  {0,2,0}     25    0
123  1136   144   147  0.233666  {1,0,0}     25    1
2    1148    72    73  0.488091  {0,1,0}     24    0
67   1150    75    77  0.035538  {0,3,0}     36    1
127  1151   134   135  0.858596  {0,2,0}     29    1
75   1152   135   136  0.125573  {0,1,1}     39    0
42   1163   185   186  0.255886  {1,0,0}     30    1
90   1165    35    36  0.216862  {0,1,0}     23    1
31   1179    31    38  0.373996  {0,1,1}     34    1
92   1186   135   136  0.042999  {1,1,0}     37    0
18   1206    31    32  0.639997  {0,2,0}     22    0
91   1208    66    68  0.065619  {0,3,0}     23    1
68   1212    77    78  0.830852  {1,0,0}     35    1
34   1220   195   196  0.149051  {0,1,0}     20    1
86   1251    10    41  0.388165  {1,2,0}     22    1
56   1254   216   217  0.175793  {0,3,0}     29    1
97   1271   229   230  0.360132  {1,0,0}     35    1
45   1291   212   243  0.751146  {0,1,0}     23    0
3    1291    45    64  0.820574  {1,1,0}     35    1
1    1293   163   168  0.822940  {0,1,1}     37    1
62   1348   167   175  0.987121  {0,2,0}     32    1
15   1364    70    72  0.881782  {0,1,0}     27    0
7    1379    86    87  0.520449  {0,2,0}     26    0
44   1397   170   171  0.161953  {0,3,0}     23    0
119  1422   125   126  0.589798  {1,0,0}     32    1
71   1424    90    95  0.808365  {0,2,0}     26    1
