map EGL-G1-C
fac 5 10 {0,10,190,2,174}
hosp 2 {0,39}
n_ALS 10 1 {3:0,2:10,1:190,4:2}
n_BLS 23 1 {3:0,4:10,9:190,1:2,6:174}
n_CLS 5 0 {1:0,1:10,3:2}
      c_m  head  tail      c_af      c_d  c_tau  c_h
114    23   228   230  0.789775  {0,0,1}     29    1
106    85     8    33  0.048739  {1,0,0}     21    1
109   119   165   174  0.864485  {0,3,0}     20    1
61    155   242   243  0.107288  {1,0,0}     33    1
43    163   178   182  0.385575  {0,1,0}     40    0
56    168   116   120  0.400411  {0,1,0}     39    1
86    210   185   186  0.022133  {0,1,1}     22    1
100   255    36    37  0.770661  {0,2,0}     31    1
123   257   152   153  0.178836  {0,2,0}     32    0
95    279    47    64  0.159951  {1,0,0}     37    1
70    288    66    67  0.744684  {0,1,0}     24    1
118   304    45    64  0.961186  {1,1,0}     24    1
36    307   124   149  0.050116  {1,1,0}     28    1
42    324   237   238  0.404060  {1,1,0}     29    1
49    337    37    74  0.537388  {0,1,0}     39    1
6     340   103   113  0.340137  {1,1,0}     36    1
46    388   125   149  0.311187  {0,2,0}     38    1
24    395   153   157  0.855985  {0,0,1}     25    1
111   403   238   240  0.175246  {1,1,0}     33    1
62    423    77    81  0.976458  {1,2,0}     34    1
81    438    73    75  0.149526  {0,1,1}     37    1
116   447   222   223  0.307281  {1,1,0}     21    1
17    453   112   114  0.708807  {1,1,0}     27    1
50    453    46    47  0.385137  {0,2,0}     32    1
60    464   116   118  0.744509  {0,1,1}     32    1
38    468    49    56  0.927051  {0,3,0}     21    1
87    503   106   108  0.823708  {0,3,0}     35    1
33    515   132   133  0.898682  {1,0,0}     30    0
80    520   138   139  0.906575  {0,1,0}     30    0
92    523   128   137  0.140475  {0,1,0}     20    0
45    536     0     1  0.461064  {0,3,0}     36    1
119   558   101   110  0.887789  {0,2,0}     21    1
127   560   176   180  0.440871  {0,1,1}     38    0
82    577    97   126  0.265249  {0,1,0}     23    1
28    582   219   220  0.582461  {0,2,0}     23    1
75    589    36    37  0.888468  {0,1,1}     37    1
79    605     5    23  0.594107  {0,2,0}     32    0
22    607   129   130  0.972618  {1,0,0}     20    1
124   621    10    11  0.734418  {0,2,0}     40    1
16    628   195   196  0.791047  {1,0,0}     26    1
58    631    80    81  0.386362  {0,2,0}     20    0
57    631   169   170  0.223552  {0,3,0}     23    0
53    640   189   190  0.881389  {0,1,0}     22    1
89    654    93    94  0.136177  {0,2,0}     29    1
7     662    96   114  0.591471  {1,2,0}     38    1
96    696    34    41  0.870652  {0,2,0}     21    0
31    712    47    64  0.736653  {0,3,0}     38    1
19    721   103   104  0.681029  {0,3,0}     40    0
112   728    51    52  0.008818  {0,1,1}     32    1
69    734   102   110  0.428784  {0,1,0}     20    1
25    760   117   118  0.239894  {1,0,0}     36    1
71    764   160   163  0.215786  {1,1,0}     36    1
97    766   192   193  0.555817  {1,0,0}     20    1
67    775   104   106  0.324475  {0,0,1}     26    0
37    776    40    41  0.490400  {0,2,0}     29    0
83    789   165   174  0.277515  {1,1,0}     20    1
66    790    34    41  0.736559  {1,1,0}     25    1
107   802    36    38  0.294488  {1,1,0}     38    1
29    802    36    39  0.731845  {0,2,0}     30    0
94    816     9    10  0.525785  {0,3,0}     39    1
102   823    12    16  0.805066  {0,2,0}     20    0
52    825    61    62  0.224981  {0,2,0}     28    1
72    831    54    58  0.557939  {1,0,0}     37    1
101   833   104   105  0.499332  {0,1,0}     29    1
77    835   127   138  0.802432  {0,1,0}     30    0
54    847    98    99  0.858197  {0,2,0}     33    0
120   852   115   122  0.331887  {1,1,0}     34    1
115   875   114   115  0.556424  {1,0,0}     30    1
64    876   104   105  0.132143  {0,0,1}     32    1
65    879     3     4  0.462743  {1,1,0}     29    1
103   889   175   176  0.824372  {1,0,0}     37    1
105   890     6    27  0.171880  {1,1,0}     22    1
88    905    80    81  0.183315  {1,0,0}     24    1
5     908   114   115  0.526869  {0,3,0}     27    1
39    911   141   142  0.732431  {1,0,0}     36    1
122   913   158   160  0.076979  {0,3,0}     34    1
73    918    94    95  0.920915  {0,1,0}     21    1
13    932    81    82  0.303909  {0,2,0}     32    1
59    938   105   107  0.102906  {1,1,0}     27    1
23    947   240   242  0.128940  {0,3,0}     28    1
113   962   173   181  0.662230  {1,0,0}     33    1
30    966   246   247  0.493281  {0,2,0}     22    1
20    976   129   130  0.118998  {1,0,0}     35    1
85    983   150   151  0.084307  {0,0,1}     23    1
110   986   117   118  0.959800  {0,2,0}     21    1
35   1007   105   107  0.816607  {1,0,0}     30    1
121  1013   227   228  0.376034  {0,0,1}     25    1
26   1034   198   199  0.014391  {0,3,0}     34    0
63   1037   188   189  0.864223  {0,3,0}     22    1
18   1047    47    64  0.710943  {0,3,0}     36    1
44   1049   232   233  0.592941  {0,1,0}     32    0
117  1056   174   176  0.501422  {0,0,1}     28    1
10   1065   115   116  0.440183  {1,0,0}     31    1
21   1070    96   114  0.520746  {1,1,0}     31    1
76   1071   232   233  0.567013  {0,1,0}     27    0
74   1088   145   146  0.171787  {0,2,0}     35    1
8    1099   162   166  0.116921  {0,2,0}     39    0
93   1099   180   181  0.732941  {1,0,0}     28    1
11   1107   139   141  0.130760  {0,0,1}     22    0
47   1108    67    68  0.557678  {0,2,0}     29    1
51   1149   161   162  0.737452  {1,0,0}     40    1
3    1164    65    91  0.427682  {1,1,0}     34    1
91   1165   162   166  0.363830  {0,2,0}     34    1
1    1176   193   194  0.012854  {0,1,1}     37    1
126  1178   191   193  0.260768  {0,3,0}     38    1
15   1202    81    84  0.884345  {0,2,0}     22    0
104  1208   189   190  0.501997  {0,2,0}     20    1
0    1225     9    34  0.665868  {1,0,0}     35    1
41   1226   206   207  0.867060  {0,1,0}     34    1
108  1240   177   184  0.509097  {0,2,0}     23    1
90   1255   132   133  0.734506  {0,2,0}     39    0
2    1256   140   149  0.816161  {1,1,0}     32    1
99   1262   107   108  0.834983  {1,1,0}     24    1
27   1264    31    32  0.311346  {0,1,0}     28    0
32   1268     3    23  0.598816  {0,1,0}     21    1
40   1281   125   149  0.870405  {0,3,0}     35    1
98   1287   110   113  0.298088  {1,0,0}     27    1
9    1307    79    80  0.998884  {0,1,0}     36    1
84   1330    86    87  0.904495  {0,3,0}     35    0
68   1334   105   107  0.866029  {1,1,0}     33    1
4    1345    96    97  0.020457  {0,2,0}     31    0
125  1372    65    66  0.800693  {0,1,1}     39    1
78   1387   177   178  0.210965  {1,1,0}     39    1
12   1401    54    55  0.861019  {0,1,1}     23    1
14   1402    79    80  0.003758  {1,1,0}     33    1
55   1419    69    78  0.444787  {0,1,1}     28    1
48   1437   212   243  0.388296  {1,0,0}     35    1
34   1438   242   243  0.263067  {0,2,0}     35    0
