map EGL-G2-B
fac 5 10 {0,249,180,73,42}
hosp 2 {0,115}
n_ALS 9 1 {2:249,3:180,4:73}
n_BLS 24 1 {4:0,5:249,6:180,5:73,4:42}
n_CLS 5 0 {1:0,3:249,1:73}
      c_m  head  tail      c_af      c_d  c_tau  c_h
46      9    59    72  0.382670  {0,0,1}     28    0
96     17   141   150  0.172041  {1,1,0}     37    1
75     30    32    33  0.136690  {0,1,0}     30    1
51     51     6    27  0.272510  {0,1,0}     38    1
56     53   107   108  0.823244  {0,1,0}     26    0
14     66   217   219  0.391583  {1,1,0}     26    1
42     73   157   161  0.457515  {0,2,0}     22    1
36     79   225   228  0.825922  {0,3,0}     20    1
4      91   179   183  0.156408  {1,1,0}     31    1
44    119    27    30  0.901251  {0,3,0}     30    0
97    125   172   173  0.196374  {1,1,0}     24    1
58    166   124   125  0.742844  {0,2,0}     23    1
113   190    63    64  0.893917  {1,0,0}     38    1
118   225   120   162  0.946397  {1,1,0}     38    1
108   261   164   165  0.069763  {0,3,0}     37    1
29    268    63    65  0.633263  {0,2,0}     21    0
112   312   107   109  0.168352  {1,1,0}     36    1
66    348   119   120  0.622655  {0,2,0}     34    0
72    363   125   150  0.066236  {0,1,0}     21    1
54    377   233   254  0.450992  {0,1,0}     33    1
77    383   106   118  0.547737  {0,2,0}     29    0
38    399   211   212  0.627559  {0,1,0}     33    1
90    413   151   152  0.038672  {0,1,1}     31    1
22    420   177   180  0.750175  {1,1,0}     33    1
11    420   196   197  0.617321  {0,3,0}     33    1
106   435   116   117  0.864548  {1,2,0}     26    1
92    436     8    33  0.575008  {1,0,0}     27    1
63    437   210   211  0.102538  {0,2,0}     24    0
9     462    70    71  0.421303  {0,2,0}     22    1
24    474   242   243  0.981624  {0,3,0}     37    1
13    512    78    79  0.890705  {0,2,0}     39    1
126   518   161   165  0.502158  {0,1,0}     30    1
52    531    90    91  0.317873  {1,0,0}     30    1
93    538   156   157  0.078530  {1,1,0}     36    1
86    541    63    65  0.326512  {0,3,0}     31    0
127   553   239   240  0.709769  {1,0,0}     39    1
47    556     3    23  0.706941  {0,2,0}     28    1
18    557    45    64  0.525016  {0,2,0}     34    1
34    573    12    16  0.813193  {1,1,0}     27    1
8     581    14    15  0.826591  {0,2,0}     23    1
3     583    24    26  0.098300  {0,3,0}     24    1
70    589     6    27  0.523921  {1,0,0}     40    1
26    609    59    60  0.993442  {1,0,0}     21    1
78    611    26    28  0.117860  {0,1,0}     25    1
31    616   195   248  0.295494  {0,3,0}     24    0
99    618   208   209  0.219426  {0,1,0}     27    0
12    635   174   182  0.640157  {0,2,0}     39    0
120   636    46    47  0.351955  {1,1,0}     31    1
119   645   219   220  0.078143  {0,3,0}     33    1
48    649     6    27  0.213369  {0,1,1}     40    1
16    657   125   152  0.541356  {1,0,0}     40    1
59    657   198   199  0.327147  {0,3,0}     27    0
61    663   143   145  0.288022  {1,0,0}     25    1
39    669   208   209  0.199223  {1,0,0}     30    1
89    691   127   128  0.395299  {0,1,0}     38    1
73    697   161   165  0.792452  {1,2,0}     20    1
35    731    36    37  0.224516  {1,1,0}     33    1
28    734   247   248  0.529421  {0,3,0}     34    0
1     745   115   116  0.014110  {0,3,0}     37    1
105   748   236   238  0.821515  {0,0,1}     33    1
98    754   122   124  0.750493  {0,1,0}     36    0
5     761   168   176  0.228397  {0,2,0}     29    0
60    762   109   110  0.115208  {0,2,0}     30    1
124   783    97    98  0.147295  {0,1,1}     22    0
20    789    71    72  0.367268  {1,1,0}     31    1
84    792   191   195  0.753944  {1,1,0}     27    1
62    807     2    14  0.735145  {1,1,0}     33    1
110   809   223   224  0.173218  {0,3,0}     37    1
103   817   152   153  0.940253  {1,1,0}     33    1
76    822   142   143  0.051454  {0,1,0}     29    1
65    822     5     6  0.468563  {1,0,0}     24    1
85    840    29    30  0.705135  {1,0,0}     39    1
109   844   206   207  0.991708  {0,0,1}     25    1
71    845   146   147  0.900051  {1,0,0}     30    1
107   876    95    99  0.830055  {1,1,0}     35    1
30    885   107   108  0.843110  {0,1,0}     37    0
114   886   178   185  0.047699  {0,3,0}     28    1
80    900    39    52  0.849210  {0,3,0}     30    1
17    902   133   135  0.003744  {0,2,0}     40    0
0     908    26    28  0.331518  {0,1,0}     24    1
33    921    63    64  0.135107  {1,0,0}     25    0
100   938    14    15  0.514420  {0,1,0}     38    0
32    941    16    18  0.785218  {1,1,0}     33    1
68    941    20    21  0.155486  {0,2,0}     30    1
94    947   161   164  0.555285  {1,2,0}     24    1
37    950   125   152  0.039884  {0,0,1}     32    1
27    955    34    41  0.426393  {0,3,0}     27    1
104   955    87    88  0.530303  {0,2,0}     36    1
41    962    49    56  0.932907  {0,2,0}     25    0
25    970   104   105  0.944300  {1,0,0}     28    1
121   977   104   105  0.425169  {0,2,0}     28    1
102   983    46    47  0.841062  {1,0,0}     38    1
43    986    66    92  0.919207  {1,1,0}     24    1
125   991   244   245  0.539087  {1,1,0}     25    1
111  1029   239   243  0.238409  {0,1,0}     37    1
53   1031   212   213  0.813470  {0,2,0}     35    1
19   1034    67    69  0.897780  {0,1,0}     28    0
83   1040   150   151  0.932355  {0,3,0}     39    0
10   1045    60    68  0.897287  {0,3,0}     23    1
49   1061     8    33  0.948519  {1,1,0}     29    1
88   1068    32    33  0.004860  {0,1,0}     26    1
122  1069   126   150  0.049765  {1,0,0}     20    0
82   1078   177   180  0.851156  {1,1,0}     34    1
57   1080    81    89  0.468630  {1,0,0}     27    1
116  1083   204   206  0.717165  {0,1,0}     33    1
50   1086   166   178  0.861749  {0,2,0}     32    0
115  1087    48    49  0.101817  {0,0,1}     39    0
69   1110    78    79  0.024590  {0,3,0}     39    0
87   1115   135   147  0.037343  {0,3,0}     35    1
79   1150   157   163  0.853661  {0,1,0}     34    0
95   1160    11    42  0.451525  {0,3,0}     28    1
64   1162    25    26  0.045719  {0,1,0}     27    0
23   1180    11    42  0.938654  {1,1,0}     35    1
15   1205   181   182  0.104702  {1,1,0}     37    1
117  1208   107   108  0.048941  {1,0,0}     37    1
123  1229    63    65  0.009290  {0,2,0}     28    0
7    1242    93    94  0.311250  {0,3,0}     31    1
21   1244   126   127  0.722334  {1,3,0}     32    1
40   1263    66    93  0.043721  {0,1,0}     36    1
91   1267    18    20  0.647863  {1,0,0}     35    1
74   1288    36    38  0.003598  {0,0,1}     33    1
6    1293   245   246  0.160651  {0,2,0}     35    1
81   1320   220   221  0.884704  {0,2,0}     40    1
45   1324     5    26  0.182546  {0,1,1}     25    0
55   1326    59    72  0.390754  {0,3,0}     20    1
101  1329   192   193  0.580337  {0,1,0}     29    0
2    1391    10    11  0.861003  {1,0,0}     22    1
67   1397     4     5  0.569449  {0,1,0}     26    1
