map EGL-G2-C
fac 5 10 {0,50,215,179,87}
hosp 1 {0}
n_ALS 8 1 {4:0,2:50,2:179}
n_BLS 24 1 {6:0,7:50,3:215,3:179,5:87}
n_CLS 5 0 {1:50,2:179,2:87}
      c_m  head  tail      c_af      c_d  c_tau  c_h
27     35   164   169  0.410023  {0,1,0}     26    1
57     71    81    89  0.249793  {1,1,0}     30    1
7      74    12    13  0.675765  {1,2,0}     34    1
50     81    10    11  0.885531  {0,2,0}     21    0
118    89   228   229  0.549165  {1,0,0}     25    1
68     98   164   165  0.808760  {1,1,0}     25    1
99    166   208   209  0.296124  {0,1,0}     27    0
104   175    60    68  0.784278  {1,1,0}     30    1
77    401   166   167  0.194812  {0,1,0}     35    1
44    410   131   132  0.133973  {0,0,1}     30    1
53    410   180   181  0.623906  {1,0,0}     21    1
32    421    36    39  0.854270  {1,0,0}     28    1
28    447   103   104  0.249874  {0,0,1}     21    0
56    463   174   189  0.407230  {0,2,0}     32    0
88    469   109   110  0.466570  {1,0,0}     26    1
29    471    86    87  0.366590  {1,1,0}     40    1
36    479   222   223  0.957865  {0,1,0}     26    1
98    523   201   203  0.613769  {0,2,0}     40    0
49    531    27    28  0.984813  {0,0,1}     31    1
73    535    39    52  0.297611  {0,3,0}     40    0
59    538   120   162  0.337600  {1,1,0}     20    1
111   551   245   247  0.674751  {0,3,0}     37    1
55    565    12    16  0.732682  {0,1,1}     34    0
102   573   226   227  0.588876  {0,1,0}     20    0
1     574   196   197  0.534256  {0,2,0}     24    1
3     588   136   146  0.820526  {1,1,0}     22    1
103   603   111   114  0.999042  {0,2,0}     30    1
58    615   102   111  0.072710  {1,0,0}     36    1
47    624   174   183  0.655749  {0,3,0}     22    1
62    634   249   252  0.320510  {0,0,1}     37    1
41    637    60    68  0.746886  {0,2,0}     27    1
34    638    58    59  0.492252  {0,2,0}     22    1
2     656   170   171  0.733156  {0,3,0}     25    1
76    664    22    24  0.152199  {0,1,0}     22    0
33    668    23   237  0.103898  {1,0,0}     40    1
25    677    53    54  0.711137  {0,1,1}     20    0
42    677    36    38  0.404607  {0,3,0}     28    1
52    681     3    15  0.955243  {0,1,0}     23    0
87    682    97   115  0.712941  {0,2,0}     40    0
11    689    30    33  0.579322  {0,2,0}     27    0
60    690   122   123  0.485898  {0,3,0}     35    1
0     699   158   160  0.561030  {0,3,0}     39    0
90    703   126   150  0.720489  {1,1,0}     25    1
9     710    78    79  0.750156  {0,2,0}     24    1
82    717   248   249  0.345162  {0,2,0}     34    0
115   719   166   167  0.961302  {0,3,0}     39    0
24    735   177   180  0.310815  {1,0,0}     21    1
84    741    18    20  0.147055  {0,2,0}     39    1
93    746   215   221  0.430664  {1,0,0}     35    1
71    763   233   234  0.909153  {1,0,0}     37    1
126   766   116   117  0.261302  {1,1,0}     20    1
124   782    35    36  0.024129  {0,1,0}     28    1
101   784    82    83  0.354603  {1,0,0}     34    1
119   800   104   105  0.071557  {1,1,0}     22    1
67    823   108   109  0.945035  {0,1,0}     29    1
16    826   186   188  0.994722  {1,0,0}     26    0
106   840   158   159  0.571060  {0,3,0}     32    1
37    842   179   180  0.743321  {1,0,0}     24    1
81    847   154   157  0.068727  {1,0,0}     29    1
66    851    45    46  0.342212  {0,2,0}     27    0
78    857   185   187  0.560301  {1,0,0}     23    1
109   871   176   177  0.772459  {0,1,1}     36    1
89    894   156   162  0.352167  {0,2,0}     38    1
39    923   205   207  0.498033  {0,2,0}     38    0
17    923   228   230  0.915502  {1,1,0}     31    1
