map EGL-G2-C
fac 5 10 {0,92,215,155,41}
hosp 2 {0,24}
n_ALS 7 1 {4:0,2:92,1:215}
n_BLS 25 1 {4:0,4:92,9:215,5:155,3:41}
n_CLS 5 0 {1:0,1:92,2:155,1:41}
      c_m  head  tail      c_af      c_d  c_tau  c_h
14     24    24    26  0.280025  {0,2,0}     39    1
7      54    24    25  0.134120  {0,2,0}     29    0
4      62    59    60  0.843058  {0,1,1}     30    1
78     62   195   196  0.347308  {0,3,0}     24    1
125    98    23    87  0.350276  {0,2,0}     40    1
60    121    15    17  0.847691  {0,1,0}     30    1
10    160    45    64  0.376972  {1,1,0}     26    1
108   211   156   162  0.566629  {1,3,0}     37    1
113   228   203   204  0.563593  {1,1,0}     24    0
67    240    20    21  0.099960  {0,1,1}     27    0
25    258   117   121  0.209267  {0,1,0}     36    0
1     287    48    49  0.762940  {1,0,0}     28    1
107   307   117   118  0.246359  {0,0,1}     25    1
42    361     4    22  0.275820  {1,0,0}     39    0
45    366    67    68  0.708684  {0,1,0}     25    1
28    374   101   112  0.039950  {0,2,0}     31    0
76    391    56    57  0.659536  {0,1,0}     25    0
31    428    15    17  0.999852  {1,1,0}     30    1
49    448     1    12  0.937658  {1,2,0}     28    1
61    455   249   252  0.286249  {0,1,0}     22    0
94    464   167   168  0.235802  {0,1,1}     26    1
97    484    36    38  0.919961  {1,0,0}     30    1
112   495    78    82  0.259266  {0,1,0}     24    0
99    512    35    36  0.689271  {0,3,0}     32    0
66    524   108   109  0.793718  {1,1,0}     32    1
69    544    31    32  0.765207  {1,0,0}     20    1
39    545   139   140  0.463648  {0,1,0}     37    0
0     548   216   218  0.591357  {0,3,0}     35    1
119   558   249   250  0.831557  {0,3,0}     37    0
24    569    53    54  0.841394  {0,2,0}     37    0
100   601    97   112  0.071485  {0,2,0}     33    1
6     604    74    75  0.754459  {0,3,0}     34    1
59    614    53    54  0.388095  {0,0,1}     30    1
103   615    39    73  0.983116  {1,0,0}     37    1
32    615   139   140  0.417445  {0,2,0}     25    1
50    624    76    78  0.180887  {0,3,0}     35    1
115   625    66    92  0.950962  {0,1,0}     25    1
46    631    48    57  0.051440  {0,0,1}     27    0
93    634    36    37  0.310282  {0,0,1}     28    0
5     663   190   191  0.592372  {0,1,0}     40    1
37    678   210   215  0.125928  {1,1,0}     36    1
75    680   137   138  0.241247  {1,1,0}     35    1
40    700   145   146  0.974611  {0,1,0}     35    0
54    701   121   155  0.369306  {0,2,0}     28    1
34    714    38    40  0.772379  {0,1,0}     32    0
105   724     4     5  0.885861  {1,0,0}     21    1
114   724   139   140  0.187164  {0,1,0}     27    0
85    730   168   176  0.642386  {0,1,0}     37    1
57    730   104   114  0.616067  {0,1,0}     37    1
19    743   109   110  0.183609  {1,1,0}     31    1
70    747   148   149  0.597974  {0,1,0}     40    1
71    753   107   109  0.280080  {0,1,0}     40    1
58    755   184   188  0.531881  {0,1,0}     32    0
11    758    50    51  0.557008  {0,2,0}     34    0
33    762    45    46  0.262276  {0,1,0}     39    1
111   767   249   252  0.554514  {0,2,0}     38    1
