map EGL-G2-B
fac 5 10 {0,209,52,145,242}
hosp 2 {0,67}
n_ALS 5 1 {1:209,2:145,2:242}
n_BLS 16 1 {4:0,4:209,2:52,4:145,2:242}
n_CLS 9 0 {1:0,1:52,2:145,5:242}
      c_m  head  tail      c_af      c_d  c_tau  c_h
14     31    31    32  0.787475  {0,2,0}     31    0
84     71   170   171  0.164628  {0,1,0}     40    1
112    77     0     1  0.410717  {0,1,0}     24    0
24    131    30    33  0.088129  {1,1,0}     36    1
124   179   252   253  0.550320  {1,1,0}     31    0
125   184    96    98  0.711208  {0,3,0}     31    0
1     188     0     1  0.421346  {0,1,1}     23    1
31    189    12    16  0.673100  {1,1,0}     21    1
70    193   192   194  0.268109  {1,0,0}     21    1
21    229   196   198  0.242686  {0,3,0}     38    1
102   231   175   176  0.058066  {0,3,0}     35    1
37    260   178   179  0.795236  {0,1,0}     34    1
36    292     2    14  0.786589  {1,0,0}     31    1
55    310   128   129  0.022930  {1,1,0}     27    1
118   327   147   148  0.482214  {0,1,0}     28    1
62    345   194   242  0.129989  {0,1,0}     33    1
42    357    48    57  0.170875  {0,3,0}     38    1
126   370   151   153  0.059168  {1,0,0}     22    1
2     377   166   178  0.101240  {1,1,0}     21    1
101   402   242   243  0.076631  {1,0,0}     40    1
52    402    91    92  0.576935  {1,0,0}     31    1
25    410   251   254  0.436830  {1,1,0}     27    1
111   421   208   209  0.439358  {0,1,0}     38    0
49    436    67    68  0.519438  {0,1,0}     38    0
59    437    54    58  0.308003  {1,1,0}     29    1
32    467     9    34  0.712133  {0,1,0}     31    0
0     479   237   238  0.942426  {0,1,0}     38    1
77    513    72    73  0.926054  {0,1,0}     29    1
17    522   125   150  0.075157  {0,1,0}     26    0
96    529   123   124  0.075607  {1,1,0}     34    1
46    543     7    30  0.078026  {1,1,0}     26    1
35    554    13    14  0.316073  {0,2,0}     28    0
18    559    87    88  0.899395  {0,3,0}     39    1
10    563    81    89  0.167243  {0,3,0}     40    1
76    569    68    69  0.595552  {1,1,0}     32    1
30    601   196   197  0.886069  {0,3,0}     31    1
28    608   132   133  0.460214  {0,2,0}     25    0
34    638   197   200  0.155588  {0,2,0}     30    1
69    659   161   165  0.452688  {0,3,0}     39    1
58    660   111   114  0.100100  {1,1,0}     31    1
110   672   190   192  0.801096  {0,2,0}     31    0
6     674   102   103  0.966992  {1,1,0}     20    1
103   674    97   112  0.719221  {0,2,0}     20    0
51    682    19    25  0.991626  {0,3,0}     29    1
99    683   125   150  0.521182  {1,1,0}     38    1
73    694    43    44  0.264718  {1,0,0}     20    1
23    695    27    28  0.727838  {0,1,0}     34    1
9     699   143   144  0.075842  {0,1,0}     26    0
54    703   179   183  0.474181  {0,0,1}     26    0
86    720    95    99  0.617802  {0,3,0}     34    0
41    722    66    93  0.149568  {1,0,0}     21    1
53    726    11    42  0.741388  {1,1,0}     24    1
44    754    28    29  0.406251  {0,1,1}     32    0
92    765    39    52  0.133157  {1,0,0}     28    1
98    781   128   129  0.639555  {0,3,0}     40    0
91    783    23   150  0.717254  {0,2,0}     24    1
13    787   226   227  0.916731  {0,3,0}     28    0
120   787    42    43  0.121412  {0,0,1}     37    1
66    788    57    61  0.683014  {0,2,0}     22    1
83    804   203   204  0.416939  {0,2,0}     27    1
117   804    11    42  0.374330  {0,0,1}     37    0
16    807   105   107  0.390774  {1,1,0}     23    1
45    809   205   208  0.075127  {0,2,0}     23    1
33    810   223   224  0.224778  {1,1,0}     39    1
88    815   164   169  0.265946  {0,1,0}     35    0
