map EGL-G2-A
fac 5 10 {0,167,247,123,86}
hosp 2 {0,166}
n_ALS 6 1 {3:0,2:167,1:86}
n_BLS 23 1 {5:0,4:167,3:247,6:123,5:86}
n_CLS 6 0 {1:0,1:167,2:123,2:86}
      c_m  head  tail      c_af      c_d  c_tau  c_h
55      2   163   167  0.768524  {0,3,0}     23    0
33     10    78    79  0.727704  {1,0,0}     29    0
124    17   199   200  0.054578  {0,1,0}     38    1
81     24   122   124  0.225469  {0,3,0}     21    1
19     26   118   119  0.731884  {0,1,1}     22    1
82     73   252   253  0.397144  {1,1,0}     27    1
23     79    36    38  0.198843  {0,3,0}     33    1
74     80   213   215  0.447973  {0,3,0}     31    0
96     87   140   141  0.316184  {0,2,0}     27    0
30     88   112   113  0.306677  {0,1,1}     24    1
92    129   236   238  0.087102  {1,0,0}     28    1
126   136   249   250  0.543695  {0,2,0}     36    1
54    137   180   181  0.843533  {0,1,0}     20    0
123   203    18    20  0.991930  {0,2,0}     30    1
2     218    45    64  0.557175  {0,0,1}     32    1
115   219   218   250  0.904927  {0,2,0}     38    1
109   225   205   208  0.148562  {1,0,0}     35    1
103   229    10    11  0.729976  {1,0,0}     39    1
21    234   227   233  0.821780  {0,2,0}     38    1
71    315   199   200  0.414497  {1,1,0}     38    1
99    342    36    37  0.862143  {0,2,0}     26    1
5     345    49    50  0.890426  {1,1,0}     38    1
1     375   162   163  0.152241  {1,0,0}     35    1
51    416   121   155  0.824745  {1,1,0}     39    1
86    419   109   110  0.830018  {1,1,0}     33    1
70    456   228   229  0.512393  {1,0,0}     34    1
118   473   145   146  0.710055  {1,0,0}     33    1
24    488   104   105  0.647896  {1,1,0}     22    1
127   489   146   147  0.013035  {0,1,1}     34    1
48    505   249   252  0.054654  {1,0,0}     38    1
119   510   218   225  0.897802  {1,1,0}     26    1
26    512   233   234  0.475484  {1,0,0}     24    1
79    545   121   122  0.554513  {0,3,0}     34    1
16    561   209   216  0.098954  {0,1,0}     22    1
3     562    86    87  0.986572  {0,0,1}     36    0
8     574    84    85  0.868179  {0,2,0}     40    0
75    579    28    29  0.214317  {0,2,0}     27    1
108   598   240   241  0.939889  {0,1,0}     39    0
102   601    45    64  0.422450  {0,1,0}     36    1
9     606   147   148  0.928579  {0,3,0}     28    1
95    624    13    14  0.270663  {0,2,0}     40    1
114   626    32    33  0.851053  {0,1,0}     20    1
40    632   233   234  0.780723  {0,3,0}     37    1
28    644   168   176  0.471826  {0,1,1}     34    1
32    668    92    93  0.281409  {0,2,0}     25    0
72    675     7     8  0.421324  {0,0,1}     29    1
17    676    65    66  0.017013  {1,0,0}     28    1
117   685    18    20  0.407129  {0,0,1}     30    0
6     692   193   194  0.361950  {0,2,0}     32    0
121   698   239   244  0.334414  {0,3,0}     22    1
104   705   201   202  0.224500  {0,2,0}     35    0
22    711    47    64  0.143550  {1,1,0}     38    0
34    717    71    73  0.017753  {0,2,0}     34    1
35    719    23   237  0.620534  {0,2,0}     24    1
13    724   219   223  0.344387  {0,2,0}     39    1
58    727    50    52  0.120987  {0,1,0}     23    1
18    731   228   229  0.120760  {0,0,1}     27    0
4     747    10    41  0.590471  {0,1,0}     21    1
122   747    32    34  0.575741  {0,1,0}     24    0
31    755   240   241  0.249021  {0,2,0}     36    1
67    755    45    64  0.522544  {0,1,0}     30    0
38    783   235   236  0.115094  {0,2,0}     39    0
53    793    10    11  0.541258  {1,1,0}     24    1
68    799    67    69  0.763061  {0,3,0}     36    0
88    818    63    64  0.197718  {1,1,0}     21    1
49    819    50    52  0.983083  {0,2,0}     24    0
91    827    96    98  0.583293  {1,0,0}     38    1
50    828    12    16  0.867400  {1,0,0}     31    0
89    829   191   195  0.611459  {0,3,0}     35    1
27    834    96    98  0.614473  {0,1,0}     34    1
7     835   192   194  0.782354  {1,2,0}     39    1
105   839    96    98  0.859103  {0,1,0}     22    1
100   840     3    15  0.616438  {0,3,0}     27    1
90    843   163   168  0.201105  {0,1,0}     20    1
84    848    23   237  0.642701  {0,3,0}     36    1
85    851   130   137  0.652115  {0,3,0}     39    1
73    893   151   153  0.610085  {0,1,0}     30    1
77    894    78    82  0.594564  {1,1,0}     39    1
29    899   104   105  0.194641  {0,3,0}     22    1
76    920    93    94  0.807231  {1,1,0}     29    1
65    927   170   171  0.396970  {0,2,0}     25    1
93    937   180   181  0.970149  {1,1,0}     32    1
63    956    18    20  0.459096  {0,2,0}     31    1
52    957    31    38  0.654007  {0,1,0}     29    1
101   961    39    73  0.803005  {0,0,1}     35    0
57    976   244   245  0.677686  {0,1,0}     39    0
0    1010    45    64  0.043334  {0,3,0}     26    1
42   1028   156   157  0.773097  {0,3,0}     38    1
111  1036   186   198  0.019117  {0,3,0}     22    1
80   1040    93    94  0.916203  {0,3,0}     22    1
14   1045    99   100  0.398532  {1,0,0}     36    0
64   1047    74    76  0.473076  {0,1,0}     25    1
43   1069   164   165  0.981190  {1,1,0}     28    1
20   1090   180   181  0.243149  {0,0,1}     25    1
125  1096    56    57  0.975588  {1,0,0}     29    1
15   1098   239   244  0.849885  {0,2,0}     30    1
