map EGL-G2-E
fac 5 10 {0,54,203,115,166}
hosp 2 {0,171}
n_ALS 6 1 {2:0,2:54,2:115}
n_BLS 19 1 {1:0,7:54,3:115,8:166}
n_CLS 10 0 {3:0,1:54,1:203,3:115,2:166}
      c_m  head  tail      c_af      c_d  c_tau  c_h
44      5   130   137  0.639424  {0,3,0}     35    0
115    46   131   132  0.350922  {0,3,0}     31    0
63     47   118   119  0.561576  {0,3,0}     20    0
79     53     1     2  0.112356  {0,1,1}     33    1
34     75    39    52  0.665104  {0,2,0}     37    1
33    121   140   141  0.961433  {0,3,0}     26    1
25    153    66    67  0.090273  {0,1,1}     24    1
5     171    97   112  0.986853  {0,0,1}     23    0
87    246   233   235  0.674279  {1,0,0}     22    1
56    250   239   244  0.203647  {1,3,0}     36    1
127   271    73    74  0.530186  {1,0,0}     22    1
104   281   251   254  0.797217  {0,3,0}     28    1
101   343    20    21  0.923240  {0,2,0}     33    0
62    391    22    24  0.464549  {0,1,0}     25    1
68    398   194   242  0.116144  {0,1,0}     35    0
54    432    99   100  0.372502  {1,0,0}     37    1
65    460    99   131  0.827361  {0,1,0}     33    1
94    475   245   246  0.049373  {0,1,0}     33    1
16    475     9    10  0.104708  {0,1,0}     25    1
122   486   147   148  0.237852  {1,0,0}     30    1
67    492    32    33  0.471979  {0,2,0}     31    1
53    500    18    19  0.267654  {0,2,0}     29    1
3     501   243   245  0.126410  {0,3,0}     20    0
19    508   186   188  0.822458  {0,3,0}     28    0
32    519     9    10  0.925859  {1,1,0}     35    1
73    525    21    35  0.192707  {1,1,0}     36    1
80    529    24    26  0.764244  {0,3,0}     21    0
22    555    36    39  0.464360  {1,1,0}     29    1
72    567   159   160  0.390467  {1,0,0}     28    1
9     571   202   209  0.484741  {1,0,0}     29    1
61    573    45    46  0.088480  {0,1,1}     27    0
10    584    55    56  0.825245  {1,1,0}     26    1
123   592   177   180  0.045389  {0,2,0}     40    0
13    594   193   246  0.724702  {1,0,0}     30    1
27    594   166   178  0.885907  {1,1,0}     23    1
7     595   222   223  0.349506  {0,2,0}     32    0
117   599   195   196  0.877417  {0,1,1}     40    1
40    610   244   245  0.997796  {0,3,0}     25    1
2     616    24    26  0.747945  {1,1,0}     37    1
105   624   226   251  0.240516  {0,1,0}     34    0
38    640   228   230  0.801529  {0,2,0}     21    1
15    646    49    50  0.855838  {0,2,0}     21    0
89    670   234   239  0.604698  {0,1,0}     35    1
18    680    71    72  0.280283  {0,3,0}     36    0
118   682    49    56  0.674686  {0,2,0}     37    0
97    704   112   113  0.464453  {1,0,0}     31    1
95    715    10    11  0.177536  {1,0,0}     32    1
30    719    97    98  0.071900  {1,0,0}     39    1
23    728   130   131  0.850622  {0,1,0}     37    0
103   742    85   101  0.582955  {0,1,0}     22    1
48    745   179   184  0.330657  {1,1,0}     37    1
14    749    85   101  0.712308  {0,2,0}     38    1
70    754   154   157  0.486001  {0,0,1}     20    1
88    759   228   230  0.027065  {0,2,0}     27    1
31    774   170   174  0.548466  {0,1,0}     24    0
82    779    18    20  0.296737  {0,2,0}     25    1
83    779    50    52  0.514632  {0,1,0}     34    1
75    780     2    14  0.197188  {1,0,0}     26    1
55    781    16    17  0.508618  {1,1,0}     37    1
37    796   225   226  0.824931  {0,0,1}     39    1
36    798   162   163  0.755603  {0,3,0}     21    1
102   805     5    26  0.202611  {0,2,0}     37    0
81    807    60    68  0.973828  {1,1,0}     25    1
126   814   119   120  0.926843  {0,1,0}     40    0
59    820    90    92  0.203806  {0,0,1}     28    1
100   823   125   126  0.309144  {0,3,0}     32    1
20    845    69    70  0.325358  {0,1,1}     23    1
74    865    98   127  0.224166  {1,0,0}     36    0
106   867   219   220  0.181279  {0,3,0}     36    1
51    877    91    96  0.514580  {1,3,0}     40    1
21    884   153   154  0.130348  {1,3,0}     35    1
92    894   249   250  0.616700  {0,1,0}     26    1
78    899   185   186  0.483016  {0,1,0}     31    1
120   910   247   248  0.929527  {0,2,0}     25    0
42    927   239   244  0.576719  {0,2,0}     26    1
76    943   108   109  0.512424  {0,1,0}     21    1
57    945   122   124  0.612715  {0,2,0}     20    0
43    957     6     7  0.862639  {1,0,0}     29    1
69    961   150   151  0.827079  {0,1,0}     22    0
8     964     5    26  0.140969  {0,1,1}     24    0
6     965    49    56  0.657182  {1,1,0}     33    0
84    971     2    14  0.549229  {1,0,0}     22    1
50    981    72    73  0.561668  {0,2,0}     30    1
124   989    79    80  0.735162  {1,1,0}     30    1
90    999    39    40  0.190456  {1,1,0}     28    1
107  1005    32    33  0.058888  {0,3,0}     31    0
26   1011   103   111  0.192850  {0,3,0}     30    0
86   1027   225   228  0.004286  {1,1,0}     39    1
64   1029   111   114  0.991013  {0,1,0}     34    1
71   1030    26    28  0.402357  {1,1,0}     33    1
85   1032     3    23  0.340448  {1,1,0}     22    1
77   1045   213   215  0.158596  {0,3,0}     26    1
93   1046   125   152  0.751305  {0,1,0}     36    1
52   1047   133   134  0.964751  {0,1,0}     28    0
4    1065   105   106  0.996275  {1,1,0}     27    1
113  1072    70    79  0.932758  {0,2,0}     27    0
121  1073   212   213  0.200145  {1,0,0}     38    1
114  1076     5    23  0.196926  {0,2,0}     23    0
46   1085   139   140  0.217663  {1,0,0}     34    1
45   1101   215   221  0.606894  {0,1,0}     32    1
110  1108    18    20  0.629496  {1,0,0}     38    1
58   1118   239   243  0.025917  {1,1,0}     23    1
98   1119   123   124  0.627533  {1,1,0}     23    1
125  1132   132   133  0.091714  {0,1,0}     34    1
28   1134    37    75  0.907975  {1,1,0}     28    1
17   1142   218   225  0.029265  {0,3,0}     28    0
12   1148   117   119  0.032247  {0,3,0}     39    0
0    1158     9    10  0.197272  {0,1,0}     39    1
116  1163   157   163  0.182064  {0,1,0}     25    0
119  1182    55    56  0.691836  {1,1,0}     39    1
41   1190    56    57  0.761612  {1,0,0}     39    1
49   1197    90    91  0.360250  {0,1,0}     28    0
66   1204    41    51  0.313378  {0,2,0}     27    1
111  1209   105   107  0.576151  {0,1,1}     26    1
60   1224    58    59  0.622026  {1,0,0}     23    1
109  1267   162   163  0.543485  {0,3,0}     35    1
91   1270   195   248  0.467250  {0,2,0}     35    0
112  1275   158   159  0.675473  {0,1,0}     31    1
96   1279     2    14  0.378139  {1,0,0}     27    1
1    1315   125   126  0.173118  {0,1,1}     34    1
108  1323    50    53  0.149133  {0,2,0}     25    1
99   1324   215   221  0.483822  {1,1,0}     26    1
11   1345     8    33  0.358683  {0,2,0}     35    1
29   1376    35    36  0.193484  {1,0,0}     26    1
24   1382   164   169  0.608230  {0,1,0}     21    0
47   1382   151   153  0.533695  {1,1,0}     21    1
35   1418   122   123  0.146113  {0,3,0}     39    1
39   1431   174   189  0.290111  {0,3,0}     29    1
